Cycle,Time,Load (kN),Actuator (mm),External (mm),On-Specimen LVDT (mm)
95,943.150,-0.3849,-8.230877,0.042347,0.008879
95,943.200,-0.3488,-8.235912,0.047861,0.011497
95,943.250,-0.3794,-8.243809,0.055153,0.013952
95,943.300,-0.3663,-8.249073,0.060451,0.016565
95,943.350,-0.3807,-8.256397,0.067527,0.019033
95,943.400,-0.4016,-8.262119,0.073319,0.021582
95,943.450,-0.3825,-8.268814,0.080122,0.024076
95,943.500,-0.4152,-8.275967,0.086763,0.026548
95,943.550,-0.3811,-8.281631,0.092636,0.029131
95,943.600,-0.4147,-8.289242,0.099929,0.031549
95,943.650,-0.3871,-8.294506,0.105233,0.034210
95,943.700,-0.4138,-8.302402,0.112434,0.036633
95,943.750,-0.4371,-8.308811,0.118256,0.039175
95,943.800,-0.4138,-8.315449,0.124913,0.041691
95,943.850,-0.4477,-8.322258,0.131239,0.044178
95,943.900,-0.4202,-8.328609,0.137461,0.046732
95,943.950,-0.4575,-8.336048,0.144528,0.049179
95,944.000,-0.4239,-8.341084,0.150011,0.051783
95,944.050,-0.4561,-8.348465,0.157166,0.054211
95,944.100,-0.4689,-8.354130,0.162703,0.056814
95,944.150,-0.4613,-8.360939,0.169700,0.059250
95,944.200,-0.4994,-8.368034,0.176082,0.061701
95,944.250,-0.4663,-8.373985,0.182389,0.064257
95,944.300,-0.5081,-8.381596,0.189345,0.066629
95,944.350,-0.4745,-8.387489,0.194951,0.069227
95,944.400,-0.5146,-8.395329,0.201891,0.071611
95,944.450,-0.5086,-8.400822,0.207370,0.074165
95,944.500,-0.5206,-8.408089,0.214566,0.076561
95,944.550,-0.5476,-8.413982,0.220376,0.079037
95,944.600,-0.5330,-8.421021,0.227181,0.081400
95,944.650,-0.5783,-8.428288,0.233840,0.083731
95,944.700,-0.5483,-8.433380,0.239618,0.086201
95,944.750,-0.5923,-8.440990,0.246441,0.088472
95,944.800,-0.5749,-8.446140,0.252025,0.090853
95,944.850,-0.6114,-8.453865,0.259335,0.093040
95,944.900,-0.6310,-8.460331,0.264888,0.095406
95,944.950,-0.6364,-8.467369,0.271925,0.097477
95,945.000,-0.4036,-8.466454,0.273872,0.099615
95,945.050,-0.3018,-8.458042,0.266438,0.101049
95,945.100,-0.1997,-8.449974,0.259300,0.101816
95,945.150,-0.1770,-8.444538,0.253736,0.101902
95,945.200,-0.1083,-8.436069,0.246402,0.101839
95,945.250,-0.0771,-8.430176,0.241121,0.101248
95,945.300,-0.0425,-8.422565,0.233876,0.100668
95,945.350,0.0187,-8.415012,0.227408,0.099808
95,945.400,0.0054,-8.409061,0.221384,0.098587
95,945.450,0.0576,-8.401623,0.214350,0.097385
95,945.500,0.0440,-8.395672,0.208803,0.095785
95,945.550,0.0867,-8.388462,0.201675,0.094265
95,945.600,0.1024,-8.382454,0.196201,0.092463
95,945.650,0.1051,-8.375130,0.188971,0.090693
95,945.700,0.1419,-8.369293,0.183190,0.088829
95,945.750,0.1250,-8.362942,0.176589,0.086950
95,945.800,0.1669,-8.355217,0.169441,0.085085
95,945.850,0.1370,-8.350010,0.163943,0.082933
95,945.900,0.1758,-8.342342,0.157131,0.080967
95,945.950,0.1628,-8.336506,0.151588,0.078815
95,946.000,0.1798,-8.329124,0.144330,0.076763
95,946.050,0.2026,-8.322945,0.138692,0.074570
95,946.100,0.1881,-8.316307,0.131761,0.072416
95,946.150,0.2265,-8.308754,0.124954,0.070339
95,946.200,0.1947,-8.303833,0.119208,0.068026
95,946.250,0.2287,-8.296223,0.112172,0.065878
95,946.300,0.2037,-8.291302,0.106708,0.063519
95,946.350,0.2310,-8.283749,0.099505,0.061356
95,946.400,0.2319,-8.277969,0.094042,0.058975
95,946.450,0.2359,-8.270588,0.086860,0.056807
95,946.500,0.2645,-8.264008,0.080680,0.054506
95,946.550,0.2378,-8.257256,0.074420,0.052132
95,946.600,0.2739,-8.250103,0.067519,0.049932
95,946.650,0.2428,-8.244553,0.061951,0.047478
95,946.700,0.2727,-8.237000,0.054673,0.045246
95,946.750,0.2534,-8.231964,0.049342,0.042820
95,946.800,0.2749,-8.224583,0.042278,0.040533
95,946.850,0.2997,-8.218460,0.036011,0.038193
95,946.900,0.2742,-8.212738,0.029567,0.035807
95,946.950,0.3079,-8.206043,0.023041,0.033499
95,947.000,0.2787,-8.199863,0.017174,0.031078
95,947.050,0.3070,-8.191967,0.010012,0.028774
95,947.100,0.2823,-8.186760,0.004564,0.026323
95,947.150,0.3093,-8.179092,-0.002644,0.024029
95,947.200,0.3279,-8.172798,-0.008387,0.021572
95,947.250,0.3086,-8.166161,-0.015130,0.019222
95,947.300,0.3390,-8.158951,-0.021492,0.016880
95,947.350,0.3109,-8.153000,-0.027727,0.014383
95,947.400,0.3446,-8.145733,-0.034844,0.012094
95,947.450,0.3134,-8.140755,-0.040203,0.009525
95,947.500,0.3442,-8.133259,-0.047296,0.007172
95,947.550,0.3500,-8.127823,-0.052859,0.004725
95,947.600,0.3430,-8.120785,-0.059912,0.002329
95,947.650,0.3642,-8.114433,-0.065907,-0.000114
95,947.700,0.3475,-8.107738,-0.072479,-0.002558
95,947.750,0.3774,-8.100014,-0.079454,-0.004868
95,947.800,0.3423,-8.094692,-0.085180,-0.007414
95,947.850,0.3773,-8.087196,-0.092262,-0.009739
95,947.900,0.3577,-8.082161,-0.097588,-0.012287
95,947.950,0.3769,-8.074150,-0.104779,-0.014599
95,948.000,0.3960,-8.067970,-0.110763,-0.017025
95,948.050,0.3738,-8.061275,-0.117374,-0.019447
95,948.100,0.4057,-8.054581,-0.123779,-0.021776
95,948.150,0.3770,-8.048916,-0.129881,-0.024244
95,948.200,0.4088,-8.041477,-0.137005,-0.026535
95,948.250,0.3790,-8.036728,-0.142325,-0.029016
95,948.300,0.4092,-8.029232,-0.149418,-0.031305
95,948.350,0.4332,-8.022652,-0.155509,-0.033691
95,948.400,0.4072,-8.016129,-0.162096,-0.035999
95,948.450,0.4440,-8.008976,-0.168462,-0.038340
95,948.500,0.4110,-8.002911,-0.174616,-0.040716
95,948.550,0.4494,-7.995300,-0.181613,-0.042946
95,948.600,0.4143,-7.990208,-0.187155,-0.045403
95,948.650,0.4512,-7.982197,-0.194280,-0.047592
95,948.700,0.4516,-7.976761,-0.199788,-0.050024
95,948.750,0.4496,-7.969780,-0.207010,-0.052212
95,948.800,0.4769,-7.963943,-0.212881,-0.054495
95,948.850,0.4535,-7.957993,-0.219434,-0.056768
95,948.900,0.4926,-7.950439,-0.226378,-0.058939
95,948.950,0.4597,-7.945404,-0.231953,-0.061308
95,949.000,0.4955,-7.937393,-0.239147,-0.063423
95,949.050,0.4844,-7.931614,-0.244501,-0.065754
95,949.100,0.4962,-7.924061,-0.251807,-0.067881
95,949.150,0.5202,-7.918339,-0.257419,-0.070133
95,949.200,0.5037,-7.911301,-0.264251,-0.072231
95,949.250,0.5454,-7.904148,-0.271026,-0.074268
95,949.300,0.5142,-7.898998,-0.276818,-0.076555
95,949.350,0.5541,-7.891331,-0.283756,-0.078535
95,949.400,0.5332,-7.886353,-0.289119,-0.080742
95,949.450,0.5617,-7.878513,-0.296509,-0.082653
95,949.500,0.5724,-7.873077,-0.301944,-0.084818
95,949.550,0.5774,-7.865582,-0.309079,-0.086672
95,949.600,0.6167,-7.858429,-0.315400,-0.088621
95,949.650,0.5949,-7.852364,-0.321647,-0.090542
95,949.700,0.6453,-7.844810,-0.328367,-0.092285
95,949.750,0.6198,-7.839031,-0.334167,-0.094229
95,949.800,0.6690,-7.831364,-0.341156,-0.095852
95,949.850,0.6915,-7.825642,-0.346971,-0.097624
95,949.900,0.7024,-7.818718,-0.353948,-0.099072
95,949.950,0.7505,-7.812023,-0.360104,-0.100626
96,950.000,0.5828,-7.812824,-0.361677,-0.102545
96,950.050,0.3363,-7.823009,-0.354026,-0.104944
96,950.100,0.2812,-7.829361,-0.348178,-0.106264
96,950.150,0.1870,-7.836514,-0.341302,-0.107328
96,950.200,0.1451,-7.842865,-0.335534,-0.107651
96,950.250,0.0918,-7.850132,-0.328424,-0.107929
96,950.300,0.0322,-7.857113,-0.322306,-0.107708
96,950.350,0.0309,-7.863464,-0.315873,-0.107243
96,950.400,-0.0263,-7.871017,-0.309123,-0.106682
96,950.450,-0.0121,-7.877197,-0.303223,-0.105780
96,950.500,-0.0649,-7.884922,-0.296166,-0.104918
96,950.550,-0.0525,-7.889843,-0.290841,-0.103622
96,950.600,-0.0831,-7.897339,-0.283557,-0.102562
96,950.650,-0.1044,-7.903004,-0.278111,-0.101112
96,950.700,-0.1029,-7.909870,-0.270919,-0.099827
96,950.750,-0.1468,-7.917194,-0.264168,-0.098452
96,950.800,-0.1191,-7.922344,-0.258413,-0.096716
96,950.850,-0.1572,-7.930355,-0.251384,-0.095238
96,950.900,-0.1297,-7.935562,-0.246027,-0.093367
96,950.950,-0.1626,-7.943230,-0.238745,-0.091738
96,951.000,-0.1610,-7.948608,-0.233405,-0.089813
96,951.050,-0.1696,-7.956162,-0.226300,-0.088083
96,951.100,-0.2040,-7.962742,-0.219805,-0.086290
96,951.150,-0.1766,-7.968006,-0.213654,-0.084301
96,951.200,-0.2115,-7.974873,-0.206904,-0.082420
96,951.250,-0.1835,-7.980194,-0.201275,-0.080317
96,951.300,-0.2105,-7.987518,-0.194116,-0.078449
96,951.350,-0.1947,-7.993069,-0.188740,-0.076294
96,951.400,-0.2137,-8.001080,-0.181447,-0.074326
96,951.450,-0.2411,-8.007545,-0.175338,-0.072241
96,951.500,-0.2184,-8.014069,-0.168818,-0.070116
96,951.550,-0.2493,-8.021278,-0.162255,-0.068069
96,951.600,-0.2196,-8.026829,-0.156439,-0.065817
96,951.650,-0.2514,-8.034210,-0.149147,-0.063713
96,951.700,-0.2271,-8.039131,-0.143955,-0.061346
96,951.750,-0.2545,-8.046913,-0.136551,-0.059175
96,951.800,-0.2656,-8.052635,-0.130944,-0.056784
96,951.850,-0.2534,-8.058987,-0.124112,-0.054485
96,951.900,-0.2847,-8.065739,-0.117731,-0.052191
96,951.950,-0.2542,-8.071690,-0.111701,-0.049747
96,952.000,-0.2899,-8.079815,-0.104526,-0.047501
96,952.050,-0.2575,-8.085194,-0.099103,-0.044992
96,952.100,-0.2887,-8.092747,-0.092002,-0.042707
96,952.150,-0.2731,-8.098125,-0.086404,-0.040161
96,952.200,-0.2854,-8.105564,-0.079223,-0.037779
96,952.250,-0.3147,-8.112373,-0.072962,-0.035406
96,952.300,-0.2846,-8.117981,-0.066846,-0.032873
96,952.350,-0.3182,-8.125134,-0.060040,-0.030542
96,952.400,-0.2836,-8.130569,-0.054210,-0.027969
96,952.450,-0.3149,-8.138237,-0.047006,-0.025627
96,952.500,-0.2950,-8.143444,-0.041746,-0.023014
96,952.550,-0.3169,-8.151283,-0.034603,-0.020630
96,952.600,-0.3346,-8.157806,-0.028684,-0.018135
96,952.650,-0.3130,-8.164330,-0.022025,-0.015692
96,952.700,-0.3506,-8.171711,-0.015234,-0.013258
96,952.750,-0.3134,-8.177261,-0.009406,-0.010660
96,952.800,-0.3475,-8.184757,-0.002198,-0.008287
96,952.850,-0.3138,-8.189449,0.003062,-0.005625
96,952.900,-0.3462,-8.196201,0.010058,-0.003204
96,952.950,-0.3595,-8.202610,0.015906,-0.000629
96,953.000,-0.3437,-8.209419,0.022865,0.001886
96,953.050,-0.3774,-8.216572,0.029244,0.004324
96,953.100,-0.3437,-8.222008,0.035307,0.006916
96,953.150,-0.3780,-8.229961,0.042634,0.009275
96,953.200,-0.3456,-8.235111,0.047792,0.011932
96,953.250,-0.3776,-8.243065,0.055019,0.014357
96,953.300,-0.3763,-8.248615,0.060501,0.016968
96,953.350,-0.3758,-8.255596,0.067746,0.019424
96,953.400,-0.3965,-8.261433,0.073455,0.022022
96,953.450,-0.3797,-8.267899,0.080256,0.024487
96,953.500,-0.4163,-8.275280,0.086995,0.026924
96,953.550,-0.3797,-8.280945,0.092669,0.029572
96,953.600,-0.4169,-8.288841,0.099701,0.032036
96,953.650,-0.3930,-8.294106,0.105192,0.034611
96,953.700,-0.4165,-8.302116,0.112545,0.037069
96,953.750,-0.4284,-8.307896,0.117965,0.039682
96,953.800,-0.4172,-8.314648,0.124981,0.042126
96,953.850,-0.4549,-8.321743,0.131613,0.044550
96,953.900,-0.4203,-8.326893,0.137469,0.047182
96,953.950,-0.4560,-8.334675,0.144574,0.049601
96,954.000,-0.4289,-8.340168,0.150023,0.052216
96,954.050,-0.4601,-8.347435,0.157132,0.054653
96,954.100,-0.4618,-8.353386,0.162622,0.057245
96,954.150,-0.4644,-8.360882,0.169743,0.059666
96,954.200,-0.5039,-8.368549,0.176398,0.062086
96,954.250,-0.4694,-8.373928,0.182337,0.064682
96,954.300,-0.5103,-8.381882,0.189130,0.067108
96,954.350,-0.4771,-8.386688,0.194886,0.069674
96,954.400,-0.5144,-8.394241,0.201905,0.072069
96,954.450,-0.5176,-8.399563,0.207427,0.074629
96,954.500,-0.5213,-8.407059,0.214623,0.077009
96,954.550,-0.5514,-8.413239,0.220488,0.079458
96,954.600,-0.5347,-8.419933,0.227118,0.081888
96,954.650,-0.5770,-8.427715,0.234106,0.084196
96,954.700,-0.5508,-8.433437,0.239564,0.086678
96,954.750,-0.5930,-8.441277,0.246729,0.088917
96,954.800,-0.5810,-8.446770,0.252165,0.091352
96,954.850,-0.6115,-8.454208,0.259304,0.093548
96,954.900,-0.6381,-8.460789,0.265117,0.095860
96,954.950,-0.6384,-8.467426,0.271891,0.097986
96,955.000,-0.3892,-8.465652,0.273718,0.100109
96,955.050,-0.3025,-8.457241,0.266446,0.101515
96,955.100,-0.2010,-8.449001,0.259278,0.102261
96,955.150,-0.1774,-8.443165,0.253682,0.102331
96,955.200,-0.1095,-8.434868,0.246546,0.102274
96,955.250,-0.0640,-8.428860,0.240973,0.101702
96,955.300,-0.0429,-8.422165,0.233875,0.101124
96,955.350,0.0127,-8.415356,0.227619,0.100185
96,955.400,0.0081,-8.409119,0.221433,0.099007
96,955.450,0.0599,-8.401737,0.214620,0.097744
96,955.500,0.0466,-8.396416,0.208892,0.096174
96,955.550,0.0863,-8.388119,0.201681,0.094666
96,955.600,0.0920,-8.382912,0.196303,0.092838
96,955.650,0.1105,-8.374729,0.189060,0.091116
96,955.700,0.1534,-8.367805,0.182668,0.089310
96,955.750,0.1278,-8.361797,0.176431,0.087315
96,955.800,0.1663,-8.354702,0.169763,0.085432
96,955.850,0.1436,-8.348980,0.164039,0.083286
96,955.900,0.1753,-8.341541,0.156894,0.081362
96,955.950,0.1538,-8.336964,0.151571,0.079170
96,956.000,0.1833,-8.329296,0.144256,0.077148
96,956.050,0.2054,-8.323116,0.138533,0.074959
96,956.100,0.1900,-8.316536,0.131580,0.072815
96,956.150,0.2258,-8.309555,0.125311,0.070660
96,956.200,0.1959,-8.303261,0.119188,0.068390
96,956.250,0.2293,-8.295479,0.112024,0.066265
96,956.300,0.2007,-8.290501,0.106733,0.063875
96,956.350,0.2307,-8.282719,0.099575,0.061680
96,956.400,0.2372,-8.277054,0.093938,0.059366
96,956.450,0.2342,-8.269958,0.086915,0.057100
96,956.500,0.2696,-8.262806,0.080179,0.054892
96,956.550,0.2385,-8.257427,0.074359,0.052471
96,956.600,0.2704,-8.250275,0.067418,0.050238
96,956.650,0.2394,-8.245125,0.061873,0.047825
96,956.700,0.2687,-8.237286,0.054643,0.045555
96,956.750,0.2576,-8.231850,0.049388,0.043104
96,956.800,0.2718,-8.224297,0.042104,0.040840
96,956.850,0.2985,-8.217487,0.035862,0.038559
96,956.900,0.2703,-8.211536,0.029556,0.036106
96,956.950,0.3036,-8.204556,0.022900,0.033844
96,957.000,0.2752,-8.199234,0.017182,0.031384
96,957.050,0.3020,-8.191223,0.009817,0.029099
96,957.100,0.2784,-8.186703,0.004633,0.026632
96,957.150,0.3045,-8.179264,-0.002547,0.024315
96,957.200,0.3269,-8.172684,-0.008633,0.021940
96,957.250,0.3008,-8.166504,-0.015174,0.019505
96,957.300,0.3380,-8.158951,-0.021713,0.017170
96,957.350,0.3053,-8.153229,-0.027681,0.014723
96,957.400,0.3384,-8.145161,-0.034835,0.012388
96,957.450,0.3071,-8.140411,-0.040195,0.009815
96,957.500,0.3370,-8.132458,-0.047399,0.007481
96,957.550,0.3516,-8.126965,-0.052991,0.004980
96,957.600,0.3345,-8.120499,-0.060053,0.002621
96,957.650,0.3664,-8.113689,-0.066162,0.000193
96,957.700,0.3374,-8.107796,-0.072525,-0.002275
96,957.750,0.3744,-8.099842,-0.079710,-0.004557
96,957.800,0.3381,-8.094463,-0.085049,-0.007137
96,957.850,0.3724,-8.087025,-0.092113,-0.009480
96,957.900,0.3689,-8.081532,-0.097591,-0.011990
96,957.950,0.3714,-8.073921,-0.104928,-0.014305
96,958.000,0.3990,-8.068256,-0.110801,-0.016769
96,958.050,0.3746,-8.062019,-0.117334,-0.019152
96,958.100,0.4078,-8.054752,-0.124112,-0.021437
96,958.150,0.3748,-8.049545,-0.129838,-0.023962
96,958.200,0.4075,-8.041706,-0.136893,-0.026251
96,958.250,0.3852,-8.036270,-0.142390,-0.028744
96,958.300,0.4062,-8.028603,-0.149528,-0.031029
96,958.350,0.4180,-8.022423,-0.155168,-0.033489
96,958.400,0.4116,-8.015270,-0.162108,-0.035740
96,958.450,0.4415,-8.008347,-0.168634,-0.038038
96,958.500,0.4114,-8.002796,-0.174683,-0.040449
96,958.550,0.4502,-7.995300,-0.181734,-0.042667
96,958.600,0.4140,-7.990608,-0.187259,-0.045126
96,958.650,0.4463,-7.983284,-0.194324,-0.047337
96,958.700,0.4468,-7.977448,-0.199734,-0.049770
96,958.750,0.4476,-7.969952,-0.206999,-0.051962
96,958.800,0.4810,-7.963200,-0.213278,-0.054237
96,958.850,0.4532,-7.957363,-0.219468,-0.056562
96,958.900,0.4908,-7.949810,-0.226403,-0.058699
96,958.950,0.4563,-7.944603,-0.231960,-0.061106
96,959.000,0.4946,-7.937222,-0.239129,-0.063192
96,959.050,0.4872,-7.931728,-0.244626,-0.065550
96,959.100,0.4977,-7.924633,-0.251727,-0.067667
96,959.150,0.5235,-7.918396,-0.257585,-0.069885
96,959.200,0.5062,-7.912331,-0.264197,-0.072018
96,959.250,0.5440,-7.904778,-0.271061,-0.074068
96,959.300,0.5125,-7.898941,-0.276857,-0.076323
96,959.350,0.5534,-7.891216,-0.283896,-0.078308
96,959.400,0.5296,-7.885723,-0.289285,-0.080526
96,959.450,0.5614,-7.877998,-0.296451,-0.082481
96,959.500,0.5809,-7.871933,-0.302199,-0.084599
96,959.550,0.5757,-7.865353,-0.309125,-0.086477
96,959.600,0.6160,-7.858601,-0.315709,-0.088367
96,959.650,0.5922,-7.852936,-0.321634,-0.090370
96,959.700,0.6405,-7.845669,-0.328521,-0.092115
96,959.750,0.6183,-7.840061,-0.334098,-0.094055
96,959.800,0.6652,-7.832050,-0.341349,-0.095589
96,959.850,0.6718,-7.826214,-0.346790,-0.097466
96,959.900,0.6999,-7.818718,-0.353872,-0.098892
96,959.950,0.7483,-7.811565,-0.360223,-0.100386
97,960.000,0.5800,-7.812252,-0.361688,-0.102343
97,960.050,0.3339,-7.822609,-0.354030,-0.104782
97,960.100,0.2729,-7.829304,-0.348241,-0.106058
97,960.150,0.1810,-7.837543,-0.341076,-0.107126
97,960.200,0.1484,-7.843208,-0.335653,-0.107426
97,960.250,0.0859,-7.850990,-0.328370,-0.107729
97,960.300,0.0283,-7.857800,-0.322265,-0.107510
97,960.350,0.0237,-7.863808,-0.315899,-0.107023
97,960.400,-0.0293,-7.871075,-0.309239,-0.106440
97,960.450,-0.0213,-7.876625,-0.303331,-0.105497
97,960.500,-0.0646,-7.884464,-0.296300,-0.104654
97,960.550,-0.0573,-7.889900,-0.290753,-0.103430
97,960.600,-0.0877,-7.897911,-0.283484,-0.102308
97,960.650,-0.1141,-7.904205,-0.277815,-0.100876
97,960.700,-0.1072,-7.910671,-0.271167,-0.099499
97,960.750,-0.1477,-7.917824,-0.264488,-0.098118
97,960.800,-0.1214,-7.923088,-0.258579,-0.096426
97,960.850,-0.1572,-7.930412,-0.251524,-0.094921
97,960.900,-0.1317,-7.935619,-0.245930,-0.093117
97,960.950,-0.1651,-7.943401,-0.238785,-0.091455
97,961.000,-0.1689,-7.949123,-0.233321,-0.089548
97,961.050,-0.1737,-7.956276,-0.226262,-0.087761
97,961.100,-0.2050,-7.963543,-0.219596,-0.085997
97,961.150,-0.1755,-7.968636,-0.213708,-0.084002
97,961.200,-0.2139,-7.976360,-0.206593,-0.082178
97,961.250,-0.1821,-7.981281,-0.201204,-0.080032
97,961.300,-0.2114,-7.988434,-0.194070,-0.078119
97,961.350,-0.1968,-7.993355,-0.188712,-0.076002
97,961.400,-0.2172,-8.000793,-0.181494,-0.074013
97,961.450,-0.2355,-8.007717,-0.175443,-0.071892
97,961.500,-0.2129,-8.013783,-0.168935,-0.069777
97,961.550,-0.2482,-8.021164,-0.162396,-0.067760
97,961.600,-0.2162,-8.027058,-0.156473,-0.065495
97,961.650,-0.2498,-8.034668,-0.149456,-0.063387
97,961.700,-0.2219,-8.039989,-0.143942,-0.061037
97,961.750,-0.2519,-8.047600,-0.136678,-0.058851
97,961.800,-0.2664,-8.053322,-0.130946,-0.056473
97,961.850,-0.2530,-8.059845,-0.124136,-0.054144
97,961.900,-0.2826,-8.066597,-0.117787,-0.051855
97,961.950,-0.2523,-8.072319,-0.111461,-0.049458
97,962.000,-0.2876,-8.080158,-0.104550,-0.047155
97,962.050,-0.2540,-8.085423,-0.098966,-0.044659
97,962.100,-0.2863,-8.093033,-0.091904,-0.042345
97,962.150,-0.2947,-8.098869,-0.086276,-0.039845
97,962.200,-0.2828,-8.106079,-0.079234,-0.037466
97,962.250,-0.3170,-8.113003,-0.073025,-0.035055
97,962.300,-0.2827,-8.118668,-0.066892,-0.032568
97,962.350,-0.3201,-8.125706,-0.059864,-0.030222
97,962.400,-0.2850,-8.131084,-0.054190,-0.027645
97,962.450,-0.3168,-8.138351,-0.047284,-0.025265
97,962.500,-0.3082,-8.143787,-0.041740,-0.022661
97,962.550,-0.3176,-8.151054,-0.034608,-0.020266
97,962.600,-0.3394,-8.157978,-0.028630,-0.017752
97,962.650,-0.3132,-8.164616,-0.021999,-0.015274
97,962.700,-0.3486,-8.171997,-0.015343,-0.012871
97,962.750,-0.3145,-8.177834,-0.009443,-0.010281
97,962.800,-0.3457,-8.185387,-0.002236,-0.007879
97,962.850,-0.3217,-8.189964,0.002954,-0.005247
97,962.900,-0.3445,-8.197346,0.010230,-0.002827
97,962.950,-0.3658,-8.203640,0.016059,-0.000261
97,963.000,-0.3442,-8.210621,0.022882,0.002251
97,963.050,-0.3772,-8.217487,0.029290,0.004690
97,963.100,-0.3448,-8.223324,0.035424,0.007294
97,963.150,-0.3785,-8.230705,0.042428,0.009714
97,963.200,-0.3467,-8.235741,0.047922,0.012354
97,963.250,-0.3808,-8.243637,0.054986,0.014778
97,963.300,-0.3797,-8.249130,0.060675,0.017363
97,963.350,-0.3779,-8.256054,0.067664,0.019867
97,963.400,-0.4071,-8.262291,0.073731,0.022404
97,963.450,-0.3790,-8.268528,0.080224,0.024916
97,963.500,-0.4153,-8.276367,0.087224,0.027319
97,963.550,-0.3806,-8.281574,0.092567,0.029964
97,963.600,-0.4173,-8.289413,0.099711,0.032433
97,963.650,-0.4040,-8.295193,0.105335,0.035038
97,963.700,-0.4167,-8.303032,0.112509,0.037487
97,963.750,-0.4384,-8.308983,0.118282,0.040033
97,963.800,-0.4199,-8.315277,0.124843,0.042528
97,963.850,-0.4569,-8.322601,0.131756,0.044985
97,963.900,-0.4189,-8.327751,0.137504,0.047565
97,963.950,-0.4590,-8.335533,0.144515,0.050014
97,964.000,-0.4316,-8.340569,0.149941,0.052635
97,964.050,-0.4597,-8.348236,0.157233,0.055067
97,964.100,-0.4681,-8.354301,0.162740,0.057655
97,964.150,-0.4638,-8.361225,0.169606,0.060101
97,964.200,-0.4988,-8.368893,0.176217,0.062538
97,964.250,-0.4679,-8.374500,0.182278,0.065104
97,964.300,-0.5085,-8.382397,0.189406,0.067484
97,964.350,-0.4766,-8.386745,0.194753,0.070114
97,964.400,-0.5123,-8.394413,0.201958,0.072500
97,964.450,-0.5077,-8.399734,0.207296,0.075068
97,964.500,-0.5231,-8.407173,0.214446,0.077436
97,964.550,-0.5591,-8.414440,0.220852,0.079842
97,964.600,-0.5309,-8.420677,0.227133,0.082340
97,964.650,-0.5781,-8.428059,0.233850,0.084639
97,964.700,-0.5457,-8.434181,0.239581,0.087093
97,964.750,-0.5905,-8.441963,0.246734,0.089363
97,964.800,-0.5679,-8.446941,0.252092,0.091785
97,964.850,-0.6072,-8.454380,0.259278,0.093977
97,964.900,-0.6432,-8.461189,0.265278,0.096235
97,964.950,-0.6315,-8.467255,0.271945,0.098425
97,965.000,-0.4099,-8.466339,0.273945,0.100502
97,965.050,-0.3008,-8.457470,0.266364,0.101933
97,965.100,-0.2001,-8.449230,0.259180,0.102680
97,965.150,-0.1784,-8.443851,0.253646,0.102734
97,965.200,-0.1079,-8.436241,0.246411,0.102690
97,965.250,-0.0521,-8.429890,0.240705,0.102169
97,965.300,-0.0403,-8.422909,0.233940,0.101488
97,965.350,0.0201,-8.415413,0.227009,0.100657
97,965.400,0.0074,-8.409290,0.221323,0.099386
97,965.450,0.0595,-8.401566,0.214361,0.098158
97,965.500,0.0441,-8.396072,0.208836,0.096554
97,965.550,0.0853,-8.388577,0.201605,0.095022
97,965.600,0.0944,-8.382854,0.196197,0.093222
97,965.650,0.1102,-8.375759,0.189151,0.091488
97,965.700,0.1497,-8.368893,0.182544,0.089714
97,965.750,0.1255,-8.363228,0.176546,0.087690
97,965.800,0.1655,-8.355675,0.169497,0.085815
97,965.850,0.1394,-8.350182,0.164032,0.083700
97,965.900,0.1732,-8.342400,0.156748,0.081732
97,965.950,0.1599,-8.337021,0.151517,0.079523
97,966.000,0.1825,-8.329182,0.144443,0.077475
97,966.050,0.2074,-8.322659,0.138254,0.075335
97,966.100,0.1860,-8.316422,0.131687,0.073137
97,966.150,0.2212,-8.309441,0.124983,0.071035
97,966.200,0.1934,-8.303833,0.119223,0.068727
97,966.250,0.2242,-8.296623,0.112180,0.066591
97,966.300,0.2006,-8.291588,0.106717,0.064236
97,966.350,0.2279,-8.283920,0.099475,0.062037
97,966.400,0.2480,-8.277340,0.093699,0.059742
97,966.450,0.2270,-8.270531,0.086846,0.057465
97,966.500,0.2659,-8.263092,0.080387,0.055229
97,966.550,0.2314,-8.257484,0.074390,0.052809
97,966.600,0.2642,-8.250046,0.067455,0.050581
97,966.650,0.2356,-8.244495,0.061986,0.048172
97,966.700,0.2654,-8.237171,0.054832,0.045898
97,966.750,0.2710,-8.231907,0.049212,0.043493
97,966.800,0.2640,-8.224754,0.042106,0.041174
97,966.850,0.2926,-8.219204,0.036079,0.038862
97,966.900,0.2680,-8.212681,0.029548,0.036469
97,966.950,0.3042,-8.205070,0.022681,0.034199
97,967.000,0.2690,-8.199978,0.017157,0.031700
97,967.050,0.3010,-8.192539,0.009999,0.029438
97,967.100,0.2863,-8.186245,0.004605,0.026947
97,967.150,0.3005,-8.178749,-0.002740,0.024666
97,967.200,0.3286,-8.172340,-0.008915,0.022276
97,967.250,0.3013,-8.166447,-0.015228,0.019825
97,967.300,0.3398,-8.159122,-0.022098,0.017550
97,967.350,0.3059,-8.153915,-0.027753,0.014999
97,967.400,0.3351,-8.146534,-0.034872,0.012680
97,967.450,0.3089,-8.141384,-0.040227,0.010120
97,967.500,0.3362,-8.133717,-0.047499,0.007805
97,967.550,0.3580,-8.127251,-0.053283,0.005318
97,967.600,0.3379,-8.120327,-0.060092,0.002899
97,967.650,0.3689,-8.113346,-0.066474,0.000517
