Cycle,Time,Load (kN),Actuator (mm),External (mm),On-Specimen LVDT (mm)
1,0.000,-0.0013,-7.815800,-0.359522,-0.228586
1,0.050,-0.1847,-7.822437,-0.355153,-0.229647
1,0.100,-0.3211,-7.830276,-0.348799,-0.230917
1,0.150,-0.3820,-7.836685,-0.343218,-0.231752
1,0.200,-0.4924,-7.845211,-0.335956,-0.232878
1,0.250,-0.5577,-7.851334,-0.330375,-0.233370
1,0.300,-0.6256,-7.859173,-0.323361,-0.234148
1,0.350,-0.7112,-7.866440,-0.317040,-0.234568
1,0.400,-0.7361,-7.872734,-0.310906,-0.234934
1,0.450,-0.8274,-7.880859,-0.304151,-0.235338
1,0.500,-0.8426,-7.886810,-0.298386,-0.235338
1,0.550,-0.9381,-7.895107,-0.291200,-0.235678
1,0.600,-0.9818,-7.901516,-0.285524,-0.235476
1,0.650,-1.0304,-7.909126,-0.278498,-0.235607
1,0.700,-1.0995,-7.916050,-0.272325,-0.235418
1,0.750,-1.1195,-7.922573,-0.266169,-0.235170
1,0.800,-1.1991,-7.930813,-0.259321,-0.235022
1,0.850,-1.2061,-7.936306,-0.253420,-0.234545
1,0.900,-1.2857,-7.944374,-0.246459,-0.234312
1,0.950,-1.2966,-7.949924,-0.240807,-0.233618
1,1.000,-1.3600,-7.958050,-0.233720,-0.233322
1,1.050,-1.4046,-7.964172,-0.227903,-0.232611
1,1.100,-1.4319,-7.971268,-0.221173,-0.232088
1,1.150,-1.4978,-7.978592,-0.214556,-0.231468
1,1.200,-1.4983,-7.984486,-0.208482,-0.230654
1,1.250,-1.5620,-7.991982,-0.201861,-0.229942
1,1.300,-1.5618,-7.997589,-0.195971,-0.229004
1,1.350,-1.6266,-8.005772,-0.188924,-0.228292
1,1.400,-1.6564,-8.011551,-0.183239,-0.227173
1,1.450,-1.6811,-8.019333,-0.176261,-0.226379
1,1.500,-1.7373,-8.026714,-0.169830,-0.225361
1,1.550,-1.7278,-8.032436,-0.163685,-0.224276
1,1.600,-1.7918,-8.040161,-0.156918,-0.223280
1,1.650,-1.7749,-8.045769,-0.151119,-0.222017
1,1.700,-1.8349,-8.053780,-0.144223,-0.220995
1,1.750,-1.8400,-8.059616,-0.138483,-0.219570
1,1.800,-1.8758,-8.066998,-0.131553,-0.218510
1,1.850,-1.9196,-8.074207,-0.125271,-0.217190
1,1.900,-1.9090,-8.080673,-0.118892,-0.215891
1,1.950,-1.9608,-8.088055,-0.112409,-0.214542
1,2.000,-1.9403,-8.093719,-0.106321,-0.213051
1,2.050,-1.9973,-8.101559,-0.099414,-0.211758
1,2.100,-1.9753,-8.106995,-0.093677,-0.210146
1,2.150,-2.0251,-8.115120,-0.086702,-0.208763
1,2.200,-2.0548,-8.121815,-0.080686,-0.207153
1,2.250,-2.0435,-8.128223,-0.074114,-0.205641
1,2.300,-2.0885,-8.135319,-0.067665,-0.204067
1,2.350,-2.0692,-8.141670,-0.061406,-0.202394
1,2.400,-2.1188,-8.149166,-0.054663,-0.200819
1,2.450,-2.0907,-8.154488,-0.048841,-0.199011
1,2.500,-2.1342,-8.161926,-0.041917,-0.197443
1,2.550,-2.1430,-8.168163,-0.036115,-0.195543
1,2.600,-2.1487,-8.175488,-0.029181,-0.193932
1,2.650,-2.1856,-8.182240,-0.023025,-0.192045
1,2.700,-2.1629,-8.188248,-0.016529,-0.190248
1,2.750,-2.2038,-8.195229,-0.010109,-0.188408
1,2.800,-2.1725,-8.200836,-0.004038,-0.186460
1,2.850,-2.2192,-8.208675,0.002906,-0.184668
1,2.900,-2.2061,-8.214397,0.008655,-0.182604
1,2.950,-2.2236,-8.221493,0.015554,-0.180794
1,3.000,-2.2595,-8.227730,0.021783,-0.178780
1,3.050,-2.2318,-8.234138,0.028224,-0.176767
1,3.100,-2.2665,-8.240719,0.034619,-0.174721
1,3.150,-2.2365,-8.246899,0.040759,-0.172583
1,3.200,-2.2791,-8.254452,0.047618,-0.170649
1,3.250,-2.2422,-8.259659,0.053367,-0.168354
1,3.300,-2.2837,-8.267384,0.060302,-0.166346
1,3.350,-2.2901,-8.273849,0.066238,-0.164085
1,3.400,-2.2816,-8.280373,0.073019,-0.161978
1,3.450,-2.3052,-8.287354,0.079133,-0.159704
1,3.500,-2.2821,-8.293476,0.085515,-0.157484
1,3.550,-2.3195,-8.301029,0.092297,-0.155348
1,3.600,-2.2771,-8.306351,0.098245,-0.152973
1,3.650,-2.3180,-8.314190,0.104946,-0.150740
1,3.700,-2.3194,-8.320198,0.110937,-0.148285
1,3.750,-2.3131,-8.327236,0.117758,-0.146030
1,3.800,-2.3360,-8.333931,0.123856,-0.143593
1,3.850,-2.3088,-8.340225,0.130285,-0.141216
1,3.900,-2.3450,-8.347321,0.136913,-0.138847
1,3.950,-2.2997,-8.352757,0.142954,-0.136328
1,4.000,-2.3378,-8.360138,0.149673,-0.133884
1,4.050,-2.3177,-8.365860,0.155606,-0.131277
1,4.100,-2.3310,-8.373299,0.162509,-0.128859
1,4.150,-2.3357,-8.379192,0.168450,-0.126240
1,4.200,-2.3197,-8.385715,0.175092,-0.123669
1,4.250,-2.3482,-8.392754,0.181506,-0.121067
1,4.300,-2.3096,-8.398533,0.187857,-0.118414
1,4.350,-2.3440,-8.405857,0.194294,-0.115778
1,4.400,-2.3029,-8.411236,0.200342,-0.113052
1,4.450,-2.3346,-8.418903,0.207235,-0.110462
1,4.500,-2.3292,-8.424568,0.213144,-0.107611
1,4.550,-2.3223,-8.431549,0.219867,-0.104959
1,4.600,-2.3472,-8.438358,0.226242,-0.102163
1,4.650,-2.3064,-8.444138,0.232504,-0.099344
1,4.700,-2.3408,-8.451633,0.239226,-0.096582
1,4.750,-2.2912,-8.457069,0.245167,-0.093639
1,4.800,-2.3285,-8.464680,0.251938,-0.090857
1,4.850,-2.3286,-8.470573,0.257915,-0.087870
1,4.900,-2.3120,-8.476925,0.264783,-0.085047
1,4.950,-2.3211,-8.482876,0.270698,-0.081968
1,5.000,-2.1767,-8.485565,0.275385,-0.078814
1,5.050,-1.5306,-8.469658,0.268337,-0.074871
1,5.100,-1.4147,-8.461761,0.261970,-0.071751
1,5.150,-1.2366,-8.451920,0.254492,-0.068903
1,5.200,-1.1201,-8.444138,0.248361,-0.066795
1,5.250,-1.0230,-8.436699,0.241439,-0.064745
1,5.300,-0.9093,-8.428802,0.235361,-0.063246
1,5.350,-0.8472,-8.421707,0.228805,-0.061813
1,5.400,-0.7359,-8.413296,0.221987,-0.060461
1,5.450,-0.7001,-8.407345,0.216264,-0.059589
1,5.500,-0.5943,-8.399105,0.209322,-0.058630
1,5.550,-0.5429,-8.392925,0.203643,-0.058067
1,5.600,-0.4744,-8.384800,0.196611,-0.057352
1,5.650,-0.4064,-8.378220,0.190792,-0.057007
1,5.700,-0.3693,-8.371124,0.184089,-0.056536
1,5.750,-0.2926,-8.363628,0.177545,-0.056318
1,5.800,-0.2789,-8.357220,0.171364,-0.056206
1,5.850,-0.1974,-8.349380,0.164476,-0.056040
1,5.900,-0.1921,-8.344059,0.159005,-0.056253
1,5.950,-0.1243,-8.335762,0.151706,-0.056177
1,6.000,-0.0908,-8.330040,0.146311,-0.056553
1,6.050,-0.0572,-8.322315,0.139205,-0.056717
1,6.100,0.0140,-8.315277,0.132540,-0.056984
1,6.150,0.0051,-8.309383,0.126653,-0.057545
1,6.200,0.0734,-8.301544,0.119706,-0.057894
1,6.250,0.0597,-8.296051,0.114218,-0.058729
1,6.300,0.1225,-8.288212,0.107043,-0.059187
1,6.350,0.1294,-8.282547,0.101565,-0.060108
1,6.400,0.1667,-8.275051,0.094377,-0.060778
1,6.450,0.2139,-8.268013,0.088227,-0.061684
1,6.500,0.2033,-8.262119,0.081852,-0.062632
1,6.550,0.2608,-8.254280,0.075117,-0.063519
1,6.600,0.2390,-8.248901,0.069351,-0.064699
1,6.650,0.2930,-8.240948,0.062294,-0.065584
1,6.700,0.2747,-8.235512,0.056668,-0.066889
1,6.750,0.3227,-8.228245,0.049625,-0.067993
1,6.800,0.3493,-8.221893,0.043769,-0.069290
1,6.850,0.3415,-8.215828,0.037088,-0.070452
1,6.900,0.3841,-8.208790,0.030700,-0.071657
1,6.950,0.3648,-8.202839,0.024569,-0.072968
1,7.000,0.4091,-8.195114,0.017605,-0.074102
1,7.050,0.3917,-8.190022,0.012014,-0.075663
1,7.100,0.4251,-8.181953,0.004779,-0.076820
1,7.150,0.4384,-8.176403,-0.000684,-0.078354
1,7.200,0.4430,-8.169365,-0.007605,-0.079554
1,7.250,0.4839,-8.162384,-0.014326,-0.080822
1,7.300,0.4579,-8.156548,-0.020345,-0.082365
1,7.350,0.5042,-8.148823,-0.027265,-0.083616
1,7.400,0.4751,-8.143959,-0.032732,-0.085287
1,7.450,0.5158,-8.136120,-0.039926,-0.086473
1,7.500,0.5033,-8.130856,-0.045284,-0.088129
1,7.550,0.5269,-8.123360,-0.052426,-0.089409
1,7.600,0.5624,-8.116322,-0.058916,-0.090786
1,7.650,0.5412,-8.110371,-0.065050,-0.092276
1,7.700,0.5822,-8.102760,-0.071847,-0.093626
1,7.750,0.5550,-8.097725,-0.077556,-0.095234
1,7.800,0.5964,-8.090057,-0.084778,-0.096464
1,7.850,0.5727,-8.085251,-0.090097,-0.098120
1,7.900,0.6080,-8.077412,-0.097266,-0.099392
1,7.950,0.6283,-8.071117,-0.103215,-0.100895
1,8.000,0.6208,-8.064594,-0.109903,-0.102301
1,8.050,0.6580,-8.057556,-0.116493,-0.103638
1,8.100,0.6359,-8.052120,-0.122331,-0.105249
1,8.150,0.6755,-8.044109,-0.129354,-0.106546
1,8.200,0.6503,-8.038960,-0.134904,-0.108200
1,8.250,0.6915,-8.031063,-0.142040,-0.109510
1,8.300,0.7052,-8.025169,-0.147812,-0.111141
1,8.350,0.7055,-8.018188,-0.154694,-0.112476
1,8.400,0.7351,-8.011665,-0.160959,-0.113945
1,8.450,0.7183,-8.005657,-0.167152,-0.115507
1,8.500,0.7587,-7.997875,-0.174078,-0.116850
1,8.550,0.7311,-7.992783,-0.179648,-0.118505
1,8.600,0.7736,-7.984886,-0.186889,-0.119789
1,8.650,0.7733,-7.979279,-0.192341,-0.121454
1,8.700,0.7876,-7.971840,-0.199414,-0.122795
1,8.750,0.8141,-7.965889,-0.205574,-0.124283
1,8.800,0.7987,-7.959595,-0.211964,-0.125772
1,8.850,0.8417,-7.952328,-0.218773,-0.127155
1,8.900,0.8133,-7.946663,-0.224538,-0.128752
1,8.950,0.8584,-7.939167,-0.231656,-0.130007
1,9.000,0.8334,-7.933846,-0.237089,-0.131670
1,9.050,0.8722,-7.926407,-0.244150,-0.132950
1,9.100,0.8988,-7.919712,-0.250327,-0.134434
1,9.150,0.8862,-7.913418,-0.256803,-0.135851
1,9.200,0.9298,-7.905693,-0.263449,-0.137180
1,9.250,0.9027,-7.900085,-0.269296,-0.138712
1,9.300,0.9526,-7.892303,-0.276362,-0.139952
1,9.350,0.9223,-7.887039,-0.281857,-0.141569
1,9.400,0.9701,-7.879143,-0.289101,-0.142742
1,9.450,0.9892,-7.872849,-0.294864,-0.144272
1,9.500,0.9868,-7.865982,-0.301570,-0.145535
1,9.550,1.0245,-7.859230,-0.307960,-0.146868
1,9.600,1.0103,-7.853107,-0.314187,-0.148243
1,9.650,1.0582,-7.845612,-0.321003,-0.149443
1,9.700,1.0328,-7.840233,-0.326764,-0.150839
1,9.750,1.0811,-7.832508,-0.333668,-0.152000
1,9.800,1.0843,-7.826557,-0.339305,-0.153461
1,9.850,1.1092,-7.819462,-0.346526,-0.154482
1,9.900,1.1395,-7.813168,-0.352334,-0.155857
1,9.950,1.1369,-7.806244,-0.358972,-0.156967
2,10.000,1.0088,-7.804985,-0.361952,-0.158791
2,10.050,0.6870,-7.814312,-0.356252,-0.161556
2,10.100,0.5108,-7.823582,-0.348858,-0.164122
2,10.150,0.4201,-7.830334,-0.343130,-0.165810
2,10.200,0.3131,-7.838459,-0.335887,-0.167618
2,10.250,0.2223,-7.845154,-0.329993,-0.168806
2,10.300,0.1733,-7.852364,-0.323458,-0.169949
2,10.350,0.0884,-7.860088,-0.316731,-0.170916
2,10.400,0.0665,-7.866325,-0.310798,-0.171452
2,10.450,-0.0167,-7.874279,-0.303774,-0.172075
2,10.500,-0.0236,-7.879829,-0.298349,-0.172113
2,10.550,-0.0908,-7.888012,-0.291157,-0.172516
2,10.600,-0.1160,-7.893505,-0.285695,-0.172358
2,10.650,-0.1540,-7.900944,-0.278630,-0.172449
2,10.700,-0.2127,-7.908039,-0.272074,-0.172361
2,10.750,-0.2035,-7.913589,-0.266005,-0.172018
2,10.800,-0.2687,-7.921429,-0.259176,-0.171854
2,10.850,-0.2500,-7.926579,-0.253500,-0.171244
2,10.900,-0.3050,-7.934361,-0.246319,-0.170935
2,10.950,-0.2966,-7.939396,-0.240951,-0.170145
2,11.000,-0.3353,-7.946777,-0.233910,-0.169661
2,11.050,-0.3782,-7.953701,-0.227551,-0.169020
2,11.100,-0.3671,-7.959938,-0.221101,-0.168278
2,11.150,-0.4142,-7.967091,-0.214473,-0.167557
2,11.200,-0.3912,-7.972412,-0.208676,-0.166609
2,11.250,-0.4352,-7.979908,-0.201628,-0.165888
2,11.300,-0.4159,-7.985401,-0.196042,-0.164822
2,11.350,-0.4530,-7.993240,-0.188954,-0.164063
2,11.400,-0.4710,-7.998962,-0.183383,-0.162931
2,11.450,-0.4716,-8.006401,-0.176356,-0.162041
2,11.500,-0.5165,-8.013496,-0.169875,-0.161005
2,11.550,-0.4956,-8.019562,-0.163842,-0.159803
2,11.600,-0.5401,-8.026657,-0.156945,-0.158752
2,11.650,-0.5173,-8.032322,-0.151307,-0.157373
2,11.700,-0.5557,-8.040390,-0.144136,-0.156300
2,11.750,-0.5641,-8.045654,-0.138684,-0.154871
2,11.800,-0.5743,-8.052979,-0.131549,-0.153711
2,11.850,-0.6104,-8.059616,-0.125315,-0.152344
2,11.900,-0.5875,-8.065453,-0.118942,-0.150986
2,11.950,-0.6341,-8.073235,-0.112257,-0.149702
2,12.000,-0.6052,-8.078327,-0.106551,-0.148127
2,12.050,-0.6484,-8.085423,-0.099525,-0.146845
2,12.100,-0.6329,-8.090858,-0.093913,-0.145216
2,12.150,-0.6638,-8.098927,-0.086756,-0.143938
2,12.200,-0.6973,-8.104992,-0.080708,-0.142376
2,12.250,-0.6807,-8.111286,-0.074165,-0.140837
2,12.300,-0.7236,-8.118668,-0.067680,-0.139381
2,12.350,-0.6990,-8.124504,-0.061707,-0.137732
2,12.400,-0.7429,-8.132458,-0.054623,-0.136328
2,12.450,-0.7186,-8.137951,-0.049056,-0.134539
2,12.500,-0.7609,-8.145390,-0.042080,-0.133038
2,12.550,-0.7860,-8.151970,-0.036174,-0.131336
2,12.600,-0.7811,-8.158607,-0.029525,-0.129789
2,12.650,-0.8224,-8.165932,-0.023123,-0.128147
2,12.700,-0.8016,-8.171368,-0.016949,-0.126442
2,12.750,-0.8457,-8.178635,-0.010124,-0.124838
2,12.800,-0.8235,-8.184414,-0.004277,-0.123009
2,12.850,-0.8710,-8.192024,0.002715,-0.121450
2,12.900,-0.8766,-8.197289,0.008323,-0.119593
2,12.950,-0.8899,-8.204956,0.015361,-0.118015
2,13.000,-0.9241,-8.211250,0.021328,-0.116179
2,13.050,-0.9130,-8.218174,0.027984,-0.114445
2,13.100,-0.9609,-8.225212,0.034603,-0.112764
2,13.150,-0.9391,-8.230591,0.040499,-0.110888
2,13.200,-0.9882,-8.238316,0.047205,-0.109211
2,13.250,-0.9822,-8.244209,0.053042,-0.107330
2,13.300,-1.0137,-8.252277,0.060269,-0.105698
2,13.350,-1.0385,-8.258114,0.065930,-0.103792
2,13.400,-1.0390,-8.265095,0.072854,-0.102062
2,13.450,-1.0867,-8.272190,0.079248,-0.100330
2,13.500,-1.0634,-8.277740,0.085241,-0.098406
2,13.550,-1.1188,-8.285465,0.092215,-0.096760
2,13.600,-1.0963,-8.290615,0.097975,-0.094793
2,13.650,-1.1467,-8.298969,0.104975,-0.093113
2,13.700,-1.1699,-8.305321,0.110731,-0.091154
2,13.750,-1.1737,-8.312416,0.117550,-0.089443
2,13.800,-1.2188,-8.319168,0.123774,-0.087622
2,13.850,-1.2029,-8.325634,0.130176,-0.085806
2,13.900,-1.2576,-8.333244,0.136961,-0.084076
2,13.950,-1.2336,-8.338795,0.142708,-0.082130
2,14.000,-1.2871,-8.346348,0.149712,-0.080385
2,14.050,-1.3037,-8.352013,0.155438,-0.078436
2,14.100,-1.3162,-8.358879,0.162337,-0.076693
2,14.150,-1.3585,-8.366089,0.168440,-0.074821
2,14.200,-1.3460,-8.373013,0.174905,-0.073000
2,14.250,-1.4028,-8.380337,0.181615,-0.071209
2,14.300,-1.3784,-8.386402,0.187508,-0.069279
2,14.350,-1.4365,-8.394299,0.194294,-0.067492
2,14.400,-1.4293,-8.399906,0.200076,-0.065487
2,14.450,-1.4639,-8.407402,0.207146,-0.063721
2,14.500,-1.4986,-8.413982,0.212876,-0.061684
2,14.550,-1.4989,-8.420563,0.219727,-0.059900
2,14.600,-1.5527,-8.427658,0.226274,-0.057976
2,14.650,-1.5281,-8.433666,0.232397,-0.055920
2,14.700,-1.5812,-8.440475,0.238879,-0.053938
2,14.750,-1.5644,-8.446712,0.244912,-0.051851
2,14.800,-1.6123,-8.455009,0.251914,-0.049910
2,14.850,-1.6276,-8.461361,0.257627,-0.047699
2,14.900,-1.6404,-8.468742,0.264473,-0.045732
2,14.950,-1.6861,-8.475723,0.270834,-0.043549
2,15.000,-1.5726,-8.477726,0.275110,-0.041121
2,15.050,-1.0756,-8.463936,0.267885,-0.038107
2,15.100,-0.9794,-8.456097,0.261570,-0.035866
2,15.150,-0.8296,-8.446941,0.254158,-0.033943
2,15.200,-0.7454,-8.440247,0.248341,-0.032610
2,15.250,-0.6560,-8.431950,0.241392,-0.031305
2,15.300,-0.5550,-8.424454,0.235082,-0.030359
2,15.350,-0.5210,-8.418388,0.228718,-0.029615
2,15.400,-0.4223,-8.410320,0.222205,-0.029013
2,15.450,-0.4014,-8.404541,0.216246,-0.028667
2,15.500,-0.3127,-8.396416,0.209062,-0.028265
2,15.550,-0.2677,-8.390579,0.203607,-0.028351
2,15.600,-0.2234,-8.382797,0.196524,-0.028183
2,15.650,-0.1546,-8.375931,0.190490,-0.028320
2,15.700,-0.1431,-8.369236,0.184107,-0.028503
2,15.750,-0.0739,-8.361797,0.177225,-0.028681
2,15.800,-0.0751,-8.355217,0.171338,-0.029196
2,15.850,-0.0060,-8.347549,0.164413,-0.029556
2,15.900,-0.0065,-8.342285,0.159025,-0.030323
2,15.950,0.0464,-8.334160,0.151777,-0.030857
2,16.000,0.0850,-8.328323,0.146104,-0.031744
2,16.050,0.0928,-8.321228,0.139213,-0.032507
2,16.100,0.1497,-8.314362,0.132637,-0.033365
2,16.150,0.1359,-8.308926,0.126670,-0.034475
2,16.200,0.1897,-8.301144,0.119647,-0.035442
2,16.250,0.1722,-8.295593,0.114064,-0.036760
2,16.300,0.2186,-8.287754,0.106850,-0.037811
2,16.350,0.2275,-8.281803,0.101487,-0.039272
2,16.400,0.2448,-8.274479,0.094444,-0.040449
2,16.450,0.2862,-8.267097,0.088086,-0.041803
2,16.500,0.2684,-8.261490,0.081793,-0.043194
2,16.550,0.3125,-8.253880,0.075050,-0.044525
2,16.600,0.2878,-8.248501,0.069393,-0.046078
2,16.650,0.3303,-8.240891,0.062267,-0.047371
2,16.700,0.3139,-8.235798,0.056732,-0.049053
2,16.750,0.3450,-8.228188,0.049692,-0.050415
2,16.800,0.3711,-8.222294,0.043610,-0.051992
2,16.850,0.3573,-8.216400,0.037100,-0.053532
2,16.900,0.3957,-8.209362,0.030463,-0.054995
2,16.950,0.3725,-8.203182,0.024608,-0.056677
2,17.000,0.4106,-8.195057,0.017388,-0.058083
2,17.050,0.3836,-8.190136,0.011997,-0.059906
2,17.100,0.4209,-8.181839,0.004805,-0.061314
2,17.150,0.4393,-8.175831,-0.000949,-0.063026
2,17.200,0.4322,-8.169479,-0.007768,-0.064564
2,17.250,0.4593,-8.162899,-0.014016,-0.066166
2,17.300,0.4411,-8.157005,-0.020149,-0.067881
2,17.350,0.4766,-8.149796,-0.027331,-0.069349
2,17.400,0.4469,-8.144646,-0.032725,-0.071180
2,17.450,0.4829,-8.136520,-0.039874,-0.072630
2,17.500,0.4879,-8.130684,-0.045462,-0.074425
2,17.550,0.4924,-8.123417,-0.052526,-0.075939
2,17.600,0.5161,-8.116779,-0.058594,-0.077585
2,17.650,0.5026,-8.110542,-0.065000,-0.079275
2,17.700,0.5383,-8.103561,-0.071841,-0.080793
2,17.750,0.5106,-8.098068,-0.077610,-0.082600
2,17.800,0.5531,-8.090572,-0.084743,-0.084032
2,17.850,0.5326,-8.085594,-0.090114,-0.085970
2,17.900,0.5617,-8.077641,-0.097322,-0.087463
2,17.950,0.5901,-8.070774,-0.103611,-0.089128
2,18.000,0.5721,-8.064594,-0.109954,-0.090872
2,18.050,0.6100,-8.056984,-0.116565,-0.092512
2,18.100,0.5808,-8.051891,-0.122358,-0.094343
2,18.150,0.6230,-8.044338,-0.129457,-0.095795
2,18.200,0.5931,-8.039131,-0.134896,-0.097641
2,18.250,0.6343,-8.031578,-0.141973,-0.099190
2,18.300,0.6476,-8.025570,-0.147872,-0.100929
2,18.350,0.6433,-8.018188,-0.154666,-0.102568
2,18.400,0.6776,-8.011150,-0.161084,-0.104103
2,18.450,0.6544,-8.005314,-0.167180,-0.105881
2,18.500,0.6961,-7.997761,-0.174291,-0.107344
2,18.550,0.6638,-7.993069,-0.179760,-0.109203
2,18.600,0.7084,-7.985344,-0.186885,-0.110649
2,18.650,0.7126,-7.979450,-0.192501,-0.112406
2,18.700,0.7165,-7.972183,-0.199444,-0.113962
2,18.750,0.7456,-7.965832,-0.205585,-0.115526
2,18.800,0.7292,-7.959251,-0.212012,-0.117176
2,18.850,0.7729,-7.952271,-0.218915,-0.118626
2,18.900,0.7418,-7.947063,-0.224573,-0.120365
2,18.950,0.7844,-7.939911,-0.231614,-0.121752
2,19.000,0.7740,-7.934074,-0.237121,-0.123531
2,19.050,0.8003,-7.926350,-0.244287,-0.124966
2,19.100,0.8195,-7.920227,-0.250071,-0.126600
2,19.150,0.8156,-7.912903,-0.256866,-0.128017
2,19.200,0.8570,-7.905979,-0.263477,-0.129469
2,19.250,0.8300,-7.899971,-0.269424,-0.131134
2,19.300,0.8751,-7.893162,-0.276174,-0.132509
2,19.350,0.8520,-7.887669,-0.281952,-0.134109
2,19.400,0.8956,-7.879887,-0.289011,-0.135427
2,19.450,0.9049,-7.873878,-0.294590,-0.137089
2,19.500,0.9189,-7.866268,-0.301661,-0.138338
2,19.550,0.9588,-7.859459,-0.308068,-0.139723
2,19.600,0.9389,-7.854023,-0.314135,-0.141224
2,19.650,0.9883,-7.846756,-0.321005,-0.142454
2,19.700,0.9673,-7.840576,-0.326690,-0.143970
2,19.750,1.0186,-7.832851,-0.333711,-0.145142
2,19.800,1.0157,-7.827015,-0.339281,-0.146645
2,19.850,1.0499,-7.819920,-0.346444,-0.147738
2,19.900,1.0917,-7.813396,-0.352594,-0.149014
2,19.950,1.0815,-7.807159,-0.358926,-0.150276
3,20.000,0.8449,-7.809162,-0.359294,-0.152285
3,20.050,0.6636,-7.814255,-0.356175,-0.154547
3,20.100,0.4950,-7.823296,-0.348918,-0.156973
3,20.150,0.3996,-7.830448,-0.343084,-0.158606
3,20.200,0.3061,-7.838802,-0.335878,-0.160250
3,20.250,0.2190,-7.845154,-0.329930,-0.161356
3,20.300,0.1728,-7.851849,-0.323391,-0.162325
3,20.350,0.0893,-7.859516,-0.316427,-0.163124
3,20.400,0.0734,-7.865639,-0.310843,-0.163439
3,20.450,-0.0029,-7.873993,-0.303729,-0.163942
3,20.500,-0.0094,-7.879658,-0.298349,-0.163832
3,20.550,-0.0717,-7.886982,-0.291107,-0.164042
3,20.600,-0.1089,-7.892647,-0.285424,-0.163786
3,20.650,-0.1248,-7.899799,-0.278612,-0.163668
3,20.700,-0.1860,-7.907467,-0.271858,-0.163429
3,20.750,-0.1705,-7.913017,-0.266054,-0.162888
3,20.800,-0.2263,-7.920685,-0.259252,-0.162519
3,20.850,-0.2135,-7.926006,-0.253398,-0.161762
3,20.900,-0.2596,-7.933731,-0.246139,-0.161291
3,20.950,-0.2555,-7.938995,-0.240878,-0.160297
3,21.000,-0.2838,-7.947006,-0.233720,-0.159670
3,21.050,-0.3300,-7.953987,-0.227426,-0.158846
3,21.100,-0.3103,-7.959595,-0.221086,-0.157932
3,21.150,-0.3561,-7.966290,-0.214470,-0.157007
3,21.200,-0.3306,-7.971497,-0.208642,-0.155897
3,21.250,-0.3753,-7.979507,-0.201498,-0.155037
3,21.300,-0.3543,-7.985058,-0.196103,-0.153744
3,21.350,-0.3889,-7.992439,-0.188980,-0.152811
3,21.400,-0.4180,-7.998333,-0.182877,-0.151627
3,21.450,-0.4034,-8.004742,-0.176399,-0.150469
3,21.500,-0.4385,-8.011951,-0.170044,-0.149240
3,21.550,-0.4184,-8.018188,-0.163926,-0.147928
3,21.600,-0.4621,-8.025513,-0.156862,-0.146729
3,21.650,-0.4326,-8.030319,-0.151335,-0.145191
3,21.700,-0.4751,-8.038445,-0.144197,-0.143948
3,21.750,-0.4817,-8.044453,-0.138547,-0.142387
3,21.800,-0.4836,-8.052063,-0.131424,-0.141073
3,21.850,-0.5190,-8.058128,-0.125429,-0.139538
3,21.900,-0.4995,-8.064137,-0.119147,-0.137976
3,21.950,-0.5389,-8.071690,-0.112067,-0.136570
3,22.000,-0.5074,-8.077183,-0.106475,-0.134808
3,22.050,-0.5451,-8.085594,-0.099289,-0.133423
3,22.100,-0.5422,-8.090401,-0.093883,-0.131630
3,22.150,-0.5533,-8.097267,-0.086707,-0.130175
3,22.200,-0.5806,-8.103790,-0.080790,-0.128485
3,22.250,-0.5620,-8.110771,-0.074187,-0.126913
3,22.300,-0.6041,-8.117752,-0.067654,-0.125296
3,22.350,-0.5738,-8.123016,-0.061640,-0.123524
3,22.400,-0.6124,-8.130970,-0.054597,-0.121986
3,22.450,-0.5867,-8.136635,-0.049068,-0.120123
3,22.500,-0.6243,-8.144073,-0.042043,-0.118576
3,22.550,-0.6489,-8.150368,-0.036005,-0.116737
3,22.600,-0.6348,-8.156490,-0.029360,-0.115089
3,22.650,-0.6772,-8.163929,-0.022913,-0.113367
3,22.700,-0.6471,-8.170223,-0.016834,-0.111507
3,22.750,-0.6925,-8.177662,-0.009788,-0.109875
3,22.800,-0.6612,-8.182926,-0.004312,-0.107906
3,22.850,-0.7056,-8.190250,0.002806,-0.106268
3,22.900,-0.7209,-8.196373,0.008560,-0.104322
3,22.950,-0.7166,-8.203583,0.015368,-0.102598
3,23.000,-0.7523,-8.210564,0.021558,-0.100737
3,23.050,-0.7317,-8.216343,0.027995,-0.098911
3,23.100,-0.7798,-8.223209,0.034766,-0.097141
3,23.150,-0.7496,-8.228416,0.040546,-0.095163
3,23.200,-0.7975,-8.236656,0.047455,-0.093447
3,23.250,-0.7916,-8.242607,0.053003,-0.091391
3,23.300,-0.8138,-8.249531,0.060197,-0.089659
3,23.350,-0.8399,-8.255768,0.065974,-0.087645
3,23.400,-0.8323,-8.262062,0.072773,-0.085905
3,23.450,-0.8829,-8.270130,0.079453,-0.084095
3,23.500,-0.8532,-8.275909,0.085348,-0.082109
3,23.550,-0.9070,-8.283291,0.092351,-0.080328
3,23.600,-0.8889,-8.288383,0.097910,-0.078253
3,23.650,-0.9251,-8.296280,0.104916,-0.076475
3,23.700,-0.9439,-8.302917,0.110596,-0.074444
3,23.750,-0.9473,-8.309669,0.117524,-0.072643
3,23.800,-0.9975,-8.316650,0.124100,-0.070814
