Cycle,Time,Load (kN),Actuator (mm),External (mm),On-Specimen LVDT (mm)
9,81.550,-0.2638,-7.982597,-0.195770,-0.173410
9,81.600,-0.2754,-7.990150,-0.188813,-0.172050
9,81.650,-0.3007,-7.996845,-0.182309,-0.170631
9,81.700,-0.2693,-8.002453,-0.176419,-0.169016
9,81.750,-0.3044,-8.009777,-0.169439,-0.167595
9,81.800,-0.2776,-8.015442,-0.163555,-0.165970
9,81.850,-0.3157,-8.023167,-0.156352,-0.164536
9,81.900,-0.3049,-8.028488,-0.150924,-0.162867
9,81.950,-0.3039,-8.035812,-0.143990,-0.161310
9,82.000,-0.3392,-8.042450,-0.137529,-0.159784
9,82.050,-0.3176,-8.048573,-0.131383,-0.158108
9,82.100,-0.3446,-8.055954,-0.124672,-0.156584
9,82.150,-0.3089,-8.060818,-0.119043,-0.154877
9,82.200,-0.3547,-8.068829,-0.111598,-0.153418
9,82.250,-0.3303,-8.073692,-0.106618,-0.151588
9,82.300,-0.3446,-8.081131,-0.099256,-0.150097
9,82.350,-0.3521,-8.087025,-0.093576,-0.148392
9,82.400,-0.3590,-8.094292,-0.086415,-0.146820
9,82.450,-0.3739,-8.100414,-0.080450,-0.145142
9,82.500,-0.3575,-8.107052,-0.073789,-0.143478
9,82.550,-0.3744,-8.114376,-0.067082,-0.141872
9,82.600,-0.3551,-8.119526,-0.061562,-0.140091
9,82.650,-0.3742,-8.127022,-0.054451,-0.138519
9,82.700,-0.4057,-8.133831,-0.048272,-0.136843
9,82.750,-0.3800,-8.139725,-0.041868,-0.135136
9,82.800,-0.4217,-8.147621,-0.035169,-0.133486
9,82.850,-0.3775,-8.152885,-0.029348,-0.131735
9,82.900,-0.4266,-8.160324,-0.022532,-0.130154
9,82.950,-0.3845,-8.165760,-0.016724,-0.128366
9,83.000,-0.4138,-8.172970,-0.010048,-0.126715
9,83.050,-0.4310,-8.179493,-0.003949,-0.124905
9,83.100,-0.4210,-8.186188,0.003048,-0.123310
9,83.150,-0.4432,-8.192768,0.008983,-0.121519
9,83.200,-0.4212,-8.198776,0.015446,-0.119814
9,83.250,-0.4464,-8.205700,0.021718,-0.118107
9,83.300,-0.4222,-8.211880,0.028033,-0.116360
9,83.350,-0.4544,-8.219433,0.035105,-0.114729
9,83.400,-0.4322,-8.224411,0.040570,-0.112881
9,83.450,-0.4611,-8.231850,0.047640,-0.111269
9,83.500,-0.4837,-8.238487,0.053528,-0.109512
9,83.550,-0.4637,-8.244495,0.060146,-0.107754
9,83.600,-0.5055,-8.252277,0.066989,-0.106089
9,83.650,-0.4817,-8.257828,0.072639,-0.104221
9,83.700,-0.5209,-8.265953,0.080002,-0.102676
9,83.750,-0.4883,-8.270760,0.085420,-0.100769
9,83.800,-0.5299,-8.278484,0.092613,-0.099157
9,83.850,-0.5358,-8.284779,0.098486,-0.097271
9,83.900,-0.5213,-8.291359,0.105161,-0.095549
9,83.950,-0.5649,-8.298283,0.111580,-0.093884
9,84.000,-0.5287,-8.304062,0.117473,-0.092012
9,84.050,-0.5847,-8.311787,0.124747,-0.090408
9,84.100,-0.5449,-8.316822,0.130169,-0.088467
9,84.150,-0.5942,-8.324661,0.136991,-0.086826
9,84.200,-0.5994,-8.331013,0.142954,-0.084929
9,84.250,-0.5984,-8.337708,0.149941,-0.083216
9,84.300,-0.6305,-8.344173,0.155734,-0.081350
9,84.350,-0.6140,-8.350468,0.162176,-0.079613
9,84.400,-0.6678,-8.358135,0.169031,-0.077919
9,84.450,-0.6342,-8.363342,0.174820,-0.076012
9,84.500,-0.6893,-8.371525,0.182041,-0.074387
9,84.550,-0.6592,-8.376446,0.187643,-0.072449
9,84.600,-0.7086,-8.384628,0.194698,-0.070765
9,84.650,-0.7060,-8.390293,0.200368,-0.068851
9,84.700,-0.7308,-8.398075,0.207583,-0.067234
9,84.750,-0.7586,-8.404427,0.213693,-0.065376
9,84.800,-0.7415,-8.410549,0.220017,-0.063559
9,84.850,-0.7828,-8.418045,0.226610,-0.061829
9,84.900,-0.7704,-8.423996,0.232686,-0.059998
9,84.950,-0.8036,-8.431091,0.239313,-0.058256
9,85.000,-0.6622,-8.432121,0.242364,-0.056250
9,85.050,-0.4187,-8.420963,0.234387,-0.054491
9,85.100,-0.3227,-8.413353,0.227541,-0.053366
9,85.150,-0.2716,-8.406315,0.221503,-0.052814
9,85.200,-0.2018,-8.398476,0.214172,-0.052309
9,85.250,-0.1896,-8.393040,0.208836,-0.052374
9,85.300,-0.1114,-8.385029,0.201969,-0.052401
9,85.350,-0.0732,-8.378792,0.196010,-0.052795
9,85.400,-0.0423,-8.371925,0.189190,-0.053181
9,85.450,0.0132,-8.364372,0.182594,-0.053772
9,85.500,0.0003,-8.358078,0.176437,-0.054581
9,85.550,0.0637,-8.350468,0.169528,-0.055351
9,85.600,0.0441,-8.345490,0.163950,-0.056465
9,85.650,0.0978,-8.337364,0.156779,-0.057436
9,85.700,0.0846,-8.332157,0.151443,-0.058760
9,85.750,0.1080,-8.324718,0.144295,-0.059912
9,85.800,0.1519,-8.317566,0.138122,-0.061203
9,85.850,0.1262,-8.311386,0.131269,-0.062550
9,85.900,0.1772,-8.303947,0.124924,-0.063942
9,85.950,0.1444,-8.298340,0.118901,-0.065447
9,86.000,0.1865,-8.291130,0.112291,-0.066885
9,86.050,0.1604,-8.285751,0.106515,-0.068489
9,86.100,0.1971,-8.277683,0.099375,-0.069935
9,86.150,0.1880,-8.272247,0.094018,-0.071619
9,86.200,0.1951,-8.265209,0.087036,-0.073118
9,86.250,0.2309,-8.258171,0.080639,-0.074657
9,86.300,0.2036,-8.252277,0.074390,-0.076336
9,86.350,0.2415,-8.245182,0.067868,-0.077892
9,86.400,0.2151,-8.239403,0.062081,-0.079571
9,86.450,0.2426,-8.231907,0.054739,-0.081137
9,86.500,0.2345,-8.226471,0.049453,-0.082937
9,86.550,0.2502,-8.219547,0.042009,-0.084465
9,86.600,0.2718,-8.213081,0.036270,-0.086172
9,86.650,0.2519,-8.206615,0.029526,-0.087803
9,86.700,0.2873,-8.199062,0.022943,-0.089420
9,86.750,0.2580,-8.193626,0.016927,-0.091204
9,86.800,0.2878,-8.186245,0.010074,-0.092833
9,86.850,0.2646,-8.180923,0.004419,-0.094608
9,86.900,0.2889,-8.173370,-0.002558,-0.096216
9,86.950,0.3096,-8.166676,-0.008928,-0.097887
9,87.000,0.2965,-8.160038,-0.015468,-0.099630
9,87.050,0.3190,-8.153400,-0.021615,-0.101334
9,87.100,0.2898,-8.147449,-0.027917,-0.103050
9,87.150,0.3193,-8.140411,-0.034742,-0.104610
9,87.200,0.3019,-8.135204,-0.040132,-0.106398
9,87.250,0.3200,-8.126907,-0.047704,-0.108004
9,87.300,0.3181,-8.121586,-0.053110,-0.109791
9,87.350,0.3275,-8.114433,-0.060263,-0.111397
9,87.400,0.3549,-8.107624,-0.066321,-0.113064
9,87.450,0.3316,-8.101616,-0.072652,-0.114773
9,87.500,0.3546,-8.094635,-0.079338,-0.116400
9,87.550,0.3342,-8.089199,-0.085220,-0.118166
9,87.600,0.3635,-8.081703,-0.092173,-0.119768
9,87.650,0.3377,-8.076210,-0.097920,-0.121515
9,87.700,0.3658,-8.068771,-0.105063,-0.123064
9,87.750,0.3843,-8.062477,-0.110947,-0.124783
9,87.800,0.3688,-8.056068,-0.117441,-0.126469
9,87.850,0.3995,-8.048573,-0.124144,-0.128057
9,87.900,0.3662,-8.042908,-0.130017,-0.129795
9,87.950,0.4085,-8.035526,-0.137115,-0.131329
9,88.000,0.3719,-8.030949,-0.142321,-0.133162
9,88.050,0.4108,-8.022881,-0.149610,-0.134672
9,88.100,0.4140,-8.017216,-0.155381,-0.136419
9,88.150,0.3977,-8.010349,-0.162273,-0.137989
9,88.200,0.4325,-8.003426,-0.168405,-0.139639
9,88.250,0.4023,-7.997589,-0.174666,-0.141287
9,88.300,0.4441,-7.989922,-0.181790,-0.142822
9,88.350,0.4177,-7.984715,-0.187071,-0.144640
9,88.400,0.4463,-7.977161,-0.194474,-0.146070
9,88.450,0.4464,-7.971268,-0.200041,-0.147810
9,88.500,0.4361,-7.964745,-0.207122,-0.149343
9,88.550,0.4720,-7.958565,-0.212978,-0.150951
9,88.600,0.4417,-7.952671,-0.219322,-0.152550
9,88.650,0.4851,-7.944889,-0.226294,-0.154064
9,88.700,0.4501,-7.939796,-0.232040,-0.155720
9,88.750,0.4861,-7.931957,-0.239218,-0.157152
9,88.800,0.5003,-7.926407,-0.244702,-0.158823
9,88.850,0.4970,-7.918911,-0.251965,-0.160275
9,88.900,0.4997,-7.913418,-0.257525,-0.161953
9,88.950,0.4964,-7.906609,-0.264246,-0.163418
9,89.000,0.5176,-7.899570,-0.270841,-0.164953
9,89.050,0.5009,-7.893448,-0.276954,-0.166512
9,89.100,0.5355,-7.885666,-0.283993,-0.167885
9,89.150,0.5291,-7.880459,-0.289568,-0.169540
9,89.200,0.5297,-7.873306,-0.296622,-0.170887
9,89.250,0.5575,-7.867126,-0.302259,-0.172461
9,89.300,0.5415,-7.860889,-0.309014,-0.173840
9,89.350,0.5811,-7.853508,-0.315460,-0.175240
9,89.400,0.5575,-7.847729,-0.321742,-0.176693
9,89.450,0.5899,-7.840462,-0.328240,-0.178083
9,89.500,0.5755,-7.835026,-0.334245,-0.179581
9,89.550,0.5948,-7.827530,-0.341241,-0.180864
9,89.600,0.6310,-7.820435,-0.347603,-0.182245
9,89.650,0.6172,-7.814426,-0.353989,-0.183611
9,89.700,0.6433,-7.807503,-0.360389,-0.184929
9,89.750,0.6330,-7.801380,-0.366594,-0.186281
9,89.800,0.6695,-7.793999,-0.373305,-0.187489
9,89.850,0.6467,-7.788563,-0.379152,-0.188862
9,89.900,0.6949,-7.780437,-0.386213,-0.189938
9,89.950,0.6957,-7.775116,-0.391658,-0.191315
10,90.000,0.5156,-7.774887,-0.394045,-0.192705
10,90.050,0.3158,-7.784557,-0.386883,-0.194679
10,90.100,0.2555,-7.791481,-0.380764,-0.195860
10,90.150,0.1669,-7.799034,-0.373507,-0.196842
10,90.200,0.1553,-7.804813,-0.368068,-0.197086
10,90.250,0.0795,-7.812710,-0.361041,-0.197475
10,90.300,0.0613,-7.818146,-0.355558,-0.197308
10,90.350,0.0201,-7.825928,-0.348384,-0.197309
10,90.400,-0.0166,-7.831879,-0.342699,-0.196865
10,90.450,-0.0393,-7.839146,-0.335735,-0.196545
10,90.500,-0.0789,-7.846527,-0.328612,-0.196129
10,90.550,-0.0675,-7.851734,-0.323238,-0.195244
10,90.600,-0.1087,-7.859402,-0.316083,-0.194664
10,90.650,-0.1070,-7.864895,-0.310759,-0.193665
10,90.700,-0.1287,-7.872334,-0.303545,-0.192905
10,90.750,-0.1373,-7.877941,-0.298128,-0.191809
10,90.800,-0.1519,-7.885380,-0.290705,-0.190958
10,90.850,-0.1841,-7.891903,-0.284698,-0.189877
10,90.900,-0.1711,-7.898140,-0.278247,-0.188755
10,90.950,-0.1935,-7.905293,-0.271720,-0.187605
10,91.000,-0.1779,-7.911301,-0.265536,-0.186357
10,91.050,-0.2163,-7.918797,-0.258560,-0.185234
10,91.100,-0.1994,-7.924290,-0.252879,-0.183847
10,91.150,-0.2122,-7.931557,-0.245908,-0.182671
10,91.200,-0.2527,-7.938080,-0.239694,-0.181393
10,91.250,-0.2284,-7.944145,-0.233651,-0.179987
10,91.300,-0.2543,-7.951412,-0.226625,-0.178770
10,91.350,-0.2417,-7.957077,-0.220821,-0.177292
10,91.400,-0.2598,-7.964172,-0.213967,-0.175995
10,91.450,-0.2594,-7.969437,-0.208288,-0.174473
10,91.500,-0.2585,-7.976704,-0.201232,-0.173140
10,91.550,-0.2621,-7.982025,-0.195975,-0.171581
10,91.600,-0.2657,-7.989292,-0.188694,-0.170275
10,91.650,-0.2918,-7.995358,-0.182938,-0.168713
10,91.700,-0.2768,-8.002110,-0.176118,-0.167198
10,91.750,-0.2946,-8.009090,-0.169361,-0.165703
10,91.800,-0.2772,-8.015213,-0.163502,-0.164087
10,91.850,-0.3132,-8.022766,-0.156291,-0.162607
10,91.900,-0.2985,-8.027973,-0.150795,-0.160885
10,91.950,-0.3116,-8.035755,-0.143611,-0.159399
10,92.000,-0.3349,-8.042049,-0.137561,-0.157761
10,92.050,-0.3069,-8.048286,-0.131093,-0.156143
10,92.100,-0.3506,-8.055439,-0.124430,-0.154604
10,92.150,-0.3140,-8.060589,-0.118682,-0.152899
10,92.200,-0.3471,-8.068829,-0.111630,-0.151352
10,92.250,-0.3272,-8.074036,-0.106176,-0.149605
10,92.300,-0.3425,-8.081131,-0.099070,-0.148066
10,92.350,-0.3588,-8.087482,-0.093184,-0.146387
10,92.400,-0.3563,-8.093948,-0.086516,-0.144735
10,92.450,-0.3767,-8.101273,-0.079651,-0.143200
10,92.500,-0.3457,-8.106136,-0.074165,-0.141386
10,92.550,-0.3683,-8.114090,-0.067065,-0.139843
10,92.600,-0.3455,-8.119240,-0.061655,-0.138021
10,92.650,-0.3690,-8.126678,-0.054654,-0.136438
10,92.700,-0.3971,-8.133202,-0.048564,-0.134689
10,92.750,-0.3715,-8.139553,-0.042056,-0.133030
10,92.800,-0.4134,-8.146763,-0.035559,-0.131371
10,92.850,-0.3880,-8.153000,-0.029246,-0.129677
10,92.900,-0.4156,-8.159981,-0.022491,-0.127987
10,92.950,-0.3927,-8.165817,-0.016488,-0.126234
10,93.000,-0.4118,-8.172798,-0.009680,-0.124563
10,93.050,-0.4058,-8.178692,-0.004038,-0.122768
10,93.100,-0.4186,-8.186073,0.003033,-0.121113
10,93.150,-0.4308,-8.192253,0.008781,-0.119326
10,93.200,-0.4273,-8.199005,0.015645,-0.117672
10,93.250,-0.4507,-8.206043,0.022473,-0.115997
10,93.300,-0.4166,-8.211594,0.028034,-0.114120
10,93.350,-0.4500,-8.219261,0.034992,-0.112478
10,93.400,-0.4510,-8.224297,0.040518,-0.110670
10,93.450,-0.4510,-8.231220,0.047509,-0.109005
10,93.500,-0.4855,-8.238087,0.053686,-0.107258
10,93.550,-0.4756,-8.244839,0.060432,-0.105518
10,93.600,-0.4987,-8.251877,0.067076,-0.103861
10,93.650,-0.4760,-8.257828,0.073142,-0.101994
10,93.700,-0.5062,-8.264923,0.079768,-0.100260
10,93.750,-0.4867,-8.270531,0.085650,-0.098433
10,93.800,-0.5186,-8.278542,0.092680,-0.096767
10,93.850,-0.5363,-8.284607,0.098840,-0.095028
10,93.900,-0.5136,-8.290844,0.105298,-0.093245
10,93.950,-0.5544,-8.298054,0.111657,-0.091520
10,94.000,-0.5304,-8.304062,0.117674,-0.089649
10,94.050,-0.5620,-8.311901,0.124889,-0.088032
10,94.100,-0.5326,-8.316765,0.130176,-0.086159
10,94.150,-0.5727,-8.324375,0.137311,-0.084518
10,94.200,-0.6036,-8.330727,0.142991,-0.082649
10,94.250,-0.5921,-8.337708,0.150117,-0.080952
10,94.300,-0.6177,-8.344231,0.155802,-0.079067
10,94.350,-0.6184,-8.350868,0.162620,-0.077312
10,94.400,-0.6446,-8.358135,0.169497,-0.075613
10,94.450,-0.6313,-8.363628,0.174925,-0.073679
10,94.500,-0.6624,-8.371239,0.182052,-0.071999
10,94.550,-0.6599,-8.376675,0.187419,-0.070068
10,94.600,-0.6834,-8.384514,0.194768,-0.068438
10,94.650,-0.7023,-8.390694,0.200353,-0.066553
10,94.700,-0.6971,-8.397560,0.207176,-0.064837
10,94.750,-0.7536,-8.404770,0.213921,-0.063148
10,94.800,-0.7162,-8.410778,0.219840,-0.061275
10,94.850,-0.7745,-8.418045,0.226481,-0.059561
10,94.900,-0.7565,-8.424168,0.232379,-0.057701
10,94.950,-0.7839,-8.431549,0.239350,-0.055990
10,95.000,-0.6216,-8.432522,0.242290,-0.053986
10,95.050,-0.4119,-8.421936,0.234213,-0.052252
10,95.100,-0.3169,-8.413811,0.227466,-0.051168
10,95.150,-0.2642,-8.407116,0.221342,-0.050606
10,95.200,-0.1780,-8.399048,0.214339,-0.050251
10,95.250,-0.1755,-8.393726,0.208644,-0.050253
10,95.300,-0.1055,-8.385715,0.201487,-0.050306
10,95.350,-0.0872,-8.379993,0.196171,-0.050806
10,95.400,-0.0316,-8.372326,0.189060,-0.051199
10,95.450,0.0142,-8.365746,0.183053,-0.051880
10,95.500,0.0102,-8.358879,0.176413,-0.052645
10,95.550,0.0544,-8.352184,0.169974,-0.053532
10,95.600,0.0586,-8.345776,0.163908,-0.054611
10,95.650,0.0921,-8.337822,0.156470,-0.055559
10,95.700,0.0997,-8.332615,0.151310,-0.056973
10,95.750,0.1210,-8.325405,0.144420,-0.058178
10,95.800,0.1492,-8.318024,0.137691,-0.059471
10,95.850,0.1337,-8.312130,0.131574,-0.060911
10,95.900,0.1814,-8.304176,0.124402,-0.062153
10,95.950,0.1405,-8.299370,0.119264,-0.063810
10,96.000,0.1792,-8.291245,0.111894,-0.065125
10,96.050,0.1585,-8.286552,0.106772,-0.066845
10,96.100,0.1920,-8.278542,0.099344,-0.068254
10,96.150,0.2092,-8.272591,0.093879,-0.069931
10,96.200,0.1974,-8.265953,0.086927,-0.071457
10,96.250,0.2388,-8.258629,0.080415,-0.073030
10,96.300,0.2073,-8.252449,0.074194,-0.074711
10,96.350,0.2515,-8.245239,0.067468,-0.076265
10,96.400,0.2177,-8.240318,0.061895,-0.078024
10,96.450,0.2398,-8.232479,0.054891,-0.079622
10,96.500,0.2628,-8.226070,0.048932,-0.081348
10,96.550,0.2448,-8.219662,0.042074,-0.083002
10,96.600,0.2740,-8.213139,0.035593,-0.084623
10,96.650,0.2576,-8.207245,0.029526,-0.086395
10,96.700,0.2849,-8.199520,0.022516,-0.087950
10,96.750,0.2596,-8.194313,0.016944,-0.089769
10,96.800,0.2913,-8.186703,0.009802,-0.091356
10,96.850,0.2696,-8.181610,0.004352,-0.093199
10,96.900,0.2914,-8.174057,-0.002712,-0.094767
10,96.950,0.3061,-8.167591,-0.008901,-0.096485
10,97.000,0.2865,-8.160896,-0.015525,-0.098190
10,97.050,0.3234,-8.154602,-0.021827,-0.099838
10,97.100,0.2918,-8.148422,-0.027866,-0.101563
10,97.150,0.3280,-8.140926,-0.034872,-0.103157
10,97.200,0.2955,-8.135891,-0.040297,-0.104967
10,97.250,0.3271,-8.128452,-0.047289,-0.106562
10,97.300,0.3591,-8.121185,-0.053928,-0.108215
10,97.350,0.3219,-8.115005,-0.060393,-0.109947
10,97.400,0.3541,-8.108597,-0.066372,-0.111622
10,97.450,0.3203,-8.102474,-0.072521,-0.113340
10,97.500,0.3589,-8.094120,-0.080190,-0.114857
10,97.550,0.3209,-8.089657,-0.085282,-0.116726
10,97.600,0.3600,-8.082218,-0.092270,-0.118313
10,97.650,0.3653,-8.076725,-0.097908,-0.120102
10,97.700,0.3651,-8.069344,-0.104928,-0.121675
10,97.750,0.3788,-8.063335,-0.110810,-0.123421
10,97.800,0.3658,-8.056755,-0.117529,-0.125065
10,97.850,0.3984,-8.049717,-0.124211,-0.126661
10,97.900,0.3621,-8.043995,-0.130005,-0.128437
10,97.950,0.4020,-8.036442,-0.136812,-0.129986
10,98.000,0.3988,-8.030663,-0.142688,-0.131760
10,98.050,0.4036,-8.023167,-0.149852,-0.133318
10,98.100,0.4181,-8.016872,-0.155853,-0.135027
10,98.150,0.3985,-8.010807,-0.162221,-0.136673
10,98.200,0.4288,-8.003883,-0.168732,-0.138288
10,98.250,0.4031,-7.998047,-0.174683,-0.139950
10,98.300,0.4254,-7.990608,-0.181658,-0.141548
10,98.350,0.4168,-7.984943,-0.187372,-0.143301
10,98.400,0.4362,-7.977734,-0.194356,-0.144844
10,98.450,0.4529,-7.971268,-0.200650,-0.146463
10,98.500,0.4369,-7.964973,-0.207122,-0.148081
10,98.550,0.4651,-7.958565,-0.213898,-0.149567
10,98.600,0.4407,-7.953014,-0.219330,-0.151352
10,98.650,0.4667,-7.945347,-0.226577,-0.152758
10,98.700,0.4395,-7.940254,-0.231837,-0.154509
10,98.750,0.4677,-7.932701,-0.239064,-0.155930
10,98.800,0.4951,-7.926292,-0.244922,-0.157539
10,98.850,0.4730,-7.919598,-0.251900,-0.159037
10,98.900,0.5064,-7.913418,-0.257882,-0.160618
10,98.950,0.4772,-7.907352,-0.264222,-0.162207
10,99.000,0.5236,-7.899570,-0.271419,-0.163551
10,99.050,0.4832,-7.894878,-0.276623,-0.165279
10,99.100,0.5247,-7.886524,-0.283766,-0.166653
10,99.150,0.5071,-7.881374,-0.289367,-0.168238
10,99.200,0.5393,-7.873535,-0.296645,-0.169634
10,99.250,0.5577,-7.866840,-0.302817,-0.171118
10,99.300,0.5335,-7.861004,-0.309219,-0.172617
10,99.350,0.5730,-7.853909,-0.315692,-0.174026
10,99.400,0.5415,-7.848244,-0.321816,-0.175535
10,99.450,0.5882,-7.840748,-0.328607,-0.176853
10,99.500,0.5540,-7.835140,-0.334228,-0.178411
10,99.550,0.5964,-7.827358,-0.341433,-0.179686
10,99.600,0.5904,-7.821980,-0.346941,-0.181181
10,99.650,0.6079,-7.814598,-0.353900,-0.182468
10,99.700,0.6432,-7.807102,-0.360866,-0.183662
10,99.750,0.6127,-7.802067,-0.366468,-0.185162
10,99.800,0.6624,-7.793941,-0.373509,-0.186289
10,99.850,0.6334,-7.789249,-0.378986,-0.187742
10,99.900,0.6873,-7.781239,-0.386181,-0.188768
10,99.950,0.6956,-7.775345,-0.391809,-0.190157
11,100.000,0.5430,-7.774887,-0.394099,-0.191610
11,100.050,0.3022,-7.785130,-0.386635,-0.193661
11,100.100,0.2609,-7.791481,-0.380808,-0.194708
11,100.150,0.1554,-7.799835,-0.373586,-0.195669
11,100.200,0.1441,-7.804928,-0.368190,-0.195911
11,100.250,0.0754,-7.812939,-0.360892,-0.196245
11,100.300,0.0606,-7.818432,-0.355507,-0.196049
11,100.350,0.0080,-7.826385,-0.348302,-0.196047
11,100.400,-0.0194,-7.832451,-0.342675,-0.195599
11,100.450,-0.0347,-7.839775,-0.335608,-0.195276
11,100.500,-0.0727,-7.846413,-0.329316,-0.194677
11,100.550,-0.0701,-7.852650,-0.322961,-0.193970
11,100.600,-0.1147,-7.860088,-0.316089,-0.193275
11,100.650,-0.1010,-7.865753,-0.310385,-0.192301
11,100.700,-0.1222,-7.872963,-0.303411,-0.191471
11,100.750,-0.1393,-7.878513,-0.297992,-0.190392
11,100.800,-0.1464,-7.885609,-0.290908,-0.189474
11,100.850,-0.1773,-7.892704,-0.284871,-0.188351
11,100.900,-0.1624,-7.898712,-0.278291,-0.187275
11,100.950,-0.1998,-7.906094,-0.271402,-0.186190
11,101.000,-0.1738,-7.911644,-0.265879,-0.184837
11,101.050,-0.2047,-7.918968,-0.258912,-0.183704
11,101.100,-0.2172,-7.925262,-0.252949,-0.182364
11,101.150,-0.2131,-7.932072,-0.246198,-0.181120
11,101.200,-0.2488,-7.939339,-0.239512,-0.179886
11,101.250,-0.2307,-7.945461,-0.233388,-0.178452
11,101.300,-0.2511,-7.952213,-0.226739,-0.177164
11,101.350,-0.2255,-7.957878,-0.221132,-0.175638
11,101.400,-0.2510,-7.965202,-0.213801,-0.174404
11,101.450,-0.2409,-7.970695,-0.208411,-0.172825
11,101.500,-0.2533,-7.977848,-0.201243,-0.171511
11,101.550,-0.2709,-7.983971,-0.195612,-0.169981
11,101.600,-0.2571,-7.990093,-0.188917,-0.168531
11,101.650,-0.2954,-7.997360,-0.182034,-0.167137
11,101.700,-0.2750,-8.003082,-0.176183,-0.165504
11,101.750,-0.2936,-8.010292,-0.169244,-0.164005
11,101.800,-0.2716,-8.015556,-0.163672,-0.162331
11,101.850,-0.2974,-8.022766,-0.156668,-0.160854
11,101.900,-0.3165,-8.029404,-0.150753,-0.159233
11,101.950,-0.2989,-8.035583,-0.144009,-0.157639
11,102.000,-0.3316,-8.042507,-0.137658,-0.156076
11,102.050,-0.3112,-8.048630,-0.131366,-0.154425
11,102.100,-0.3286,-8.055611,-0.124486,-0.152864
11,102.150,-0.3112,-8.061447,-0.118587,-0.151134
11,102.200,-0.3327,-8.068714,-0.111939,-0.149557
11,102.250,-0.3433,-8.074722,-0.105947,-0.147812
11,102.300,-0.3265,-8.081417,-0.099380,-0.146225
11,102.350,-0.3600,-8.087769,-0.093162,-0.144588
11,102.400,-0.3333,-8.093777,-0.086616,-0.142933
11,102.450,-0.3627,-8.100643,-0.080184,-0.141310
11,102.500,-0.3399,-8.106880,-0.073934,-0.139585
11,102.550,-0.3714,-8.114033,-0.067334,-0.137947
11,102.600,-0.3599,-8.119984,-0.061365,-0.136168
11,102.650,-0.3650,-8.127651,-0.054177,-0.134581
11,102.700,-0.3751,-8.133259,-0.048647,-0.132776
11,102.750,-0.3777,-8.140469,-0.041677,-0.131161
11,102.800,-0.3985,-8.147163,-0.035108,-0.129492
11,102.850,-0.3676,-8.153172,-0.029406,-0.127680
11,102.900,-0.3964,-8.161182,-0.022229,-0.126104
11,102.950,-0.3663,-8.166103,-0.016783,-0.124271
11,103.000,-0.3989,-8.173542,-0.009881,-0.122625
11,103.050,-0.4257,-8.180180,-0.003700,-0.120829
11,103.100,-0.4053,-8.186703,0.003194,-0.119181
11,103.150,-0.4272,-8.192883,0.009063,-0.117395
11,103.200,-0.4254,-8.199692,0.015478,-0.115669
11,103.250,-0.4513,-8.207073,0.022579,-0.114050
11,103.300,-0.4144,-8.212166,0.028129,-0.112202
11,103.350,-0.4481,-8.218918,0.034643,-0.110479
11,103.400,-0.4431,-8.224411,0.040655,-0.108669
11,103.450,-0.4491,-8.232021,0.048106,-0.107065
11,103.500,-0.4606,-8.237972,0.053474,-0.105186
11,103.550,-0.4555,-8.244553,0.060362,-0.103502
11,103.600,-0.4808,-8.251648,0.067182,-0.101830
11,103.650,-0.4487,-8.257484,0.073129,-0.099979
11,103.700,-0.4864,-8.264408,0.079731,-0.098265
11,103.750,-0.4741,-8.270187,0.085504,-0.096405
11,103.800,-0.4974,-8.277740,0.092758,-0.094784
11,103.850,-0.5028,-8.283463,0.098138,-0.092943
11,103.900,-0.5229,-8.290787,0.105318,-0.091288
11,103.950,-0.5411,-8.297596,0.111887,-0.089537
11,104.000,-0.5093,-8.303204,0.117574,-0.087606
11,104.050,-0.5581,-8.311386,0.124885,-0.086035
11,104.100,-0.5392,-8.316593,0.130334,-0.084148
11,104.150,-0.5601,-8.324261,0.137465,-0.082476
11,104.200,-0.5709,-8.329926,0.142821,-0.080534
11,104.250,-0.5779,-8.337307,0.150032,-0.078890
11,104.300,-0.6016,-8.343487,0.155917,-0.077045
11,104.350,-0.5963,-8.349552,0.162503,-0.075228
11,104.400,-0.6243,-8.357162,0.169212,-0.073524
11,104.450,-0.6032,-8.363056,0.175171,-0.071642
11,104.500,-0.6381,-8.370380,0.182083,-0.069918
11,104.550,-0.6433,-8.375988,0.187532,-0.068020
11,104.600,-0.6640,-8.383598,0.194744,-0.066334
11,104.650,-0.6992,-8.390350,0.201004,-0.064539
11,104.700,-0.6797,-8.396187,0.207146,-0.062700
11,104.750,-0.7345,-8.404312,0.214250,-0.061081
11,104.800,-0.7003,-8.409519,0.219853,-0.059170
11,104.850,-0.7444,-8.417015,0.226431,-0.057404
11,104.900,-0.7480,-8.422852,0.232253,-0.055523
11,104.950,-0.7844,-8.430748,0.239635,-0.053921
11,105.000,-0.5798,-8.430805,0.242260,-0.051945
11,105.050,-0.3961,-8.420506,0.234546,-0.050241
11,105.100,-0.2898,-8.412266,0.227582,-0.049168
11,105.150,-0.2455,-8.405628,0.221342,-0.048651
11,105.200,-0.1691,-8.397789,0.214485,-0.048258
11,105.250,-0.1604,-8.391895,0.208713,-0.048326
11,105.300,-0.0986,-8.383942,0.201321,-0.048355
11,105.350,-0.0709,-8.378506,0.196286,-0.048925
11,105.400,-0.0268,-8.371010,0.189227,-0.049347
