Cycle,Time,Load (kN),Actuator (mm),External (mm),On-Specimen LVDT (mm)
1,4.150,-1.6568,-8.334732,0.137093,-0.157421
1,4.200,-1.6110,-8.340168,0.142834,-0.155062
1,4.250,-1.6529,-8.347664,0.149654,-0.152868
1,4.300,-1.6438,-8.353558,0.155577,-0.150457
1,4.350,-1.6443,-8.360424,0.162539,-0.148268
1,4.400,-1.6501,-8.366146,0.168328,-0.145813
1,4.450,-1.6459,-8.372784,0.175034,-0.143557
1,4.500,-1.6657,-8.379765,0.181599,-0.141226
1,4.550,-1.6311,-8.385715,0.187817,-0.138807
1,4.600,-1.6697,-8.393326,0.194599,-0.136520
1,4.650,-1.6399,-8.398476,0.200263,-0.133942
1,4.700,-1.6728,-8.406773,0.207263,-0.131657
1,4.750,-1.6834,-8.413181,0.213322,-0.129139
1,4.800,-1.6606,-8.419647,0.219821,-0.126711
1,4.850,-1.6815,-8.426228,0.226139,-0.124210
1,4.900,-1.6497,-8.432465,0.232558,-0.121729
1,4.950,-1.6925,-8.439960,0.239407,-0.119316
1,5.000,-1.5314,-8.440933,0.242835,-0.116447
1,5.050,-1.0636,-8.426800,0.235111,-0.113384
1,5.100,-0.9056,-8.418274,0.228716,-0.111149
1,5.150,-0.8202,-8.410378,0.221567,-0.109186
1,5.200,-0.7074,-8.402367,0.215237,-0.107718
1,5.250,-0.6479,-8.395958,0.208831,-0.106539
1,5.300,-0.5588,-8.387947,0.201921,-0.105478
1,5.350,-0.5276,-8.382111,0.196325,-0.104830
1,5.400,-0.4304,-8.374157,0.189238,-0.104078
1,5.450,-0.3795,-8.367920,0.183658,-0.103827
1,5.500,-0.3386,-8.360596,0.176642,-0.103409
1,5.550,-0.2613,-8.353157,0.170405,-0.103249
1,5.600,-0.2461,-8.346748,0.164056,-0.103191
1,5.650,-0.1650,-8.338165,0.156748,-0.103054
1,5.700,-0.1665,-8.332729,0.151491,-0.103455
1,5.750,-0.1019,-8.325119,0.144759,-0.103596
1,5.800,-0.0829,-8.319454,0.138979,-0.104052
1,5.850,-0.0310,-8.311672,0.131918,-0.104353
1,5.900,-0.0031,-8.305550,0.126124,-0.105007
1,5.950,0.0118,-8.298512,0.119286,-0.105482
1,6.000,0.0698,-8.291359,0.112565,-0.106058
1,6.050,0.0620,-8.285751,0.106687,-0.106955
1,6.100,0.1080,-8.278656,0.100131,-0.107721
1,6.150,0.1021,-8.272762,0.094092,-0.108675
1,6.200,0.1516,-8.264980,0.087138,-0.109526
1,6.250,0.1590,-8.259144,0.081482,-0.110641
1,6.300,0.1748,-8.251877,0.074476,-0.111570
1,6.350,0.2232,-8.244324,0.067980,-0.112604
1,6.400,0.2085,-8.238316,0.061775,-0.113802
1,6.450,0.2507,-8.230648,0.054745,-0.114819
1,6.500,0.2254,-8.225842,0.049408,-0.116199
1,6.550,0.2629,-8.218803,0.042304,-0.117281
1,6.600,0.2824,-8.212852,0.036639,-0.118706
1,6.650,0.2880,-8.205814,0.029706,-0.119848
1,6.700,0.3090,-8.199692,0.023581,-0.121153
1,6.750,0.2943,-8.193169,0.016892,-0.122459
1,6.800,0.3359,-8.185730,0.010049,-0.123690
1,6.850,0.3046,-8.180408,0.004510,-0.125235
1,6.900,0.3357,-8.172741,-0.002505,-0.126461
1,6.950,0.3285,-8.167419,-0.007950,-0.128027
1,7.000,0.3504,-8.159294,-0.015254,-0.129269
1,7.050,0.3782,-8.152943,-0.021240,-0.130730
1,7.100,0.3625,-8.146820,-0.027660,-0.132166
1,7.150,0.4045,-8.139610,-0.034731,-0.133434
1,7.200,0.3692,-8.134460,-0.040225,-0.135050
1,7.250,0.4091,-8.127193,-0.047345,-0.136339
1,7.300,0.3833,-8.121929,-0.052760,-0.137985
1,7.350,0.4082,-8.114433,-0.059902,-0.139309
1,7.400,0.4205,-8.108768,-0.065536,-0.140890
1,7.450,0.4171,-8.101101,-0.072674,-0.142195
1,7.500,0.4529,-8.094120,-0.079115,-0.143616
1,7.550,0.4217,-8.088570,-0.085051,-0.145201
1,7.600,0.4512,-8.081703,-0.091433,-0.146626
1,7.650,0.4261,-8.075809,-0.097703,-0.148117
1,7.700,0.4560,-8.068371,-0.104723,-0.149471
1,7.750,0.4482,-8.062820,-0.110133,-0.151108
1,7.800,0.4707,-8.055267,-0.117187,-0.152462
1,7.850,0.5038,-8.048286,-0.123749,-0.153870
1,7.900,0.4745,-8.042564,-0.129869,-0.155390
1,7.950,0.5132,-8.035469,-0.136514,-0.156796
1,8.000,0.4845,-8.030148,-0.142381,-0.158392
1,8.050,0.5292,-8.022251,-0.149815,-0.159676
1,8.100,0.4972,-8.017559,-0.154899,-0.161407
1,8.150,0.5308,-8.009663,-0.162089,-0.162718
1,8.200,0.5340,-8.003883,-0.167837,-0.164352
1,8.250,0.5266,-7.997303,-0.174672,-0.165764
1,8.300,0.5656,-7.989635,-0.181299,-0.167149
1,8.350,0.5348,-7.983913,-0.187095,-0.168764
1,8.400,0.5732,-7.976532,-0.194168,-0.170116
1,8.450,0.5419,-7.970867,-0.199608,-0.171751
1,8.500,0.5698,-7.963829,-0.206617,-0.173092
1,8.550,0.5899,-7.957592,-0.212520,-0.174652
1,8.600,0.5882,-7.951069,-0.219344,-0.176067
1,8.650,0.6121,-7.944317,-0.225652,-0.177490
1,8.700,0.5906,-7.938309,-0.232005,-0.178951
1,8.750,0.6326,-7.930756,-0.238956,-0.180262
1,8.800,0.6046,-7.925434,-0.244557,-0.181847
1,8.850,0.6307,-7.918339,-0.251708,-0.183073
1,8.900,0.6353,-7.912388,-0.257216,-0.184689
1,8.950,0.6390,-7.905521,-0.264320,-0.185947
1,9.000,0.6555,-7.899170,-0.270266,-0.187460
1,9.050,0.6421,-7.892303,-0.277036,-0.188766
1,9.100,0.6836,-7.885437,-0.283475,-0.190050
1,9.150,0.6549,-7.879829,-0.289190,-0.191589
1,9.200,0.6872,-7.871933,-0.296574,-0.192739
1,9.250,0.6684,-7.866669,-0.301970,-0.194315
1,9.300,0.6968,-7.859173,-0.308829,-0.195583
1,9.350,0.7142,-7.852478,-0.314858,-0.196989
1,9.400,0.7118,-7.845726,-0.321617,-0.198214
1,9.450,0.7452,-7.838974,-0.328179,-0.199425
1,9.500,0.7151,-7.833824,-0.334074,-0.200880
1,9.550,0.7622,-7.825813,-0.341254,-0.201965
1,9.600,0.7251,-7.821007,-0.346522,-0.203499
1,9.650,0.7639,-7.813053,-0.353995,-0.204550
1,9.700,0.7780,-7.807274,-0.359522,-0.205963
1,9.750,0.7756,-7.800407,-0.366258,-0.207129
1,9.800,0.8011,-7.793655,-0.372502,-0.208345
1,9.850,0.7863,-7.787018,-0.378949,-0.209612
1,9.900,0.8295,-7.779293,-0.385946,-0.210669
1,9.950,0.8037,-7.773743,-0.391458,-0.212029
2,10.000,0.6662,-7.772884,-0.394162,-0.213631
2,10.050,0.4075,-7.782154,-0.388033,-0.215712
2,10.100,0.3094,-7.790451,-0.380816,-0.217510
2,10.150,0.2200,-7.797375,-0.374728,-0.218704
2,10.200,0.1780,-7.804413,-0.368138,-0.219685
2,10.250,0.0819,-7.812824,-0.361080,-0.220522
2,10.300,0.0723,-7.818146,-0.355657,-0.220728
2,10.350,-0.0004,-7.825985,-0.348775,-0.221092
2,10.400,-0.0160,-7.831535,-0.343017,-0.221087
2,10.450,-0.0583,-7.838917,-0.335837,-0.221260
2,10.500,-0.0952,-7.844753,-0.330194,-0.220993
2,10.550,-0.1170,-7.851677,-0.323409,-0.220827
2,10.600,-0.1648,-7.859116,-0.316489,-0.220562
2,10.650,-0.1535,-7.865067,-0.310711,-0.219976
2,10.700,-0.2011,-7.871990,-0.303963,-0.219519
2,10.750,-0.1887,-7.877598,-0.298271,-0.218794
2,10.800,-0.2290,-7.885780,-0.291016,-0.218283
2,10.850,-0.2288,-7.891159,-0.285608,-0.217388
2,10.900,-0.2510,-7.898769,-0.278556,-0.216726
2,10.950,-0.3007,-7.906265,-0.271787,-0.216002
2,11.000,-0.2728,-7.911930,-0.265890,-0.214998
2,11.050,-0.3201,-7.919197,-0.259215,-0.214193
2,11.100,-0.2898,-7.924404,-0.253392,-0.213161
2,11.150,-0.3311,-7.932129,-0.246386,-0.212311
2,11.200,-0.3415,-7.937794,-0.240625,-0.211193
2,11.250,-0.3386,-7.944317,-0.233630,-0.210272
2,11.300,-0.3717,-7.951069,-0.227512,-0.209200
2,11.350,-0.3556,-7.957020,-0.221153,-0.208101
2,11.400,-0.3831,-7.964230,-0.214650,-0.207027
2,11.450,-0.3635,-7.969837,-0.208547,-0.205814
2,11.500,-0.4044,-7.977562,-0.201284,-0.204821
2,11.550,-0.3897,-7.983112,-0.196007,-0.203390
2,11.600,-0.4173,-7.990894,-0.188746,-0.202297
2,11.650,-0.4276,-7.996788,-0.183217,-0.200903
2,11.700,-0.4191,-8.003139,-0.176498,-0.199678
2,11.750,-0.4680,-8.011036,-0.169331,-0.198580
2,11.800,-0.4337,-8.016014,-0.163680,-0.197115
2,11.850,-0.4744,-8.023338,-0.156748,-0.195892
2,11.900,-0.4490,-8.028488,-0.151270,-0.194397
2,11.950,-0.4859,-8.036842,-0.144044,-0.193243
2,12.000,-0.4813,-8.042336,-0.138484,-0.191710
2,12.050,-0.4862,-8.049774,-0.131346,-0.190514
2,12.100,-0.5245,-8.057156,-0.125092,-0.189112
2,12.150,-0.4963,-8.062820,-0.119106,-0.187654
2,12.200,-0.5326,-8.069515,-0.112418,-0.186317
2,12.250,-0.5044,-8.074722,-0.106477,-0.184792
2,12.300,-0.5411,-8.082275,-0.099512,-0.183483
2,12.350,-0.5281,-8.087826,-0.093874,-0.181892
2,12.400,-0.5598,-8.095436,-0.086718,-0.180576
2,12.450,-0.5788,-8.101673,-0.080731,-0.179100
2,12.500,-0.5630,-8.108540,-0.074047,-0.177664
2,12.550,-0.6025,-8.115749,-0.067424,-0.176239
2,12.600,-0.5762,-8.121586,-0.061575,-0.174644
2,12.650,-0.6206,-8.129253,-0.054375,-0.173306
2,12.700,-0.5867,-8.134289,-0.049025,-0.171606
2,12.750,-0.6278,-8.141956,-0.041900,-0.170221
2,12.800,-0.6530,-8.148136,-0.035929,-0.168640
2,12.850,-0.6393,-8.154659,-0.029375,-0.167105
2,12.900,-0.6637,-8.161354,-0.023255,-0.165531
2,12.950,-0.6460,-8.167305,-0.016947,-0.163956
2,13.000,-0.6856,-8.174973,-0.009988,-0.162474
2,13.050,-0.6656,-8.180981,-0.004322,-0.160751
2,13.100,-0.7052,-8.188591,0.002769,-0.159300
2,13.150,-0.7135,-8.194199,0.008321,-0.157499
2,13.200,-0.7242,-8.201408,0.015359,-0.156013
2,13.250,-0.7600,-8.208447,0.021811,-0.154428
2,13.300,-0.7407,-8.214569,0.028081,-0.152739
2,13.350,-0.7792,-8.221264,0.034769,-0.151167
2,13.400,-0.7557,-8.226414,0.040576,-0.149420
2,13.450,-0.8023,-8.234653,0.047822,-0.147930
2,13.500,-0.7846,-8.239632,0.053074,-0.146046
2,13.550,-0.8188,-8.247242,0.060087,-0.144516
2,13.600,-0.8496,-8.254395,0.066460,-0.142822
2,13.650,-0.8355,-8.260860,0.072873,-0.141142
2,13.700,-0.8723,-8.267727,0.079266,-0.139408
2,13.750,-0.8532,-8.274250,0.085370,-0.137688
2,13.800,-0.9047,-8.282032,0.092573,-0.136158
2,13.850,-0.8780,-8.286781,0.097869,-0.134243
2,13.900,-0.9296,-8.294506,0.104996,-0.132635
2,13.950,-0.9508,-8.300743,0.110914,-0.130835
2,14.000,-0.9393,-8.307323,0.117791,-0.129185
2,14.050,-0.9851,-8.313789,0.123878,-0.127462
2,14.100,-0.9673,-8.320484,0.130183,-0.125671
2,14.150,-1.0106,-8.328381,0.137195,-0.124067
2,14.200,-0.9844,-8.333530,0.142510,-0.122135
2,14.250,-1.0272,-8.341885,0.149675,-0.120522
2,14.300,-1.0530,-8.347836,0.155497,-0.118666
2,14.350,-1.0511,-8.354816,0.162467,-0.117029
2,14.400,-1.0899,-8.361168,0.168417,-0.115171
2,14.450,-1.0805,-8.367634,0.174968,-0.113413
2,14.500,-1.1248,-8.374958,0.181541,-0.111671
2,14.550,-1.1003,-8.380394,0.187575,-0.109802
2,14.600,-1.1550,-8.387947,0.194268,-0.108011
2,14.650,-1.1446,-8.393898,0.200106,-0.106071
2,14.700,-1.1685,-8.401680,0.207337,-0.104332
2,14.750,-1.1995,-8.408375,0.212972,-0.102335
2,14.800,-1.1899,-8.414783,0.219605,-0.100485
2,14.850,-1.2393,-8.422565,0.226547,-0.098660
2,14.900,-1.2066,-8.428001,0.232360,-0.096617
2,14.950,-1.2548,-8.435898,0.239174,-0.094746
2,15.000,-1.1018,-8.436871,0.242502,-0.092430
2,15.050,-0.7640,-8.424282,0.234686,-0.089975
2,15.100,-0.6409,-8.416615,0.228557,-0.088329
2,15.150,-0.5687,-8.408375,0.221477,-0.086905
2,15.200,-0.4556,-8.400536,0.214734,-0.085865
2,15.250,-0.4266,-8.394413,0.208923,-0.085293
2,15.300,-0.3297,-8.386345,0.201871,-0.084635
2,15.350,-0.3138,-8.380852,0.196275,-0.084478
2,15.400,-0.2332,-8.373127,0.189434,-0.084248
2,15.450,-0.1828,-8.366776,0.183452,-0.084280
2,15.500,-0.1564,-8.359337,0.176528,-0.084282
2,15.550,-0.0917,-8.353100,0.170383,-0.084585
2,15.600,-0.0825,-8.346462,0.164106,-0.084978
2,15.650,-0.0291,-8.338909,0.157327,-0.085339
2,15.700,-0.0291,-8.333015,0.151456,-0.085999
2,15.750,0.0319,-8.324947,0.144387,-0.086550
2,15.800,0.0506,-8.318825,0.138835,-0.087448
2,15.850,0.0714,-8.311272,0.131439,-0.088163
2,15.900,0.1101,-8.305092,0.125827,-0.089214
2,15.950,0.1019,-8.298683,0.119230,-0.090181
2,16.000,0.1611,-8.291016,0.112145,-0.091101
2,16.050,0.1331,-8.286209,0.106665,-0.092398
2,16.100,0.1824,-8.278599,0.099809,-0.093487
2,16.150,0.1645,-8.273220,0.094175,-0.094839
2,16.200,0.2018,-8.265095,0.086780,-0.095909
2,16.250,0.2249,-8.259144,0.081232,-0.097343
2,16.300,0.2160,-8.251991,0.074288,-0.098577
2,16.350,0.2598,-8.244724,0.067833,-0.099874
2,16.400,0.2368,-8.238716,0.061766,-0.101341
2,16.450,0.2625,-8.232079,0.055316,-0.102713
2,16.500,0.2438,-8.226185,0.049245,-0.104156
2,16.550,0.2806,-8.219090,0.042239,-0.105516
2,16.600,0.2755,-8.213768,0.036565,-0.107094
2,16.650,0.2866,-8.206615,0.029528,-0.108480
2,16.700,0.3197,-8.199921,0.023234,-0.109941
2,16.750,0.2903,-8.193798,0.016942,-0.111504
2,16.800,0.3333,-8.186646,0.010321,-0.112942
2,16.850,0.3016,-8.180981,0.004488,-0.114561
2,16.900,0.3349,-8.173428,-0.002403,-0.116016
2,16.950,0.3172,-8.167820,-0.007976,-0.117670
2,17.000,0.3404,-8.160324,-0.015078,-0.119114
2,17.050,0.3617,-8.153915,-0.021060,-0.120701
2,17.100,0.3484,-8.147678,-0.027909,-0.122187
2,17.150,0.3874,-8.140640,-0.034408,-0.123695
2,17.200,0.3518,-8.135433,-0.040268,-0.125401
2,17.250,0.3852,-8.128052,-0.047231,-0.126835
2,17.300,0.3577,-8.122559,-0.052746,-0.128559
2,17.350,0.3884,-8.114834,-0.060042,-0.129978
2,17.400,0.4076,-8.108540,-0.065734,-0.131634
2,17.450,0.3932,-8.102074,-0.072356,-0.133169
2,17.500,0.4187,-8.095093,-0.078857,-0.134689
2,17.550,0.4009,-8.088913,-0.085183,-0.136286
2,17.600,0.4322,-8.081532,-0.091863,-0.137796
2,17.650,0.4046,-8.076210,-0.097755,-0.139437
2,17.700,0.4429,-8.068542,-0.104879,-0.140900
2,17.750,0.4247,-8.063622,-0.110313,-0.142637
2,17.800,0.4369,-8.056927,-0.117196,-0.144117
2,17.850,0.4770,-8.049374,-0.123904,-0.145599
2,17.900,0.4408,-8.043365,-0.129909,-0.147270
2,17.950,0.4777,-8.035984,-0.136514,-0.148783
2,18.000,0.4451,-8.030205,-0.142383,-0.150454
2,18.050,0.4809,-8.022537,-0.149361,-0.151913
2,18.100,0.4593,-8.017044,-0.155003,-0.153622
2,18.150,0.4861,-8.009949,-0.162316,-0.155014
2,18.200,0.5108,-8.003368,-0.168286,-0.156618
2,18.250,0.4900,-7.997532,-0.174843,-0.158142
2,18.300,0.5299,-7.990036,-0.181472,-0.159605
2,18.350,0.5027,-7.984428,-0.187214,-0.161287
2,18.400,0.5293,-7.976990,-0.194107,-0.162748
2,18.450,0.5057,-7.971096,-0.199929,-0.164341
2,18.500,0.5354,-7.964001,-0.206868,-0.165800
2,18.550,0.5550,-7.957764,-0.212708,-0.167337
2,18.600,0.5399,-7.951355,-0.219313,-0.168840
2,18.650,0.5747,-7.944717,-0.225888,-0.170263
2,18.700,0.5456,-7.939281,-0.231954,-0.171839
2,18.750,0.5778,-7.931728,-0.238811,-0.173208
2,18.800,0.5503,-7.926579,-0.244563,-0.174801
2,18.850,0.5894,-7.918396,-0.251717,-0.176090
2,18.900,0.5939,-7.912502,-0.257259,-0.177725
2,18.950,0.5906,-7.905636,-0.264069,-0.179119
2,19.000,0.6122,-7.899170,-0.270145,-0.180580
2,19.050,0.6028,-7.892361,-0.276824,-0.181974
2,19.100,0.6431,-7.885265,-0.283697,-0.183239
2,19.150,0.6118,-7.880001,-0.289488,-0.184786
2,19.200,0.6548,-7.872162,-0.296425,-0.186081
2,19.250,0.6454,-7.867126,-0.301812,-0.187620
2,19.300,0.6630,-7.859459,-0.309350,-0.188814
2,19.350,0.6799,-7.853680,-0.314981,-0.190329
2,19.400,0.6664,-7.847042,-0.321403,-0.191652
2,19.450,0.7088,-7.839260,-0.328471,-0.192854
2,19.500,0.6733,-7.833939,-0.334105,-0.194361
2,19.550,0.7158,-7.826385,-0.340964,-0.195574
2,19.600,0.6878,-7.820606,-0.346794,-0.196993
2,19.650,0.7348,-7.812824,-0.354041,-0.198103
2,19.700,0.7475,-7.806702,-0.359695,-0.199539
2,19.750,0.7441,-7.799835,-0.366663,-0.200710
2,19.800,0.7785,-7.793140,-0.372818,-0.201979
2,19.850,0.7570,-7.787189,-0.379155,-0.203239
2,19.900,0.8085,-7.779922,-0.386066,-0.204319
2,19.950,0.7783,-7.774773,-0.391536,-0.205681
3,20.000,0.6317,-7.774086,-0.394094,-0.207228
3,20.050,0.3872,-7.783298,-0.387695,-0.209282
3,20.100,0.3005,-7.791538,-0.380634,-0.210962
3,20.150,0.2196,-7.797718,-0.374762,-0.211985
3,20.200,0.1742,-7.804928,-0.368092,-0.212841
3,20.250,0.0966,-7.812481,-0.361277,-0.213455
3,20.300,0.0863,-7.818089,-0.355508,-0.213648
3,20.350,0.0149,-7.825642,-0.348706,-0.213875
3,20.400,-0.0059,-7.831364,-0.342971,-0.213751
3,20.450,-0.0417,-7.838745,-0.335976,-0.213724
3,20.500,-0.0818,-7.845612,-0.329785,-0.213404
3,20.550,-0.0840,-7.851505,-0.323179,-0.213087
3,20.600,-0.1319,-7.858887,-0.316502,-0.212681
3,20.650,-0.1231,-7.864494,-0.310813,-0.211969
3,20.700,-0.1766,-7.871990,-0.303805,-0.211466
3,20.750,-0.1645,-7.877884,-0.298223,-0.210623
3,20.800,-0.1957,-7.885666,-0.290896,-0.209969
3,20.850,-0.2246,-7.892017,-0.285243,-0.209017
3,20.900,-0.2191,-7.898598,-0.278527,-0.208178
3,20.950,-0.2517,-7.905579,-0.272105,-0.207266
3,21.000,-0.2339,-7.911472,-0.265707,-0.206272
3,21.050,-0.2669,-7.917995,-0.259403,-0.205280
3,21.100,-0.2464,-7.923775,-0.253152,-0.204210
3,21.150,-0.2910,-7.931328,-0.246168,-0.203222
3,21.200,-0.2835,-7.936821,-0.240725,-0.201962
3,21.250,-0.2982,-7.944317,-0.233558,-0.200991
3,21.300,-0.3191,-7.951069,-0.227473,-0.199795
3,21.350,-0.3020,-7.957363,-0.221056,-0.198620
3,21.400,-0.3490,-7.964630,-0.214269,-0.197546
3,21.450,-0.3156,-7.969666,-0.208467,-0.196175
3,21.500,-0.3589,-7.977619,-0.201387,-0.195034
3,21.550,-0.3306,-7.982826,-0.195960,-0.193560
3,21.600,-0.3554,-7.989693,-0.189031,-0.192312
3,21.650,-0.3831,-7.996387,-0.182774,-0.190977
3,21.700,-0.3617,-8.002453,-0.176271,-0.189648
3,21.750,-0.4028,-8.009663,-0.169613,-0.188347
3,21.800,-0.3680,-8.015213,-0.163790,-0.186821
3,21.850,-0.4051,-8.022881,-0.156518,-0.185585
3,21.900,-0.3765,-8.028030,-0.151276,-0.183994
3,21.950,-0.4086,-8.035698,-0.144137,-0.182722
3,22.000,-0.4214,-8.041878,-0.138422,-0.181126
3,22.050,-0.4153,-8.049145,-0.131357,-0.179800
3,22.100,-0.4563,-8.056297,-0.124727,-0.178389
3,22.150,-0.4223,-8.061905,-0.119056,-0.176777
3,22.200,-0.4643,-8.069859,-0.111866,-0.175446
3,22.250,-0.4243,-8.074608,-0.106345,-0.173830
3,22.300,-0.4601,-8.082275,-0.099317,-0.172422
3,22.350,-0.4464,-8.087997,-0.093719,-0.170771
3,22.400,-0.4586,-8.094521,-0.086802,-0.169353
3,22.450,-0.4902,-8.100986,-0.080606,-0.167812
3,22.500,-0.4655,-8.107281,-0.074101,-0.166262
3,22.550,-0.5057,-8.114491,-0.067576,-0.164806
3,22.600,-0.4722,-8.119698,-0.061726,-0.163130
3,22.650,-0.5166,-8.127708,-0.054505,-0.161715
3,22.700,-0.4899,-8.133087,-0.048859,-0.159990
3,22.750,-0.5237,-8.141098,-0.041920,-0.158535
3,22.800,-0.5414,-8.147564,-0.035912,-0.156912
3,22.850,-0.5268,-8.154202,-0.029150,-0.155380
3,22.900,-0.5618,-8.161240,-0.022885,-0.153799
3,22.950,-0.5369,-8.166676,-0.016926,-0.152132
3,23.000,-0.5743,-8.174801,-0.009580,-0.150702
3,23.050,-0.5422,-8.179493,-0.004353,-0.148899
3,23.100,-0.5802,-8.187561,0.003008,-0.147478
3,23.150,-0.5958,-8.193111,0.008631,-0.145708
3,23.200,-0.5923,-8.199635,0.015383,-0.144138
3,23.250,-0.6285,-8.206902,0.021840,-0.142569
3,23.300,-0.6105,-8.212910,0.028049,-0.140856
3,23.350,-0.6510,-8.220692,0.035202,-0.139345
3,23.400,-0.6144,-8.225670,0.040599,-0.137514
3,23.450,-0.6556,-8.233395,0.047581,-0.135977
3,23.500,-0.6584,-8.238945,0.053144,-0.134130
3,23.550,-0.6746,-8.246727,0.060208,-0.132591
3,23.600,-0.7028,-8.253021,0.066242,-0.130854
3,23.650,-0.6824,-8.259659,0.072999,-0.129215
3,23.700,-0.7233,-8.266525,0.079453,-0.127571
