Project Name:,Epoxy Study,Specimen ID/Lab #,12,Technician:,AM,Date:,10/7/2016 10:59 AM,File Version,1.2
Specimen Diamenter:,0.00,inch,Specimen Height:,1.50,Specimen Width:,3.00,Specimen Length:,6.00,Specimen Density:,
Gage 1 Length:,0.000,inch,Gage 2 Length:,0.000,Gage 3 Length:,0.000,Gage 4 Length:,0.000,Load Drop,93
Test Frame:,SWI Overlay,Unit System:,SAE(Inch/lb-f/F),Remarks:,Your Remarks Here,Loading/Unloading Time,5.000000,sec,Temperature:,72.0,F

Actuator PID:,-6.000000,0.000000,0.000000,Load PID:,-3.000000,0.000000,0.000000,Pressure PID:,3.000000,0.000000,0.000000

Actuator,Load Cell,Temperature,Time
0.00000000/0.02250000/0.00000000/0.00000000/0,11.34490000/198.56000000/0.00000000/0.00000000/2,0.00000000/1.00000000/0.00000000/0.00000000/7,sec
[NEW],0.000000,-0.057136,-0.057136,0.000000,6250.000000,0.000000,625.000000,0.000000,-3.000000,0.000000,0.000000,1.000000
0.085210,-4.976196,71.960000,0.499200
0.085200,-4.658332,71.960000,0.999200
0.085203,-4.734680,71.960000,1.499200
0.085225,-4.694194,71.960000,1.999200
0.085202,-4.743462,71.960000,2.499200
0.085200,-4.810379,71.960000,2.999200
0.085213,-4.723273,71.960000,3.499200
0.085214,-4.698468,71.960000,3.999200
0.085194,-4.656603,71.960000,4.499200
0.085214,-4.838922,71.960000,4.999200
[NEW],5.000000,0.555556,0.555556,0.100000,12500000.593718,0.000000,50.000000,0.000000,-6.000000,0.000000,0.000000,0.000000
0.085190,-4.689411,71.960000,5.040000
0.085220,-4.676231,71.960000,5.080000
0.085210,3.061337,71.960000,5.120000
0.085317,36.989756,71.960000,5.160000
0.085500,87.006855,71.960000,5.200000
0.085669,138.102448,71.960000,5.240000
0.085856,181.826816,71.960000,5.280000
0.086076,221.286264,71.960000,5.320000
0.086263,257.985365,71.960000,5.360000
0.086480,290.248719,71.960000,5.400000
0.086686,321.710718,71.960000,5.440000
0.086873,350.743185,71.960000,5.480000
0.087052,377.747849,71.960000,5.520000
0.087253,403.897096,71.960000,5.560000
0.087447,428.905582,71.960000,5.600000
0.087659,452.754489,71.960000,5.640000
0.087868,476.065324,71.960000,5.680000
0.088069,497.563638,71.960000,5.720000
0.088255,518.118695,71.960000,5.760000
0.088433,537.474856,71.960000,5.800000
0.088655,557.435081,71.960000,5.840000
0.088823,574.731698,71.960000,5.880000
0.089045,592.526479,71.960000,5.920000
0.089250,610.451918,71.960000,5.960000
0.089418,625.759577,71.960000,6.000000
0.089643,642.542929,71.960000,6.040000
0.089843,656.291905,71.960000,6.080000
0.090022,671.498728,71.960000,6.120000
0.090234,685.174232,71.960000,6.160000
0.090425,699.073229,71.960000,6.200000
0.090607,711.128507,71.960000,6.240000
0.090832,724.467089,71.960000,6.280000
0.090989,735.650784,71.960000,6.320000
0.091226,747.594102,71.960000,6.360000
0.091410,758.251371,71.960000,6.400000
0.091599,768.481772,71.960000,6.440000
0.091815,779.336782,71.960000,6.480000
0.092010,787.790546,71.960000,6.520000
0.092208,798.121498,71.960000,6.560000
0.092382,805.968831,71.960000,6.600000
0.092605,814.799423,71.960000,6.640000
0.092787,822.706405,71.960000,6.680000
0.092968,829.858497,71.960000,6.720000
0.093209,838.036361,71.960000,6.760000
0.093399,844.223939,71.960000,6.800000
0.093566,850.757861,71.960000,6.840000
0.093774,857.506328,71.960000,6.880000
0.093995,863.175435,71.960000,6.920000
0.094162,868.739730,71.960000,6.960000
0.094375,873.747870,71.960000,7.000000
0.094571,879.831395,71.960000,7.040000
0.094758,884.861974,71.960000,7.080000
0.094946,889.074512,71.960000,7.120000
0.095162,893.798799,71.960000,7.160000
0.095370,897.895069,71.960000,7.200000
0.095560,901.587430,71.960000,7.240000
0.095776,905.343606,71.960000,7.280000
0.095951,908.941665,71.960000,7.320000
0.096162,913.199082,71.960000,7.360000
0.096352,915.606530,71.960000,7.400000
0.096551,919.196257,71.960000,7.440000
0.096755,921.439340,71.960000,7.480000
0.096937,924.267549,71.960000,7.520000
0.097154,926.905072,71.960000,7.560000
0.097330,928.657613,71.960000,7.600000
0.097557,931.779712,71.960000,7.640000
0.097751,933.822072,71.960000,7.680000
0.097963,934.246336,71.960000,7.720000
0.098159,935.923038,71.960000,7.760000
0.098322,937.607315,71.960000,7.800000
0.098545,939.775031,71.960000,7.840000
0.098756,940.761226,71.960000,7.880000
0.098924,940.960435,71.960000,7.920000
0.099142,942.410092,71.960000,7.960000
0.099352,943.193576,71.960000,8.000000
0.099521,943.762134,71.960000,8.040000
0.099742,944.557263,71.960000,8.080000
0.099927,944.159604,71.960000,8.120000
0.100142,945.167954,71.960000,8.160000
0.100355,944.040685,71.960000,8.200000
0.100561,944.208838,71.960000,8.240000
0.100748,943.606952,71.960000,8.280000
0.100936,942.670086,71.960000,8.320000
0.101163,943.112624,71.960000,8.360000
0.101372,941.366899,71.960000,8.400000
0.101531,940.410623,71.960000,8.440000
0.101771,939.852575,71.960000,8.480000
0.101950,937.593681,71.960000,8.520000
0.102164,937.349878,71.960000,8.560000
0.102367,935.542516,71.960000,8.600000
0.102573,933.370444,71.960000,8.640000
0.102764,931.960742,71.960000,8.680000
0.102973,929.278057,71.960000,8.720000
0.103144,927.394477,71.960000,8.760000
0.103392,925.795035,71.960000,8.800000
0.103597,922.614612,71.960000,8.840000
0.103755,919.973681,71.960000,8.880000
0.103990,917.572576,71.960000,8.920000
0.104186,914.235079,71.960000,8.960000
0.104362,911.139112,71.960000,9.000000
0.104596,908.893946,71.960000,9.040000
0.104800,904.831951,71.960000,9.080000
0.104983,901.906315,71.960000,9.120000
0.105198,898.409185,71.960000,9.160000
0.105373,894.412236,71.960000,9.200000
0.105608,891.378379,71.960000,9.240000
0.105812,886.805203,71.960000,9.280000
0.105991,882.937303,71.960000,9.320000
0.106230,879.856012,71.960000,9.360000
0.106422,873.982679,71.960000,9.400000
0.106605,870.320426,71.960000,9.440000
0.106831,866.148601,71.960000,9.480000
0.107018,860.533841,71.960000,9.520000
0.107241,856.915994,71.960000,9.560000
0.107395,851.251810,71.960000,9.600000
0.107644,847.180252,71.960000,9.640000
0.107825,841.281734,71.960000,9.680000
0.108038,835.786461,71.960000,9.720000
0.108234,831.084613,71.960000,9.760000
0.108417,825.009989,71.960000,9.800000
0.108656,819.833317,71.960000,9.840000
0.108841,814.043681,71.960000,9.880000
0.109054,807.472077,71.960000,9.920000
0.109250,802.575329,71.960000,9.960000
0.109467,796.128230,71.960000,10.000000
0.109599,780.349251,71.960000,10.040000
0.109726,757.509500,71.960000,10.080000
0.109773,736.396016,71.960000,10.120000
0.109813,705.574580,71.960000,10.160000
0.109706,662.158374,71.960000,10.200000
0.109547,620.488697,71.960000,10.240000
0.109390,581.612908,71.960000,10.280000
0.109235,543.380570,71.960000,10.320000
0.109022,508.419453,71.960000,10.360000
0.108838,476.047619,71.960000,10.400000
0.108642,446.167120,71.960000,10.440000
0.108448,417.672890,71.960000,10.480000
0.108236,391.002284,71.960000,10.520000
0.108050,367.195297,71.960000,10.560000
0.107868,344.198328,71.960000,10.600000
