Cycle,Time,Load (kN),Actuator (mm),External (mm),On-Specimen LVDT (mm)
13,121.400,-0.2723,-7.988434,-0.201413,-0.138683
13,121.450,-0.3053,-7.995872,-0.194453,-0.136913
13,121.500,-0.2731,-8.001251,-0.188839,-0.134859
13,121.550,-0.3116,-8.008862,-0.181862,-0.133011
13,121.600,-0.3031,-8.014297,-0.176274,-0.130869
13,121.650,-0.3175,-8.021851,-0.169164,-0.128937
13,121.700,-0.3395,-8.028202,-0.163263,-0.126841
13,121.750,-0.3202,-8.034725,-0.156601,-0.124739
13,121.800,-0.3549,-8.042450,-0.149668,-0.122728
13,121.850,-0.3197,-8.047657,-0.144128,-0.120434
13,121.900,-0.3560,-8.055439,-0.136940,-0.118420
13,121.950,-0.3362,-8.060303,-0.131569,-0.116076
13,122.000,-0.3611,-8.068256,-0.124367,-0.114006
13,122.050,-0.3801,-8.074665,-0.118410,-0.111727
13,122.100,-0.3579,-8.081188,-0.111747,-0.109528
13,122.150,-0.3938,-8.088169,-0.105257,-0.107332
13,122.200,-0.3609,-8.093433,-0.099254,-0.105015
13,122.250,-0.3972,-8.101158,-0.092266,-0.102852
13,122.300,-0.3662,-8.106480,-0.086705,-0.100464
13,122.350,-0.3993,-8.114090,-0.079617,-0.098299
13,122.400,-0.4122,-8.120327,-0.073800,-0.095924
13,122.450,-0.3946,-8.126850,-0.066933,-0.093697
13,122.500,-0.4244,-8.133659,-0.060867,-0.091383
13,122.550,-0.3990,-8.140068,-0.054431,-0.089066
13,122.600,-0.4368,-8.147507,-0.047547,-0.086870
13,122.650,-0.4021,-8.152657,-0.041946,-0.084436
13,122.700,-0.4373,-8.160667,-0.034859,-0.082233
13,122.750,-0.4313,-8.166218,-0.029293,-0.079803
13,122.800,-0.4338,-8.173828,-0.022174,-0.077528
13,122.850,-0.4609,-8.180065,-0.016284,-0.075195
13,122.900,-0.4421,-8.186417,-0.009629,-0.072891
13,122.950,-0.4769,-8.193798,-0.002969,-0.070620
13,123.000,-0.4430,-8.199577,0.002884,-0.068178
13,123.050,-0.4781,-8.207130,0.009759,-0.065939
13,123.100,-0.4579,-8.212509,0.015413,-0.063480
13,123.150,-0.4756,-8.219891,0.022664,-0.061262
13,123.200,-0.4907,-8.225555,0.028233,-0.058855
13,123.250,-0.4822,-8.232479,0.035116,-0.056587
13,123.300,-0.5188,-8.239803,0.041685,-0.054274
13,123.350,-0.4847,-8.245411,0.047704,-0.051901
13,123.400,-0.5204,-8.253078,0.054498,-0.049637
13,123.450,-0.4900,-8.258171,0.060202,-0.047199
13,123.500,-0.5245,-8.266010,0.067351,-0.045002
13,123.550,-0.5204,-8.271732,0.072810,-0.042549
13,123.600,-0.5347,-8.279057,0.079955,-0.040319
13,123.650,-0.5640,-8.286037,0.086195,-0.037985
13,123.700,-0.5327,-8.292160,0.092530,-0.035639
13,123.750,-0.5720,-8.299370,0.099246,-0.033392
13,123.800,-0.5394,-8.304749,0.104960,-0.030970
13,123.850,-0.5799,-8.312874,0.111987,-0.028749
13,123.900,-0.5665,-8.318367,0.117523,-0.026316
13,123.950,-0.5918,-8.325920,0.124682,-0.024057
13,124.000,-0.6160,-8.332443,0.130689,-0.021646
13,124.050,-0.5937,-8.338623,0.137302,-0.019354
13,124.100,-0.6365,-8.346291,0.143663,-0.017067
13,124.150,-0.6097,-8.351727,0.149823,-0.014685
13,124.200,-0.6522,-8.359737,0.156744,-0.012465
13,124.250,-0.6264,-8.364658,0.162292,-0.009996
13,124.300,-0.6628,-8.372669,0.169438,-0.007811
13,124.350,-0.6836,-8.378620,0.175264,-0.005398
13,124.400,-0.6755,-8.385601,0.182120,-0.003172
13,124.450,-0.7203,-8.392811,0.188531,-0.000906
13,124.500,-0.6932,-8.398647,0.194594,0.001431
13,124.550,-0.7436,-8.406258,0.201441,0.003639
13,124.600,-0.7182,-8.411694,0.207185,0.006002
13,124.650,-0.7594,-8.419704,0.214352,0.008131
13,124.700,-0.7635,-8.425426,0.219751,0.010500
13,124.750,-0.7775,-8.432980,0.226824,0.012651
13,124.800,-0.8232,-8.440075,0.233131,0.014858
13,124.850,-0.8046,-8.446083,0.239483,0.017050
13,124.900,-0.8550,-8.453293,0.246110,0.019182
13,124.950,-0.8300,-8.459015,0.251838,0.021479
13,125.000,-0.8083,-8.464108,0.257062,0.023735
13,125.050,-0.4681,-8.453579,0.251199,0.025618
13,125.100,-0.3719,-8.445282,0.243736,0.026955
13,125.150,-0.2687,-8.437328,0.237159,0.027704
13,125.200,-0.2438,-8.430691,0.230991,0.028053
13,125.250,-0.1574,-8.423138,0.224213,0.028234
13,125.300,-0.1444,-8.417645,0.218480,0.028028
13,125.350,-0.0711,-8.409462,0.211426,0.027840
13,125.400,-0.0636,-8.403797,0.205980,0.027191
13,125.450,-0.0074,-8.395958,0.198802,0.026594
13,125.500,0.0416,-8.389034,0.192754,0.025684
13,125.550,0.0381,-8.382797,0.186176,0.024677
13,125.600,0.0965,-8.375187,0.179621,0.023607
13,125.650,0.0813,-8.369808,0.173730,0.022255
13,125.700,0.1320,-8.361797,0.166629,0.020969
13,125.750,0.1151,-8.356304,0.161182,0.019346
13,125.800,0.1567,-8.348637,0.154113,0.017836
13,125.850,0.1836,-8.342342,0.148187,0.016119
13,125.900,0.1746,-8.335705,0.141401,0.014427
13,125.950,0.2176,-8.328667,0.135042,0.012697
13,126.000,0.1971,-8.322315,0.128855,0.010801
13,126.050,0.2365,-8.315048,0.121923,0.009041
13,126.100,0.2113,-8.309727,0.116411,0.007011
13,126.150,0.2455,-8.301716,0.109331,0.005154
13,126.200,0.2455,-8.296280,0.103723,0.003031
13,126.250,0.2554,-8.288784,0.096598,0.001102
13,126.300,0.2839,-8.282433,0.090689,-0.000999
13,126.350,0.2664,-8.275967,0.084146,-0.003086
13,126.400,0.3020,-8.268299,0.077147,-0.005039
13,126.450,0.2704,-8.263264,0.071524,-0.007315
13,126.500,0.3073,-8.255310,0.064390,-0.009331
13,126.550,0.2862,-8.250160,0.059063,-0.011623
13,126.600,0.3101,-8.242378,0.051877,-0.013704
13,126.650,0.3401,-8.235397,0.045626,-0.015888
13,126.700,0.3150,-8.229561,0.039256,-0.018097
13,126.750,0.3485,-8.222466,0.032533,-0.020214
13,126.800,0.3160,-8.217258,0.026731,-0.022539
13,126.850,0.3516,-8.209591,0.019628,-0.024668
13,126.900,0.3219,-8.204441,0.014262,-0.027016
13,126.950,0.3610,-8.196430,0.007081,-0.029125
13,127.000,0.3697,-8.190708,0.001345,-0.031467
13,127.050,0.3587,-8.183842,-0.005562,-0.033669
13,127.100,0.3865,-8.177147,-0.011919,-0.035845
13,127.150,0.3586,-8.170738,-0.018051,-0.038153
13,127.200,0.3963,-8.163414,-0.025173,-0.040274
13,127.250,0.3644,-8.158436,-0.030569,-0.042681
13,127.300,0.3993,-8.150597,-0.037658,-0.044809
13,127.350,0.4031,-8.144474,-0.043291,-0.047155
13,127.400,0.4000,-8.137608,-0.050313,-0.049355
13,127.450,0.4231,-8.130856,-0.056423,-0.051609
13,127.500,0.3997,-8.124733,-0.062785,-0.053883
13,127.550,0.4391,-8.117294,-0.069700,-0.056047
13,127.600,0.4079,-8.112030,-0.075343,-0.058445
13,127.650,0.4443,-8.104076,-0.082457,-0.060600
13,127.700,0.4205,-8.098812,-0.087884,-0.063011
13,127.750,0.4425,-8.091259,-0.095107,-0.065212
13,127.800,0.4607,-8.085136,-0.100948,-0.067570
13,127.850,0.4455,-8.078728,-0.107572,-0.069839
13,127.900,0.4821,-8.071461,-0.114373,-0.072020
13,127.950,0.4508,-8.065739,-0.120257,-0.074387
13,128.000,0.4877,-8.058014,-0.127192,-0.076569
13,128.050,0.4544,-8.052864,-0.132670,-0.078959
13,128.100,0.4861,-8.045082,-0.139914,-0.081118
13,128.150,0.4843,-8.039646,-0.145324,-0.083485
13,128.200,0.4908,-8.032551,-0.152429,-0.085663
13,128.250,0.5216,-8.025455,-0.158873,-0.087833
13,128.300,0.4956,-8.019505,-0.165079,-0.090101
13,128.350,0.5297,-8.011951,-0.171831,-0.092237
13,128.400,0.4963,-8.006516,-0.177506,-0.094553
13,128.450,0.5310,-7.998676,-0.184574,-0.096703
13,128.500,0.5319,-7.993126,-0.190166,-0.098999
13,128.550,0.5358,-7.986202,-0.197226,-0.101068
13,128.600,0.5633,-7.979336,-0.203309,-0.103260
13,128.650,0.5421,-7.973499,-0.209818,-0.105427
13,128.700,0.5778,-7.966061,-0.216687,-0.107492
13,128.750,0.5437,-7.961082,-0.222359,-0.109755
13,128.800,0.5834,-7.953472,-0.229338,-0.111769
13,128.850,0.5685,-7.948036,-0.234848,-0.114031
13,128.900,0.5925,-7.940483,-0.241959,-0.116014
13,128.950,0.6100,-7.934361,-0.247867,-0.118198
13,129.000,0.5970,-7.927551,-0.254647,-0.120205
13,129.050,0.6330,-7.920399,-0.261315,-0.122175
13,129.100,0.6020,-7.914505,-0.267113,-0.124344
13,129.150,0.6458,-7.907066,-0.274094,-0.126276
13,129.200,0.6208,-7.901745,-0.279684,-0.128387
13,129.250,0.6573,-7.893906,-0.286842,-0.130272
13,129.300,0.6632,-7.888012,-0.292433,-0.132351
13,129.350,0.6672,-7.880974,-0.299354,-0.134184
13,129.400,0.7006,-7.873936,-0.305837,-0.136057
13,129.450,0.6782,-7.868042,-0.311911,-0.138018
13,129.500,0.7245,-7.860832,-0.318709,-0.139788
13,129.550,0.7002,-7.855110,-0.324464,-0.141760
13,129.600,0.7472,-7.847042,-0.331608,-0.143415
13,129.650,0.7352,-7.842064,-0.336992,-0.145338
13,129.700,0.7648,-7.834511,-0.344138,-0.146938
13,129.750,0.8033,-7.827587,-0.350370,-0.148657
13,129.800,0.7932,-7.821636,-0.356724,-0.150297
13,129.850,0.8455,-7.814140,-0.363360,-0.151829
13,129.900,0.8320,-7.808247,-0.369291,-0.153488
13,129.950,0.8886,-7.800522,-0.376249,-0.154829
14,130.000,0.7944,-7.798176,-0.379508,-0.156754
14,130.050,0.4933,-7.807560,-0.373976,-0.159210
14,130.100,0.3712,-7.814655,-0.367830,-0.160992
14,130.150,0.3028,-7.822323,-0.360955,-0.162470
14,130.200,0.2078,-7.829704,-0.354595,-0.163420
14,130.250,0.1779,-7.835941,-0.348477,-0.163921
14,130.300,0.0956,-7.843838,-0.341419,-0.164318
14,130.350,0.0835,-7.849331,-0.335934,-0.164165
14,130.400,0.0187,-7.857285,-0.328839,-0.164083
14,130.450,-0.0087,-7.863579,-0.323192,-0.163507
14,130.500,-0.0323,-7.870502,-0.316131,-0.163071
14,130.550,-0.0797,-7.877197,-0.309983,-0.162384
14,130.600,-0.0751,-7.883663,-0.303623,-0.161512
14,130.650,-0.1267,-7.890987,-0.296693,-0.160696
14,130.700,-0.1101,-7.896767,-0.291056,-0.159437
14,130.750,-0.1551,-7.904148,-0.283983,-0.158417
14,130.800,-0.1519,-7.910156,-0.278546,-0.157003
14,130.850,-0.1734,-7.917366,-0.271294,-0.155775
14,130.900,-0.2040,-7.924118,-0.265246,-0.154354
14,130.950,-0.1914,-7.930183,-0.258722,-0.152847
14,131.000,-0.2345,-7.937508,-0.251980,-0.151394
14,131.050,-0.2056,-7.943001,-0.246234,-0.149652
14,131.100,-0.2436,-7.951012,-0.239149,-0.148153
14,131.150,-0.2146,-7.955875,-0.233724,-0.146292
14,131.200,-0.2487,-7.963543,-0.226446,-0.144667
14,131.250,-0.2681,-7.968979,-0.220739,-0.142811
14,131.300,-0.2581,-7.975674,-0.213947,-0.141043
14,131.350,-0.2916,-7.982826,-0.207565,-0.139238
14,131.400,-0.2644,-7.988205,-0.201467,-0.137350
14,131.450,-0.2987,-7.996216,-0.194401,-0.135553
14,131.500,-0.2645,-8.001366,-0.188880,-0.133448
14,131.550,-0.3002,-8.008804,-0.181879,-0.131588
14,131.600,-0.3038,-8.014984,-0.176211,-0.129452
14,131.650,-0.3076,-8.021965,-0.169078,-0.127516
14,131.700,-0.3375,-8.028603,-0.162928,-0.125439
14,131.750,-0.3104,-8.034954,-0.156607,-0.123278
14,131.800,-0.3483,-8.042336,-0.149753,-0.121199
14,131.850,-0.3101,-8.047657,-0.144003,-0.118938
14,131.900,-0.3517,-8.055325,-0.137065,-0.116852
14,131.950,-0.3378,-8.060646,-0.131504,-0.114546
14,132.000,-0.3524,-8.068199,-0.124322,-0.112417
14,132.050,-0.3695,-8.074665,-0.118576,-0.110119
14,132.100,-0.3511,-8.080902,-0.111769,-0.107887
14,132.150,-0.3868,-8.088284,-0.105123,-0.105694
14,132.200,-0.3528,-8.093376,-0.099297,-0.103336
14,132.250,-0.3925,-8.101387,-0.092238,-0.101187
14,132.300,-0.3651,-8.106136,-0.086817,-0.098776
14,132.350,-0.3933,-8.114033,-0.079502,-0.096601
14,132.400,-0.3924,-8.119869,-0.074010,-0.094198
14,132.450,-0.3913,-8.127079,-0.066993,-0.091970
14,132.500,-0.4193,-8.133831,-0.060742,-0.089668
14,132.550,-0.3934,-8.139896,-0.054478,-0.087347
14,132.600,-0.4325,-8.147449,-0.047685,-0.085093
14,132.650,-0.3961,-8.152485,-0.041961,-0.082687
14,132.700,-0.4297,-8.160324,-0.034816,-0.080435
14,132.750,-0.4353,-8.166389,-0.029131,-0.077995
14,132.800,-0.4252,-8.173084,-0.022157,-0.075752
14,132.850,-0.4556,-8.179836,-0.016141,-0.073381
14,132.900,-0.4329,-8.186302,-0.009615,-0.071028
14,132.950,-0.4700,-8.193226,-0.003190,-0.068762
14,133.000,-0.4361,-8.199005,0.002891,-0.066364
14,133.050,-0.4697,-8.206730,0.009922,-0.064081
14,133.100,-0.4619,-8.212566,0.015543,-0.061628
14,133.150,-0.4707,-8.219318,0.022544,-0.059362
14,133.200,-0.4941,-8.225670,0.028441,-0.056965
14,133.250,-0.4760,-8.232021,0.035057,-0.054636
14,133.300,-0.5144,-8.239346,0.041894,-0.052404
14,133.350,-0.4755,-8.244724,0.047739,-0.049892
14,133.400,-0.5166,-8.252678,0.054682,-0.047670
14,133.450,-0.4857,-8.257942,0.060183,-0.045218
14,133.500,-0.5160,-8.265724,0.067362,-0.042955
14,133.550,-0.5271,-8.271389,0.072926,-0.040543
14,133.600,-0.5240,-8.278599,0.079898,-0.038280
14,133.650,-0.5596,-8.285522,0.086443,-0.036007
14,133.700,-0.5265,-8.291588,0.092587,-0.033617
14,133.750,-0.5640,-8.298969,0.099331,-0.031311
14,133.800,-0.5350,-8.304462,0.104979,-0.028893
14,133.850,-0.5732,-8.312073,0.112098,-0.026630
14,133.900,-0.5655,-8.317852,0.117576,-0.024193
14,133.950,-0.5826,-8.325348,0.124717,-0.021950
14,134.000,-0.6109,-8.331699,0.130734,-0.019579
14,134.050,-0.5850,-8.338509,0.137293,-0.017235
14,134.100,-0.6327,-8.345375,0.143880,-0.014959
14,134.150,-0.6003,-8.351326,0.149856,-0.012569
14,134.200,-0.6458,-8.359051,0.156798,-0.010338
14,134.250,-0.6220,-8.364258,0.162422,-0.007929
14,134.300,-0.6568,-8.371983,0.169417,-0.005646
14,134.350,-0.6816,-8.378334,0.175355,-0.003267
14,134.400,-0.6660,-8.385086,0.182082,-0.000996
14,134.450,-0.7110,-8.392010,0.188402,0.001305
14,134.500,-0.6865,-8.398190,0.194583,0.003630
14,134.550,-0.7389,-8.405972,0.201709,0.005808
14,134.600,-0.7071,-8.410950,0.207185,0.008204
14,134.650,-0.7496,-8.419304,0.214263,0.010363
14,134.700,-0.7706,-8.425255,0.219919,0.012730
14,134.750,-0.7684,-8.432236,0.226882,0.014875
14,134.800,-0.8077,-8.439102,0.232889,0.017122
14,134.850,-0.7974,-8.445396,0.239398,0.019346
14,134.900,-0.8463,-8.452835,0.246088,0.021471
14,134.950,-0.8223,-8.458672,0.251966,0.023741
14,135.000,-0.7980,-8.463478,0.257145,0.026014
14,135.050,-0.4575,-8.452721,0.251135,0.027855
14,135.100,-0.3671,-8.444881,0.243780,0.029167
14,135.150,-0.2668,-8.436871,0.237063,0.029924
14,135.200,-0.2424,-8.430634,0.230976,0.030190
14,135.250,-0.1602,-8.422737,0.224249,0.030369
14,135.300,-0.1459,-8.416729,0.218495,0.030115
14,135.350,-0.0734,-8.408604,0.211345,0.029886
14,135.400,-0.0569,-8.402882,0.205965,0.029224
14,135.450,-0.0089,-8.395557,0.198671,0.028580
14,135.500,0.0431,-8.388405,0.192566,0.027670
14,135.550,0.0356,-8.381939,0.186167,0.026606
14,135.600,0.0915,-8.374729,0.179619,0.025490
14,135.650,0.0787,-8.369122,0.173737,0.024084
14,135.700,0.1256,-8.361168,0.166552,0.022764
14,135.750,0.1118,-8.355904,0.161160,0.021109
14,135.800,0.1496,-8.348179,0.153949,0.019602
14,135.850,0.1810,-8.341827,0.148084,0.017845
14,135.900,0.1683,-8.335247,0.141366,0.016140
14,135.950,0.2102,-8.327980,0.134925,0.014391
14,136.000,0.1883,-8.322372,0.128895,0.012457
14,136.050,0.2277,-8.314590,0.121810,0.010664
14,136.100,0.2028,-8.309155,0.116304,0.008623
14,136.150,0.2364,-8.301659,0.109179,0.006744
14,136.200,0.2486,-8.295765,0.103580,0.004618
14,136.250,0.2461,-8.288841,0.096663,0.002645
14,136.300,0.2787,-8.281918,0.090331,0.000593
14,136.350,0.2585,-8.275909,0.084131,-0.001532
14,136.400,0.2929,-8.268299,0.077091,-0.003553
14,136.450,0.2628,-8.262634,0.071587,-0.005821
14,136.500,0.2945,-8.255310,0.064444,-0.007841
14,136.550,0.2804,-8.249874,0.059054,-0.010139
14,136.600,0.3016,-8.242035,0.051764,-0.012220
14,136.650,0.3262,-8.236027,0.045967,-0.014446
14,136.700,0.3097,-8.229389,0.039264,-0.016644
14,136.750,0.3395,-8.222351,0.032434,-0.018753
14,136.800,0.3106,-8.216858,0.026693,-0.021114
14,136.850,0.3419,-8.209534,0.019713,-0.023270
14,136.900,0.3200,-8.204269,0.014286,-0.025625
14,136.950,0.3478,-8.196430,0.007062,-0.027754
14,137.000,0.3575,-8.190708,0.001542,-0.030098
14,137.050,0.3512,-8.183270,-0.005567,-0.032276
14,137.100,0.3848,-8.176517,-0.012143,-0.034479
14,137.150,0.3529,-8.170681,-0.018014,-0.036844
14,137.200,0.3858,-8.163357,-0.024939,-0.039019
14,137.250,0.3569,-8.157921,-0.030571,-0.041376
14,137.300,0.3908,-8.150253,-0.037704,-0.043528
14,137.350,0.3940,-8.144245,-0.043362,-0.045904
14,137.400,0.3917,-8.137722,-0.050250,-0.048101
14,137.450,0.4160,-8.130856,-0.056546,-0.050329
14,137.500,0.3901,-8.124619,-0.062815,-0.052643
14,137.550,0.4262,-8.117008,-0.069752,-0.054802
14,137.600,0.3967,-8.111916,-0.075363,-0.057215
14,137.650,0.4337,-8.104191,-0.082472,-0.059383
14,137.700,0.4232,-8.097897,-0.088018,-0.061829
14,137.750,0.4312,-8.091030,-0.095144,-0.064024
14,137.800,0.4551,-8.084736,-0.101061,-0.066366
14,137.850,0.4341,-8.078327,-0.107630,-0.068640
14,137.900,0.4704,-8.071289,-0.114293,-0.070839
14,137.950,0.4420,-8.065739,-0.120205,-0.073223
14,138.000,0.4771,-8.057842,-0.127171,-0.075432
14,138.050,0.4483,-8.052807,-0.132754,-0.077826
14,138.100,0.4732,-8.044910,-0.139914,-0.080009
14,138.150,0.4820,-8.039360,-0.145423,-0.082327
14,138.200,0.4776,-8.032265,-0.152446,-0.084539
14,138.250,0.5168,-8.024940,-0.159132,-0.086693
14,138.300,0.4856,-8.019161,-0.165081,-0.089054
14,138.350,0.5208,-8.011837,-0.171927,-0.091173
14,138.400,0.4875,-8.006916,-0.177517,-0.093540
14,138.450,0.5193,-7.998848,-0.184695,-0.095638
14,138.500,0.5105,-7.993584,-0.190060,-0.097977
14,138.550,0.5270,-7.986088,-0.197255,-0.100077
14,138.600,0.5592,-7.979050,-0.203610,-0.102234
14,138.650,0.5338,-7.973099,-0.209827,-0.104441
14,138.700,0.5664,-7.966347,-0.216447,-0.106531
14,138.750,0.5347,-7.961025,-0.222257,-0.108797
14,138.800,0.5736,-7.953358,-0.229454,-0.110842
14,138.850,0.5471,-7.948208,-0.234813,-0.113121
14,138.900,0.5818,-7.940483,-0.241966,-0.115086
14,138.950,0.6077,-7.933846,-0.248011,-0.117245
14,139.000,0.5878,-7.927437,-0.254624,-0.119331
14,139.050,0.6222,-7.920456,-0.261000,-0.121363
14,139.100,0.5939,-7.914505,-0.267082,-0.123507
14,139.150,0.6324,-7.907124,-0.274046,-0.125387
14,139.200,0.6096,-7.901802,-0.279716,-0.127546
14,139.250,0.6453,-7.893906,-0.286845,-0.129406
14,139.300,0.6644,-7.888012,-0.292499,-0.131489
14,139.350,0.6568,-7.880917,-0.299406,-0.133352
14,139.400,0.6945,-7.873707,-0.305953,-0.135260
14,139.450,0.6676,-7.868099,-0.311930,-0.137260
14,139.500,0.7159,-7.860432,-0.318722,-0.138994
14,139.550,0.6912,-7.855053,-0.324483,-0.140972
14,139.600,0.7351,-7.847500,-0.331602,-0.142654
14,139.650,0.7318,-7.841377,-0.337066,-0.144613
14,139.700,0.7525,-7.834167,-0.344174,-0.146221
14,139.750,0.7937,-7.827816,-0.350446,-0.147915
14,139.800,0.7821,-7.821121,-0.356811,-0.149605
14,139.850,0.8332,-7.814026,-0.363383,-0.151136
14,139.900,0.8193,-7.808018,-0.369261,-0.152807
14,139.950,0.8763,-7.800179,-0.376323,-0.154139
15,140.000,0.7737,-7.797890,-0.379510,-0.156002
15,140.050,0.4884,-7.807446,-0.373887,-0.158459
15,140.100,0.3567,-7.815056,-0.367425,-0.160330
15,140.150,0.2953,-7.822037,-0.361026,-0.161682
15,140.200,0.1996,-7.829876,-0.354296,-0.162687
15,140.250,0.1733,-7.835941,-0.348471,-0.163095
15,140.300,0.0940,-7.843609,-0.341388,-0.163479
15,140.350,0.0823,-7.849331,-0.335811,-0.163290
15,140.400,0.0153,-7.857113,-0.328670,-0.163183
15,140.450,-0.0192,-7.863579,-0.323006,-0.162670
15,140.500,-0.0354,-7.870502,-0.316066,-0.162155
15,140.550,-0.0782,-7.877026,-0.309881,-0.161436
15,140.600,-0.0760,-7.883434,-0.303539,-0.160540
15,140.650,-0.1237,-7.891045,-0.296665,-0.159693
15,140.700,-0.1094,-7.896194,-0.291103,-0.158428
15,140.750,-0.1543,-7.904148,-0.283922,-0.157406
15,140.800,-0.1556,-7.909584,-0.278427,-0.155968
15,140.850,-0.1722,-7.917023,-0.271281,-0.154722
15,140.900,-0.2015,-7.923546,-0.265348,-0.153244
15,140.950,-0.1901,-7.929783,-0.258783,-0.151768
15,141.000,-0.2299,-7.937050,-0.252062,-0.150253
15,141.050,-0.2044,-7.942657,-0.246206,-0.148550
15,141.100,-0.2420,-7.950382,-0.239129,-0.147026
15,141.150,-0.2222,-7.955475,-0.233643,-0.145138
15,141.200,-0.2450,-7.962914,-0.226454,-0.143513
15,141.250,-0.2660,-7.968407,-0.220758,-0.141609
15,141.300,-0.2553,-7.975388,-0.213952,-0.139851
15,141.350,-0.2914,-7.982311,-0.207311,-0.138033
15,141.400,-0.2581,-7.987747,-0.201440,-0.136051
15,141.450,-0.2970,-7.995415,-0.194418,-0.134245
15,141.500,-0.2632,-8.000507,-0.188924,-0.132154
15,141.550,-0.2982,-8.008461,-0.181678,-0.130281
15,141.600,-0.2901,-8.013611,-0.176300,-0.128120
15,141.650,-0.3050,-8.021393,-0.169114,-0.126133
15,141.700,-0.3341,-8.027859,-0.162900,-0.124058
15,141.750,-0.3078,-8.034096,-0.156562,-0.121885
15,141.800,-0.3412,-8.041306,-0.149696,-0.119810
15,141.850,-0.3065,-8.046398,-0.144113,-0.117525
15,141.900,-0.3448,-8.054466,-0.136914,-0.115433
15,141.950,-0.3358,-8.060188,-0.131463,-0.113081
15,142.000,-0.3487,-8.067570,-0.124380,-0.110950
15,142.050,-0.3718,-8.073692,-0.118360,-0.108656
15,142.100,-0.3459,-8.080444,-0.111721,-0.106380
15,142.150,-0.3801,-8.087540,-0.104987,-0.104206
15,142.200,-0.3460,-8.092461,-0.099211,-0.101826
15,142.250,-0.3849,-8.100243,-0.092325,-0.099646
15,142.300,-0.3601,-8.105450,-0.086729,-0.097218
15,142.350,-0.3846,-8.113632,-0.079433,-0.095043
15,142.400,-0.3929,-8.119068,-0.073871,-0.092627
15,142.450,-0.3814,-8.125935,-0.066916,-0.090399
15,142.500,-0.4173,-8.133030,-0.060391,-0.088148
15,142.550,-0.3846,-8.138809,-0.054429,-0.085728
15,142.600,-0.4243,-8.146591,-0.047525,-0.083506
15,142.650,-0.3925,-8.151455,-0.042037,-0.081064
15,142.700,-0.4239,-8.159523,-0.034770,-0.078844
15,142.750,-0.4217,-8.165188,-0.029226,-0.076368
15,142.800,-0.4217,-8.172283,-0.022220,-0.074072
15,142.850,-0.4542,-8.179493,-0.015857,-0.071741
15,142.900,-0.4253,-8.185215,-0.009606,-0.069334
15,142.950,-0.4622,-8.192654,-0.002998,-0.067057
15,143.000,-0.4301,-8.198147,0.003010,-0.064581
15,143.050,-0.4619,-8.205872,0.010078,-0.062346
15,143.100,-0.4390,-8.211250,0.015437,-0.059837
15,143.150,-0.4627,-8.218575,0.022620,-0.057577
15,143.200,-0.4898,-8.224812,0.028634,-0.055185
15,143.250,-0.4677,-8.231220,0.035172,-0.052822
15,143.300,-0.5029,-8.238144,0.041660,-0.050528
15,143.350,-0.4721,-8.244152,0.047681,-0.048092
15,143.400,-0.5068,-8.251991,0.054706,-0.045813
15,143.450,-0.4811,-8.257198,0.060265,-0.043333
15,143.500,-0.5093,-8.264694,0.067353,-0.041071
15,143.550,-0.5228,-8.270817,0.073012,-0.038656
15,143.600,-0.5147,-8.277798,0.080011,-0.036383
15,143.650,-0.5478,-8.284378,0.086163,-0.034042
15,143.700,-0.5196,-8.291073,0.092473,-0.031658
15,143.750,-0.5554,-8.298454,0.099444,-0.029408
15,143.800,-0.5232,-8.303776,0.105057,-0.026955
15,143.850,-0.5646,-8.311501,0.112091,-0.024710
15,143.900,-0.5626,-8.317108,0.117660,-0.022238
15,143.950,-0.5725,-8.324432,0.124806,-0.019976
15,144.000,-0.6073,-8.331356,0.131154,-0.017647
15,144.050,-0.5774,-8.337650,0.137263,-0.015223
15,144.100,-0.6184,-8.345032,0.143993,-0.012959
15,144.150,-0.5886,-8.350410,0.149800,-0.010530
15,144.200,-0.6311,-8.358307,0.156961,-0.008280
15,144.250,-0.6182,-8.363914,0.162446,-0.005821
15,144.300,-0.6450,-8.371525,0.169517,-0.003580
15,144.350,-0.6728,-8.378048,0.175541,-0.001179
15,144.400,-0.6539,-8.384743,0.182154,0.001102
15,144.450,-0.6959,-8.391266,0.188444,0.003374
15,144.500,-0.6729,-8.397388,0.194625,0.005733
15,144.550,-0.7198,-8.405228,0.201642,0.007900
15,144.600,-0.6960,-8.410549,0.207187,0.010328
15,144.650,-0.7376,-8.418674,0.214333,0.012495
15,144.700,-0.7616,-8.424912,0.220089,0.014837
15,144.750,-0.7537,-8.431606,0.226889,0.017008
15,144.800,-0.7973,-8.438759,0.233114,0.019239
15,144.850,-0.7817,-8.444824,0.239435,0.021465
15,144.900,-0.8337,-8.452549,0.246260,0.023611
15,144.950,-0.8077,-8.457928,0.251997,0.025864
15,145.000,-0.7847,-8.462906,0.257138,0.028154
15,145.050,-0.4305,-8.451862,0.250876,0.029999
15,145.100,-0.3605,-8.444138,0.243701,0.031235
15,145.150,-0.2570,-8.436699,0.237262,0.031929
15,145.200,-0.2333,-8.430119,0.230989,0.032228
15,145.250,-0.1499,-8.422279,0.224117,0.032394
15,145.300,-0.1398,-8.416500,0.218456,0.032068
15,145.350,-0.0653,-8.408661,0.211450,0.031832
15,145.400,-0.0433,-8.402710,0.205937,0.031128
15,145.450,-0.0042,-8.395042,0.198676,0.030468
