Cycle,Time,Load (kN),Actuator (mm),External (mm),On-Specimen LVDT (mm)
1,0.000,0.0152,-7.806759,-0.378745,-0.247141
1,0.050,-0.2146,-7.815285,-0.373151,-0.248470
1,0.100,-0.2502,-7.820950,-0.368101,-0.249220
1,0.150,-0.3716,-7.828846,-0.361275,-0.250202
1,0.200,-0.4232,-7.834854,-0.355746,-0.250658
1,0.250,-0.5038,-7.842808,-0.348603,-0.251389
1,0.300,-0.5801,-7.849846,-0.342479,-0.251640
1,0.350,-0.6115,-7.856598,-0.336023,-0.251951
1,0.400,-0.6969,-7.864494,-0.329358,-0.252136
1,0.450,-0.7063,-7.870388,-0.323435,-0.252012
1,0.500,-0.7887,-7.878513,-0.316394,-0.252106
1,0.550,-0.8003,-7.883949,-0.310858,-0.251709
1,0.600,-0.8770,-7.892075,-0.303807,-0.251623
1,0.650,-0.9298,-7.898540,-0.297810,-0.251135
1,0.700,-0.9503,-7.905693,-0.291149,-0.250761
1,0.750,-1.0119,-7.912788,-0.284862,-0.250225
1,0.800,-1.0225,-7.919369,-0.278561,-0.249613
1,0.850,-1.0944,-7.927380,-0.271642,-0.249102
1,0.900,-1.0900,-7.932587,-0.265944,-0.248213
1,0.950,-1.1621,-7.940826,-0.259038,-0.247559
1,1.000,-1.1874,-7.947235,-0.253182,-0.246574
1,1.050,-1.2116,-7.954159,-0.246273,-0.245811
1,1.100,-1.2601,-7.961140,-0.240221,-0.244776
1,1.150,-1.2593,-7.967548,-0.233753,-0.243748
1,1.200,-1.3239,-7.974815,-0.226946,-0.242779
1,1.250,-1.3095,-7.980194,-0.221123,-0.241531
1,1.300,-1.3677,-7.988033,-0.214283,-0.240488
1,1.350,-1.3717,-7.993927,-0.208484,-0.239128
1,1.400,-1.4047,-8.001537,-0.201502,-0.238014
1,1.450,-1.4383,-8.008118,-0.195577,-0.236607
1,1.500,-1.4480,-8.015213,-0.188802,-0.235382
1,1.550,-1.4954,-8.022308,-0.182356,-0.234035
1,1.600,-1.4798,-8.028145,-0.176302,-0.232582
1,1.650,-1.5383,-8.036098,-0.169389,-0.231281
1,1.700,-1.5201,-8.041649,-0.163730,-0.229649
1,1.750,-1.5632,-8.049316,-0.156747,-0.228296
1,1.800,-1.5855,-8.055439,-0.150864,-0.226658
1,1.850,-1.5965,-8.062649,-0.144080,-0.225174
1,1.900,-1.6423,-8.069916,-0.137695,-0.223595
1,1.950,-1.6188,-8.075581,-0.131530,-0.221970
1,2.000,-1.6743,-8.083591,-0.124768,-0.220387
1,2.050,-1.6415,-8.088799,-0.118978,-0.218605
1,2.100,-1.7000,-8.096294,-0.111898,-0.217043
1,2.150,-1.6942,-8.102474,-0.106254,-0.215101
1,2.200,-1.7206,-8.110027,-0.099205,-0.213516
1,2.250,-1.7480,-8.116379,-0.093206,-0.211597
1,2.300,-1.7356,-8.122959,-0.086707,-0.209822
1,2.350,-1.7869,-8.130398,-0.079903,-0.208036
1,2.400,-1.7511,-8.136005,-0.073930,-0.206051
1,2.450,-1.8050,-8.143787,-0.067229,-0.204227
1,2.500,-1.7901,-8.149338,-0.061452,-0.202133
1,2.550,-1.8165,-8.156834,-0.054405,-0.200298
1,2.600,-1.8309,-8.163013,-0.048657,-0.198160
1,2.650,-1.8224,-8.169994,-0.041840,-0.196239
1,2.700,-1.8697,-8.177204,-0.035286,-0.194244
1,2.750,-1.8375,-8.183155,-0.029109,-0.192078
1,2.800,-1.8803,-8.190308,-0.022603,-0.190001
1,2.850,-1.8566,-8.196201,-0.016589,-0.187778
1,2.900,-1.8896,-8.203869,-0.009688,-0.185768
1,2.950,-1.8932,-8.209877,-0.003878,-0.183426
1,3.000,-1.8943,-8.216801,0.002886,-0.181303
1,3.050,-1.9309,-8.223152,0.009258,-0.179085
1,3.100,-1.8988,-8.229446,0.015656,-0.176832
1,3.150,-1.9397,-8.236256,0.022104,-0.174528
1,3.200,-1.9015,-8.241920,0.028068,-0.172167
1,3.250,-1.9458,-8.249702,0.035007,-0.169962
1,3.300,-1.9312,-8.255310,0.040718,-0.167437
1,3.350,-1.9499,-8.262806,0.047776,-0.165190
1,3.400,-1.9790,-8.269730,0.053946,-0.162752
1,3.450,-1.9485,-8.276138,0.060382,-0.160311
1,3.500,-1.9799,-8.282719,0.066718,-0.157839
1,3.550,-1.9430,-8.288441,0.072876,-0.155302
1,3.600,-1.9917,-8.296394,0.079902,-0.152945
1,3.650,-1.9530,-8.301830,0.085617,-0.150265
1,3.700,-1.9888,-8.309441,0.092497,-0.147825
1,3.750,-2.0043,-8.315792,0.098505,-0.145168
1,3.800,-1.9815,-8.322487,0.105205,-0.142609
1,3.850,-2.0068,-8.329010,0.111309,-0.139923
1,3.900,-1.9737,-8.335247,0.117676,-0.137342
1,3.950,-2.0173,-8.342628,0.124471,-0.134771
1,4.000,-1.9764,-8.348236,0.130402,-0.131987
1,4.050,-2.0151,-8.355846,0.137215,-0.129358
1,4.100,-2.0222,-8.361855,0.143165,-0.126537
1,4.150,-2.0040,-8.368492,0.149904,-0.123846
1,4.200,-2.0306,-8.375187,0.156089,-0.121023
1,4.250,-1.9974,-8.381538,0.162531,-0.118248
1,4.300,-2.0358,-8.388920,0.169199,-0.115467
1,4.350,-1.9901,-8.394241,0.175221,-0.112547
1,4.400,-2.0302,-8.401794,0.181911,-0.109749
1,4.450,-2.0081,-8.407574,0.187773,-0.106737
1,4.500,-2.0127,-8.414841,0.194699,-0.103951
1,4.550,-2.0334,-8.421249,0.200610,-0.100916
1,4.600,-2.0090,-8.427773,0.207372,-0.098051
1,4.650,-2.0380,-8.434639,0.213658,-0.095037
1,4.700,-2.0016,-8.440647,0.219925,-0.092047
1,4.750,-2.0313,-8.447914,0.226682,-0.089077
1,4.800,-1.9928,-8.453407,0.232562,-0.085930
1,4.850,-2.0290,-8.461189,0.239511,-0.082975
1,4.900,-2.0377,-8.467598,0.245433,-0.079788
1,4.950,-2.0144,-8.473892,0.252202,-0.076752
1,5.000,-1.9669,-8.478584,0.257531,-0.073471
1,5.050,-1.3586,-8.464680,0.252121,-0.069897
1,5.100,-1.1662,-8.455067,0.244696,-0.066780
1,5.150,-1.0771,-8.447571,0.238605,-0.064447
1,5.200,-0.9386,-8.438816,0.231383,-0.062370
1,5.250,-0.8251,-8.430862,0.225235,-0.060795
1,5.300,-0.7613,-8.424110,0.218537,-0.059370
1,5.350,-0.6528,-8.416214,0.212190,-0.058271
1,5.400,-0.6104,-8.409691,0.206092,-0.057364
1,5.450,-0.5130,-8.401337,0.199078,-0.056477
1,5.500,-0.4889,-8.395386,0.193468,-0.056053
1,5.550,-0.4013,-8.387146,0.186427,-0.055487
1,5.600,-0.3301,-8.380680,0.180624,-0.055292
1,5.650,-0.2981,-8.373528,0.173845,-0.054981
1,5.700,-0.2272,-8.366432,0.167601,-0.054934
1,5.750,-0.2112,-8.359909,0.161308,-0.054943
1,5.800,-0.1392,-8.352242,0.154280,-0.054914
1,5.850,-0.1377,-8.346405,0.148687,-0.055292
1,5.900,-0.0689,-8.338795,0.141778,-0.055471
1,5.950,-0.0385,-8.332729,0.136089,-0.056019
1,6.000,0.0017,-8.324833,0.128955,-0.056341
1,6.050,0.0509,-8.318367,0.123138,-0.057034
1,6.100,0.0604,-8.311787,0.116422,-0.057590
1,6.150,0.1188,-8.303833,0.109494,-0.058247
1,6.200,0.1051,-8.298225,0.103914,-0.059229
1,6.250,0.1671,-8.290443,0.096876,-0.059975
1,6.300,0.1634,-8.285065,0.091450,-0.061117
1,6.350,0.2103,-8.277054,0.084305,-0.062042
1,6.400,0.2480,-8.270416,0.078179,-0.063183
1,6.450,0.2430,-8.264008,0.071599,-0.064341
1,6.500,0.2883,-8.256569,0.065112,-0.065496
1,6.550,0.2743,-8.250790,0.058985,-0.066822
1,6.600,0.3236,-8.243408,0.052246,-0.068045
1,6.650,0.3052,-8.237457,0.046550,-0.069490
1,6.700,0.3450,-8.229904,0.039379,-0.070690
1,6.750,0.3532,-8.224754,0.033879,-0.072283
1,6.800,0.3622,-8.217716,0.026797,-0.073582
1,6.850,0.4018,-8.210621,0.020402,-0.075031
1,6.900,0.3842,-8.204784,0.014360,-0.076609
1,6.950,0.4277,-8.197289,0.007264,-0.077957
1,7.000,0.4011,-8.191967,0.001774,-0.079653
1,7.050,0.4400,-8.183956,-0.005461,-0.081074
1,7.100,0.4476,-8.178291,-0.010835,-0.082788
1,7.150,0.4534,-8.171253,-0.017888,-0.084253
1,7.200,0.4881,-8.164616,-0.024113,-0.085857
1,7.250,0.4717,-8.158550,-0.030437,-0.087498
1,7.300,0.5066,-8.150826,-0.037296,-0.089020
1,7.350,0.4799,-8.145847,-0.042905,-0.090822
1,7.400,0.5156,-8.137951,-0.049989,-0.092348
1,7.450,0.5008,-8.132572,-0.055520,-0.094191
1,7.500,0.5312,-8.125019,-0.062698,-0.095680
1,7.550,0.5492,-8.118954,-0.068472,-0.097460
1,7.600,0.5453,-8.112030,-0.075220,-0.099075
1,7.650,0.5771,-8.104820,-0.082063,-0.100679
1,7.700,0.5489,-8.099384,-0.087761,-0.102528
1,7.750,0.5889,-8.091774,-0.094774,-0.104094
1,7.800,0.5665,-8.086910,-0.100303,-0.105961
1,7.850,0.6044,-8.078957,-0.107496,-0.107498
1,7.900,0.6057,-8.073235,-0.112991,-0.109390
1,7.950,0.6131,-8.065910,-0.120043,-0.111032
1,8.000,0.6448,-8.058701,-0.126606,-0.112698
1,8.050,0.6255,-8.053093,-0.132687,-0.114557
1,8.100,0.6655,-8.045654,-0.139423,-0.116247
1,8.150,0.6408,-8.040390,-0.145140,-0.118162
1,8.200,0.6785,-8.032436,-0.152184,-0.119801
1,8.250,0.6636,-8.027058,-0.157712,-0.121733
1,8.300,0.6864,-8.019505,-0.164845,-0.123405
1,8.350,0.7173,-8.012810,-0.171112,-0.125191
1,8.400,0.7016,-8.006630,-0.177471,-0.126982
1,8.450,0.7394,-7.999363,-0.184012,-0.128696
1,8.500,0.7139,-7.993870,-0.189940,-0.130577
1,8.550,0.7522,-7.985859,-0.196952,-0.132236
1,8.600,0.7240,-7.980537,-0.202505,-0.134180
1,8.650,0.7623,-7.972984,-0.209682,-0.135782
1,8.700,0.7862,-7.966805,-0.215479,-0.137650
1,8.750,0.7789,-7.960682,-0.222222,-0.139357
1,8.800,0.8157,-7.953243,-0.228782,-0.141045
1,8.850,0.7917,-7.947636,-0.234787,-0.142876
1,8.900,0.8325,-7.939796,-0.241721,-0.144489
1,8.950,0.8010,-7.934818,-0.247287,-0.146397
1,9.000,0.8449,-7.926865,-0.254445,-0.147972
1,9.050,0.8466,-7.921257,-0.259982,-0.149874
1,9.100,0.8625,-7.913647,-0.267039,-0.151445
1,9.150,0.8962,-7.907295,-0.273459,-0.153133
1,9.200,0.8748,-7.901344,-0.279617,-0.154886
1,9.250,0.9159,-7.893848,-0.286354,-0.156488
1,9.300,0.8908,-7.888470,-0.292058,-0.158325
1,9.350,0.9362,-7.880745,-0.299175,-0.159815
1,9.400,0.9215,-7.875137,-0.304648,-0.161661
1,9.450,0.9546,-7.867641,-0.311790,-0.163136
1,9.500,0.9849,-7.860775,-0.318082,-0.164776
1,9.550,0.9690,-7.854538,-0.324394,-0.166416
1,9.600,1.0149,-7.847214,-0.331082,-0.167931
1,9.650,0.9917,-7.841320,-0.336904,-0.169641
1,9.700,1.0391,-7.834053,-0.343885,-0.171059
1,9.750,1.0165,-7.828274,-0.349488,-0.172758
1,9.800,1.0626,-7.820549,-0.356568,-0.174089
1,9.850,1.0862,-7.814140,-0.362485,-0.175718
1,9.900,1.0831,-7.807617,-0.369147,-0.177134
1,9.950,1.1267,-7.800694,-0.375463,-0.178553
2,10.000,1.0307,-7.797604,-0.379592,-0.180387
2,10.050,0.6544,-7.806988,-0.374524,-0.183165
2,10.100,0.5396,-7.814484,-0.368447,-0.185431
2,10.150,0.3982,-7.823238,-0.361273,-0.187534
2,10.200,0.3071,-7.829590,-0.355484,-0.188944
2,10.250,0.2366,-7.837029,-0.348552,-0.190319
2,10.300,0.1587,-7.844353,-0.342446,-0.191231
2,10.350,0.1142,-7.850819,-0.336110,-0.191919
2,10.400,0.0338,-7.858543,-0.329196,-0.192547
2,10.450,0.0181,-7.864380,-0.323536,-0.192663
2,10.500,-0.0549,-7.872505,-0.316410,-0.192942
2,10.550,-0.0712,-7.877998,-0.310910,-0.192719
2,10.600,-0.1226,-7.885666,-0.303733,-0.192743
2,10.650,-0.1633,-7.892418,-0.297837,-0.192371
2,10.700,-0.1761,-7.898655,-0.291258,-0.191986
2,10.750,-0.2352,-7.906265,-0.284560,-0.191593
2,10.800,-0.2252,-7.912159,-0.278673,-0.190868
2,10.850,-0.2802,-7.920113,-0.271666,-0.190363
2,10.900,-0.2652,-7.924862,-0.266160,-0.189388
2,10.950,-0.3102,-7.932816,-0.259036,-0.188736
2,11.000,-0.3246,-7.938881,-0.253411,-0.187670
2,11.050,-0.3382,-7.945919,-0.246349,-0.186844
2,11.100,-0.3885,-7.953415,-0.239793,-0.185940
2,11.150,-0.3661,-7.958679,-0.233803,-0.184753
2,11.200,-0.4097,-7.966003,-0.226860,-0.183762
2,11.250,-0.3829,-7.971268,-0.221205,-0.182461
2,11.300,-0.4270,-7.978878,-0.214153,-0.181448
2,11.350,-0.4337,-7.984715,-0.208558,-0.180065
2,11.400,-0.4487,-7.991982,-0.201524,-0.178928
2,11.450,-0.4828,-7.998505,-0.195378,-0.177546
2,11.500,-0.4685,-8.005142,-0.188936,-0.176161
2,11.550,-0.5129,-8.012524,-0.182047,-0.174854
2,11.600,-0.4819,-8.017788,-0.176365,-0.173233
2,11.650,-0.5275,-8.025341,-0.169421,-0.171858
2,11.700,-0.5186,-8.031349,-0.163911,-0.170162
2,11.750,-0.5445,-8.038731,-0.156730,-0.168739
2,11.800,-0.5613,-8.044682,-0.150913,-0.167057
2,11.850,-0.5557,-8.051662,-0.144152,-0.165535
2,11.900,-0.5906,-8.058643,-0.137678,-0.163923
2,11.950,-0.5648,-8.064537,-0.131627,-0.162178
2,12.000,-0.6088,-8.071976,-0.124709,-0.160639
2,12.050,-0.5857,-8.077240,-0.119117,-0.158760
2,12.100,-0.6215,-8.085022,-0.111885,-0.157244
2,12.150,-0.6283,-8.090687,-0.106278,-0.155365
2,12.200,-0.6302,-8.097668,-0.099360,-0.153704
2,12.250,-0.6672,-8.104362,-0.093002,-0.151949
2,12.300,-0.6430,-8.110600,-0.086850,-0.150137
2,12.350,-0.6867,-8.117981,-0.080149,-0.148434
2,12.400,-0.6591,-8.123760,-0.074254,-0.146494
2,12.450,-0.6987,-8.131256,-0.067130,-0.144787
2,12.500,-0.6833,-8.136921,-0.061675,-0.142773
2,12.550,-0.7129,-8.144474,-0.054596,-0.141037
2,12.600,-0.7460,-8.151054,-0.048358,-0.139175
2,12.650,-0.7261,-8.157234,-0.041933,-0.137268
2,12.700,-0.7676,-8.164444,-0.035470,-0.135416
2,12.750,-0.7418,-8.170452,-0.029453,-0.133404
2,12.800,-0.7857,-8.178349,-0.022454,-0.131594
2,12.850,-0.7699,-8.184013,-0.016875,-0.129480
2,12.900,-0.8009,-8.191166,-0.009845,-0.127701
2,12.950,-0.8171,-8.197460,-0.004021,-0.125668
2,13.000,-0.8218,-8.204155,0.002841,-0.123741
2,13.050,-0.8619,-8.211651,0.009577,-0.121830
2,13.100,-0.8340,-8.217602,0.015377,-0.119728
2,13.150,-0.8796,-8.224754,0.022256,-0.117857
2,13.200,-0.8538,-8.229618,0.027854,-0.115698
2,13.250,-0.9027,-8.237514,0.034842,-0.113811
2,13.300,-0.9158,-8.243351,0.040620,-0.111656
2,13.350,-0.9245,-8.250790,0.047616,-0.109745
2,13.400,-0.9608,-8.258171,0.054021,-0.107721
2,13.450,-0.9367,-8.264236,0.060206,-0.105616
2,13.500,-0.9883,-8.271503,0.066915,-0.103649
2,13.550,-0.9624,-8.276882,0.072630,-0.101494
2,13.600,-1.0162,-8.285065,0.079814,-0.099602
2,13.650,-1.0055,-8.290672,0.085357,-0.097376
2,13.700,-1.0327,-8.298283,0.092358,-0.095459
2,13.750,-1.0696,-8.304920,0.098608,-0.093357
2,13.800,-1.0526,-8.311329,0.105088,-0.091291
2,13.850,-1.1049,-8.318481,0.111407,-0.089262
2,13.900,-1.0816,-8.324432,0.117478,-0.087152
2,13.950,-1.1370,-8.332214,0.124632,-0.085213
2,14.000,-1.1131,-8.337650,0.130169,-0.083019
2,14.050,-1.1588,-8.345547,0.137223,-0.081005
2,14.100,-1.1892,-8.351898,0.143130,-0.078873
2,14.150,-1.1834,-8.358707,0.149769,-0.076868
2,14.200,-1.2280,-8.365746,0.156000,-0.074749
2,14.250,-1.2169,-8.371925,0.162368,-0.072672
2,14.300,-1.2644,-8.379650,0.169158,-0.070616
2,14.350,-1.2349,-8.385029,0.174932,-0.068419
2,14.400,-1.2893,-8.393154,0.181804,-0.066385
2,14.450,-1.2984,-8.398533,0.187578,-0.064117
2,14.500,-1.3145,-8.405972,0.194549,-0.062092
2,14.550,-1.3537,-8.412781,0.200503,-0.059877
2,14.600,-1.3448,-8.419762,0.207198,-0.057720
2,14.650,-1.3902,-8.427029,0.213728,-0.055521
2,14.700,-1.3635,-8.432407,0.219722,-0.053196
2,14.750,-1.4174,-8.440418,0.226527,-0.051023
2,14.800,-1.4168,-8.446198,0.232281,-0.048655
2,14.850,-1.4467,-8.453693,0.239354,-0.046427
2,14.900,-1.4713,-8.460217,0.245235,-0.043962
2,14.950,-1.4636,-8.467140,0.251960,-0.041679
2,15.000,-1.4385,-8.471947,0.257232,-0.039082
2,15.050,-0.9842,-8.460445,0.251770,-0.036293
2,15.100,-0.8179,-8.451061,0.244395,-0.033962
2,15.150,-0.7264,-8.443794,0.238467,-0.032429
2,15.200,-0.6241,-8.435841,0.231255,-0.030998
2,15.250,-0.5210,-8.428173,0.225093,-0.030098
2,15.300,-0.4759,-8.421364,0.218613,-0.029249
2,15.350,-0.3826,-8.413467,0.212101,-0.028671
2,15.400,-0.3595,-8.407288,0.206069,-0.028379
2,15.450,-0.2774,-8.399277,0.199026,-0.028025
2,15.500,-0.2602,-8.393612,0.193525,-0.028105
2,15.550,-0.1844,-8.385429,0.186398,-0.028011
2,15.600,-0.1208,-8.378849,0.180453,-0.028269
2,15.650,-0.1029,-8.371811,0.173743,-0.028509
2,15.700,-0.0383,-8.364544,0.167371,-0.028862
2,15.750,-0.0366,-8.358650,0.161227,-0.029421
2,15.800,0.0270,-8.350582,0.154267,-0.029924
2,15.850,0.0209,-8.345318,0.148724,-0.030809
2,15.900,0.0825,-8.337593,0.141671,-0.031534
2,15.950,0.1065,-8.331528,0.136086,-0.032618
2,16.000,0.1258,-8.323975,0.128956,-0.033508
2,16.050,0.1695,-8.317394,0.122882,-0.034658
2,16.100,0.1634,-8.311043,0.116428,-0.035841
2,16.150,0.2150,-8.303318,0.109527,-0.036972
2,16.200,0.1984,-8.297882,0.103894,-0.038435
2,16.250,0.2468,-8.290043,0.096789,-0.039650
2,16.300,0.2404,-8.284779,0.091371,-0.041256
2,16.350,0.2656,-8.276825,0.084186,-0.042591
2,16.400,0.2942,-8.270760,0.078397,-0.044182
2,16.450,0.2851,-8.263779,0.071649,-0.045650
2,16.500,0.3298,-8.256397,0.064809,-0.047132
2,16.550,0.3058,-8.250961,0.059059,-0.048861
2,16.600,0.3462,-8.243580,0.052145,-0.050371
2,16.650,0.3256,-8.238201,0.046635,-0.052185
2,16.700,0.3572,-8.230362,0.039409,-0.053728
2,16.750,0.3696,-8.224297,0.033874,-0.055609
2,16.800,0.3720,-8.218002,0.026957,-0.057264
2,16.850,0.4082,-8.210678,0.020359,-0.058994
2,16.900,0.3875,-8.204670,0.014229,-0.060833
2,16.950,0.4219,-8.197231,0.007482,-0.062546
2,17.000,0.3941,-8.192081,0.001807,-0.064526
2,17.050,0.4281,-8.184414,-0.005326,-0.066212
2,17.100,0.4166,-8.178978,-0.010662,-0.068216
2,17.150,0.4414,-8.171597,-0.017864,-0.069929
2,17.200,0.4725,-8.164501,-0.024287,-0.071745
2,17.250,0.4507,-8.158493,-0.030413,-0.073669
2,17.300,0.4838,-8.150940,-0.037182,-0.075434
2,17.350,0.4551,-8.145733,-0.042953,-0.077465
2,17.400,0.4936,-8.138008,-0.050038,-0.079214
2,17.450,0.4677,-8.132801,-0.055559,-0.081259
2,17.500,0.5033,-8.125019,-0.062690,-0.083040
2,17.550,0.5260,-8.118725,-0.068754,-0.084953
2,17.600,0.5061,-8.112259,-0.075224,-0.086840
2,17.650,0.5442,-8.104591,-0.082096,-0.088614
2,17.700,0.5124,-8.099270,-0.087863,-0.090725
2,17.750,0.5529,-8.091946,-0.094755,-0.092531
2,17.800,0.5308,-8.086853,-0.100310,-0.094648
2,17.850,0.5629,-8.078842,-0.107420,-0.096443
2,17.900,0.5652,-8.073292,-0.113036,-0.098534
2,17.950,0.5683,-8.065853,-0.120110,-0.100380
2,18.000,0.6036,-8.058929,-0.126658,-0.102314
2,18.050,0.5778,-8.052578,-0.132652,-0.104343
2,18.100,0.6187,-8.045540,-0.139566,-0.106153
2,18.150,0.5893,-8.039932,-0.145127,-0.108305
2,18.200,0.6248,-8.032379,-0.152215,-0.110119
2,18.250,0.6093,-8.027058,-0.157721,-0.112226
2,18.300,0.6325,-8.019447,-0.164862,-0.114002
2,18.350,0.6608,-8.012867,-0.171090,-0.115959
2,18.400,0.6421,-8.006458,-0.177456,-0.117912
2,18.450,0.6809,-7.999420,-0.184056,-0.119783
2,18.500,0.6547,-7.993755,-0.190019,-0.121771
2,18.550,0.6883,-7.985744,-0.197004,-0.123549
2,18.600,0.6628,-7.980766,-0.202441,-0.125624
2,18.650,0.7005,-7.973042,-0.209703,-0.127342
2,18.700,0.7258,-7.966805,-0.215591,-0.129326
2,18.750,0.7129,-7.960396,-0.222264,-0.131121
2,18.800,0.7514,-7.953358,-0.228819,-0.132925
2,18.850,0.7210,-7.947693,-0.234701,-0.134888
2,18.900,0.7629,-7.940197,-0.241749,-0.136599
2,18.950,0.7318,-7.934818,-0.247290,-0.138607
2,19.000,0.7766,-7.927380,-0.254319,-0.140306
2,19.050,0.7941,-7.920799,-0.260209,-0.142218
2,19.100,0.7932,-7.914162,-0.267054,-0.143925
2,19.150,0.8212,-7.907009,-0.273288,-0.145718
2,19.200,0.8028,-7.901001,-0.279600,-0.147514
2,19.250,0.8472,-7.893734,-0.286388,-0.149197
2,19.300,0.8199,-7.888184,-0.292046,-0.151075
2,19.350,0.8691,-7.880344,-0.299004,-0.152668
2,19.400,0.8638,-7.874794,-0.304717,-0.154533
2,19.450,0.8870,-7.867298,-0.311753,-0.156097
2,19.500,0.9103,-7.860889,-0.317682,-0.157867
2,19.550,0.9022,-7.854252,-0.324403,-0.159466
2,19.600,0.9501,-7.846985,-0.331067,-0.161072
2,19.650,0.9305,-7.841034,-0.336975,-0.162804
2,19.700,0.9776,-7.833538,-0.343859,-0.164272
2,19.750,0.9597,-7.828331,-0.349438,-0.166044
2,19.800,0.9997,-7.820721,-0.356473,-0.167458
2,19.850,1.0358,-7.813911,-0.362557,-0.169054
2,19.900,1.0310,-7.807617,-0.369168,-0.170500
2,19.950,1.0822,-7.800179,-0.375680,-0.171904
3,20.000,0.9931,-7.797375,-0.379532,-0.173780
3,20.050,0.6242,-7.806702,-0.374262,-0.176567
3,20.100,0.5224,-7.813911,-0.368387,-0.178595
3,20.150,0.3857,-7.822380,-0.361270,-0.180544
3,20.200,0.2888,-7.829418,-0.355257,-0.181877
3,20.250,0.2312,-7.836742,-0.348475,-0.183058
3,20.300,0.1490,-7.844009,-0.342108,-0.183865
3,20.350,0.1196,-7.849960,-0.336073,-0.184336
3,20.400,0.0390,-7.857971,-0.329066,-0.184761
3,20.450,0.0256,-7.863750,-0.323538,-0.184687
3,20.500,-0.0407,-7.871876,-0.316359,-0.184814
3,20.550,-0.0660,-7.877312,-0.310774,-0.184437
3,20.600,-0.1003,-7.885151,-0.303682,-0.184319
3,20.650,-0.1439,-7.891731,-0.297754,-0.183767
3,20.700,-0.1520,-7.898083,-0.291144,-0.183254
3,20.750,-0.2081,-7.905636,-0.284325,-0.182714
3,20.800,-0.1936,-7.911015,-0.278615,-0.181778
3,20.850,-0.2436,-7.919025,-0.271679,-0.181093
3,20.900,-0.2299,-7.924461,-0.266056,-0.179964
3,20.950,-0.2701,-7.932072,-0.258940,-0.179127
3,21.000,-0.2886,-7.938137,-0.253314,-0.177917
3,21.050,-0.2991,-7.945175,-0.246256,-0.176910
3,21.100,-0.3451,-7.952385,-0.239540,-0.175838
3,21.150,-0.3176,-7.957935,-0.233645,-0.174459
3,21.200,-0.3548,-7.964687,-0.226974,-0.173294
3,21.250,-0.3320,-7.970123,-0.221195,-0.171814
3,21.300,-0.3721,-7.978077,-0.214002,-0.170654
3,21.350,-0.3756,-7.983341,-0.208649,-0.169046
3,21.400,-0.3892,-7.990837,-0.201480,-0.167780
3,21.450,-0.4195,-7.997704,-0.195168,-0.166273
3,21.500,-0.4002,-8.003998,-0.188876,-0.164700
3,21.550,-0.4370,-8.010979,-0.182261,-0.163229
3,21.600,-0.4120,-8.016586,-0.176438,-0.161505
3,21.650,-0.4562,-8.024597,-0.169317,-0.159986
3,21.700,-0.4352,-8.029575,-0.163885,-0.158102
3,21.750,-0.4648,-8.037186,-0.156825,-0.156525
3,21.800,-0.4864,-8.043537,-0.150678,-0.154716
3,21.850,-0.4704,-8.050404,-0.144001,-0.152994
3,21.900,-0.5074,-8.057556,-0.137561,-0.151274
3,21.950,-0.4793,-8.063278,-0.131556,-0.149355
3,22.000,-0.5179,-8.070602,-0.124627,-0.147625
3,22.050,-0.4977,-8.076153,-0.119072,-0.145662
3,22.100,-0.5245,-8.083763,-0.111905,-0.143934
3,22.150,-0.5363,-8.089828,-0.106174,-0.141905
3,22.200,-0.5295,-8.096409,-0.099326,-0.140144
3,22.250,-0.5612,-8.103275,-0.093017,-0.138241
3,22.300,-0.5398,-8.109684,-0.086711,-0.136305
3,22.350,-0.5797,-8.116322,-0.079952,-0.134460
3,22.400,-0.5479,-8.122215,-0.074276,-0.132381
3,22.450,-0.5835,-8.130112,-0.067033,-0.130589
3,22.500,-0.5701,-8.135490,-0.061618,-0.128477
3,22.550,-0.5920,-8.142757,-0.054576,-0.126638
3,22.600,-0.6223,-8.149910,-0.048291,-0.124666
3,22.650,-0.6009,-8.155975,-0.042024,-0.122654
3,22.700,-0.6390,-8.163242,-0.035322,-0.120697
3,22.750,-0.6073,-8.169022,-0.029484,-0.118610
3,22.800,-0.6472,-8.176804,-0.022256,-0.116745
3,22.850,-0.6271,-8.181953,-0.016819,-0.114544
3,22.900,-0.6606,-8.189621,-0.009866,-0.112631
3,22.950,-0.6855,-8.196030,-0.003789,-0.110571
3,23.000,-0.6698,-8.202667,0.002827,-0.108538
3,23.050,-0.7085,-8.209934,0.009297,-0.106501
3,23.100,-0.6787,-8.215427,0.015400,-0.104404
3,23.150,-0.7225,-8.223038,0.022304,-0.102436
3,23.200,-0.6955,-8.228073,0.027973,-0.100197
3,23.250,-0.7371,-8.235912,0.034896,-0.098255
3,23.300,-0.7560,-8.241920,0.040735,-0.096090
3,23.350,-0.7500,-8.249073,0.047665,-0.094097
3,23.400,-0.7827,-8.255425,0.053827,-0.091949
3,23.450,-0.7641,-8.262062,0.060172,-0.089849
3,23.500,-0.8092,-8.269558,0.067013,-0.087814
3,23.550,-0.7838,-8.274879,0.072704,-0.085604
3,23.600,-0.8314,-8.283062,0.079820,-0.083614
3,23.650,-0.8358,-8.289013,0.085398,-0.081360
3,23.700,-0.8443,-8.296165,0.092426,-0.079313
3,23.750,-0.8751,-8.302917,0.098518,-0.077187
3,23.800,-0.8645,-8.309155,0.104959,-0.075039
