VIRTUALBENCH-LOGGER 2.1 REPORT
NATIONAL INSTRUMENTS
DATE CREATED	15:56:51	04/09/2016

USER	


START COMMENT


END COMMENT

START DATA
Date	Time	Ch0(V)
04/09/2016	15:59:40.9	    -0.276
04/09/2016	15:59:41.0	    -0.211
04/09/2016	15:59:41.1	    -0.145
04/09/2016	15:59:41.2	    -0.123
04/09/2016	15:59:41.3	    -0.145
04/09/2016	15:59:41.4	    -0.175
04/09/2016	15:59:41.5	    -0.220
04/09/2016	15:59:41.6	    -0.267
04/09/2016	15:59:41.7	    -0.314
04/09/2016	15:59:41.8	    -0.370
04/09/2016	15:59:41.9	    -0.423
04/09/2016	15:59:42.0	    -0.475
04/09/2016	15:59:42.1	    -0.533
04/09/2016	15:59:42.2	    -0.594
04/09/2016	15:59:42.3	    -0.657
04/09/2016	15:59:42.4	    -0.716
04/09/2016	15:59:42.5	    -0.776
04/09/2016	15:59:42.6	    -0.833
04/09/2016	15:59:42.7	    -0.891
04/09/2016	15:59:42.8	    -0.954
04/09/2016	15:59:42.9	    -1.017
04/09/2016	15:59:43.0	    -1.069
04/09/2016	15:59:43.1	    -1.134
04/09/2016	15:59:43.2	    -1.195
04/09/2016	15:59:43.3	    -1.254
04/09/2016	15:59:43.4	    -1.314
04/09/2016	15:59:43.5	    -1.372
04/09/2016	15:59:43.6	    -1.432
04/09/2016	15:59:43.7	    -1.492
04/09/2016	15:59:43.8	    -1.551
04/09/2016	15:59:43.9	    -1.608
04/09/2016	15:59:44.0	    -1.662
04/09/2016	15:59:44.1	    -1.724
04/09/2016	15:59:44.2	    -1.783
04/09/2016	15:59:44.3	    -1.838
04/09/2016	15:59:44.4	    -1.893
04/09/2016	15:59:44.5	    -1.953
04/09/2016	15:59:44.6	    -2.010
04/09/2016	15:59:44.7	    -2.063
04/09/2016	15:59:44.8	    -2.119
04/09/2016	15:59:44.9	    -2.177
04/09/2016	15:59:45.0	    -2.227
04/09/2016	15:59:45.1	    -2.280
04/09/2016	15:59:45.2	    -2.338
04/09/2016	15:59:45.3	    -2.386
04/09/2016	15:59:45.4	    -2.435
04/09/2016	15:59:45.5	    -2.490
04/09/2016	15:59:45.6	    -2.538
04/09/2016	15:59:45.7	    -2.582
04/09/2016	15:59:45.8	    -2.633
04/09/2016	15:59:45.9	    -2.681
04/09/2016	15:59:46.0	    -2.722
04/09/2016	15:59:46.1	    -2.767
04/09/2016	15:59:46.2	    -2.796
04/09/2016	15:59:46.3	    -2.787
04/09/2016	15:59:46.4	    -2.764
04/09/2016	15:59:46.5	    -2.729
04/09/2016	15:59:46.6	    -2.695
04/09/2016	15:59:46.7	    -2.650
04/09/2016	15:59:46.8	    -2.608
04/09/2016	15:59:46.9	    -2.561
04/09/2016	15:59:47.0	    -2.511
04/09/2016	15:59:47.1	    -2.461
04/09/2016	15:59:47.2	    -2.409
04/09/2016	15:59:47.3	    -2.358
04/09/2016	15:59:47.4	    -2.300
04/09/2016	15:59:47.5	    -2.248
04/09/2016	15:59:47.6	    -2.193
04/09/2016	15:59:47.7	    -2.137
04/09/2016	15:59:47.8	    -2.078
04/09/2016	15:59:47.9	    -2.028
04/09/2016	15:59:48.0	    -1.970
04/09/2016	15:59:48.1	    -1.904
04/09/2016	15:59:48.2	    -1.840
04/09/2016	15:59:48.3	    -1.782
04/09/2016	15:59:48.4	    -1.726
04/09/2016	15:59:48.5	    -1.668
04/09/2016	15:59:48.6	    -1.603
04/09/2016	15:59:48.7	    -1.541
04/09/2016	15:59:48.8	    -1.484
04/09/2016	15:59:48.9	    -1.421
04/09/2016	15:59:49.0	    -1.357
04/09/2016	15:59:49.1	    -1.299
04/09/2016	15:59:49.2	    -1.234
04/09/2016	15:59:49.3	    -1.171
04/09/2016	15:59:49.4	    -1.114
04/09/2016	15:59:49.5	    -1.050
04/09/2016	15:59:49.6	    -0.985
04/09/2016	15:59:49.7	    -0.925
04/09/2016	15:59:49.8	    -0.863
04/09/2016	15:59:49.9	    -0.799
04/09/2016	15:59:50.0	    -0.727
04/09/2016	15:59:50.1	    -0.679
04/09/2016	15:59:50.2	    -0.613
04/09/2016	15:59:50.3	    -0.551
04/09/2016	15:59:50.4	    -0.489
04/09/2016	15:59:50.5	    -0.428
04/09/2016	15:59:50.6	    -0.367
04/09/2016	15:59:50.7	    -0.303
04/09/2016	15:59:50.8	    -0.244
04/09/2016	15:59:50.9	    -0.179
04/09/2016	15:59:51.0	    -0.116
04/09/2016	15:59:51.1	    -0.058
04/09/2016	15:59:51.2	    -0.028
04/09/2016	15:59:51.3	    -0.051
04/09/2016	15:59:51.4	    -0.096
04/09/2016	15:59:51.5	    -0.137
04/09/2016	15:59:51.6	    -0.184
04/09/2016	15:59:51.7	    -0.235
04/09/2016	15:59:51.8	    -0.293
04/09/2016	15:59:51.9	    -0.349
04/09/2016	15:59:52.0	    -0.407
04/09/2016	15:59:52.1	    -0.464
04/09/2016	15:59:52.2	    -0.528
04/09/2016	15:59:52.3	    -0.590
04/09/2016	15:59:52.4	    -0.650
04/09/2016	15:59:52.5	    -0.706
04/09/2016	15:59:52.6	    -0.772
04/09/2016	15:59:52.7	    -0.834
04/09/2016	15:59:52.8	    -0.891
04/09/2016	15:59:52.9	    -0.952
04/09/2016	15:59:53.0	    -1.016
04/09/2016	15:59:53.1	    -1.078
04/09/2016	15:59:53.2	    -1.134
04/09/2016	15:59:53.3	    -1.200
04/09/2016	15:59:53.4	    -1.263
04/09/2016	15:59:53.5	    -1.318
04/09/2016	15:59:53.6	    -1.378
04/09/2016	15:59:53.7	    -1.443
04/09/2016	15:59:53.8	    -1.500
04/09/2016	15:59:53.9	    -1.560
04/09/2016	15:59:54.0	    -1.621
04/09/2016	15:59:54.1	    -1.678
04/09/2016	15:59:54.2	    -1.736
04/09/2016	15:59:54.3	    -1.798
04/09/2016	15:59:54.4	    -1.854
04/09/2016	15:59:54.5	    -1.912
04/09/2016	15:59:54.6	    -1.971
04/09/2016	15:59:54.7	    -2.027
04/09/2016	15:59:54.8	    -2.084
04/09/2016	15:59:54.9	    -2.138
04/09/2016	15:59:55.0	    -2.198
04/09/2016	15:59:55.1	    -2.246
04/09/2016	15:59:55.2	    -2.304
04/09/2016	15:59:55.3	    -2.357
04/09/2016	15:59:55.4	    -2.405
04/09/2016	15:59:55.5	    -2.461
04/09/2016	15:59:55.6	    -2.514
04/09/2016	15:59:55.7	    -2.562
04/09/2016	15:59:55.8	    -2.607
04/09/2016	15:59:55.9	    -2.654
04/09/2016	15:59:56.0	    -2.703
04/09/2016	15:59:56.1	    -2.746
04/09/2016	15:59:56.2	    -2.777
04/09/2016	15:59:56.3	    -2.766
04/09/2016	15:59:56.4	    -2.742
04/09/2016	15:59:56.5	    -2.711
04/09/2016	15:59:56.6	    -2.666
04/09/2016	15:59:56.7	    -2.626
04/09/2016	15:59:56.8	    -2.582
04/09/2016	15:59:56.9	    -2.536
04/09/2016	15:59:57.0	    -2.481
04/09/2016	15:59:57.1	    -2.433
04/09/2016	15:59:57.2	    -2.380
04/09/2016	15:59:57.3	    -2.323
04/09/2016	15:59:57.4	    -2.268
04/09/2016	15:59:57.5	    -2.213
04/09/2016	15:59:57.6	    -2.155
04/09/2016	15:59:57.7	    -2.095
04/09/2016	15:59:57.8	    -2.039
04/09/2016	15:59:57.9	    -1.992
04/09/2016	15:59:58.0	    -1.920
04/09/2016	15:59:58.1	    -1.859
04/09/2016	15:59:58.2	    -1.797
04/09/2016	15:59:58.3	    -1.734
04/09/2016	15:59:58.4	    -1.677
04/09/2016	15:59:58.5	    -1.615
04/09/2016	15:59:58.6	    -1.553
04/09/2016	15:59:58.7	    -1.494
04/09/2016	15:59:58.8	    -1.430
04/09/2016	15:59:58.9	    -1.367
04/09/2016	15:59:59.0	    -1.306
04/09/2016	15:59:59.1	    -1.245
04/09/2016	15:59:59.2	    -1.137
04/09/2016	15:59:59.3	    -1.116
04/09/2016	15:59:59.4	    -1.056
04/09/2016	15:59:59.5	    -0.993
04/09/2016	15:59:59.6	    -0.930
04/09/2016	15:59:59.7	    -0.866
04/09/2016	15:59:59.8	    -0.806
04/09/2016	15:59:59.9	    -0.738
04/09/2016	16:00:00.0	    -0.676
04/09/2016	16:00:00.1	    -0.612
04/09/2016	16:00:00.2	    -0.552
04/09/2016	16:00:00.3	    -0.487
04/09/2016	16:00:00.4	    -0.424
04/09/2016	16:00:00.5	    -0.361
04/09/2016	16:00:00.6	    -0.301
04/09/2016	16:00:00.7	    -0.237
04/09/2016	16:00:00.8	    -0.173
04/09/2016	16:00:00.9	    -0.112
04/09/2016	16:00:01.0	    -0.054
04/09/2016	16:00:01.1	     0.045
04/09/2016	16:00:01.2	     0.043
04/09/2016	16:00:01.3	     0.010
04/09/2016	16:00:01.4	    -0.027
04/09/2016	16:00:01.5	    -0.074
04/09/2016	16:00:01.6	    -0.140
04/09/2016	16:00:01.7	    -0.177
04/09/2016	16:00:01.8	    -0.229
04/09/2016	16:00:01.9	    -0.290
04/09/2016	16:00:02.0	    -0.349
04/09/2016	16:00:02.1	    -0.367
04/09/2016	16:00:02.2	    -0.474
04/09/2016	16:00:02.3	    -0.534
04/09/2016	16:00:02.4	    -0.595
04/09/2016	16:00:02.5	    -0.658
04/09/2016	16:00:02.6	    -0.728
04/09/2016	16:00:02.7	    -0.780
04/09/2016	16:00:02.8	    -0.846
04/09/2016	16:00:02.9	    -0.906
04/09/2016	16:00:03.0	    -0.971
04/09/2016	16:00:03.1	    -1.031
04/09/2016	16:00:03.2	    -1.094
04/09/2016	16:00:03.3	    -1.157
04/09/2016	16:00:03.4	    -1.218
04/09/2016	16:00:03.5	    -1.278
04/09/2016	16:00:03.6	    -1.338
04/09/2016	16:00:03.7	    -1.400
04/09/2016	16:00:03.8	    -1.462
04/09/2016	16:00:03.9	    -1.523
04/09/2016	16:00:04.0	    -1.581
04/09/2016	16:00:04.1	    -1.642
04/09/2016	16:00:04.2	    -1.701
04/09/2016	16:00:04.3	    -1.763
04/09/2016	16:00:04.4	    -1.819
04/09/2016	16:00:04.5	    -1.879
04/09/2016	16:00:04.6	    -1.939
04/09/2016	16:00:04.7	    -1.996
04/09/2016	16:00:04.8	    -2.052
04/09/2016	16:00:04.9	    -2.107
04/09/2016	16:00:05.0	    -2.169
04/09/2016	16:00:05.1	    -2.227
04/09/2016	16:00:05.2	    -2.279
04/09/2016	16:00:05.3	    -2.331
04/09/2016	16:00:05.4	    -2.387
04/09/2016	16:00:05.5	    -2.436
04/09/2016	16:00:05.6	    -2.487
04/09/2016	16:00:05.7	    -2.535
04/09/2016	16:00:05.8	    -2.587
04/09/2016	16:00:05.9	    -2.633
04/09/2016	16:00:06.0	    -2.683
04/09/2016	16:00:06.1	    -2.727
04/09/2016	16:00:06.2	    -2.765
04/09/2016	16:00:06.3	    -2.749
04/09/2016	16:00:06.4	    -2.722
04/09/2016	16:00:06.5	    -2.687
04/09/2016	16:00:06.6	    -2.652
04/09/2016	16:00:06.7	    -2.603
04/09/2016	16:00:06.8	    -2.557
04/09/2016	16:00:06.9	    -2.510
04/09/2016	16:00:07.0	    -2.456
04/09/2016	16:00:07.1	    -2.403
04/09/2016	16:00:07.2	    -2.350
04/09/2016	16:00:07.3	    -2.297
04/09/2016	16:00:07.4	    -2.243
04/09/2016	16:00:07.5	    -2.182
04/09/2016	16:00:07.6	    -2.127
04/09/2016	16:00:07.7	    -2.064
04/09/2016	16:00:07.8	    -2.010
04/09/2016	16:00:07.9	    -1.961
04/09/2016	16:00:08.0	    -1.889
04/09/2016	16:00:08.1	    -1.822
04/09/2016	16:00:08.2	    -1.761
04/09/2016	16:00:08.3	    -1.703
04/09/2016	16:00:08.4	    -1.639
04/09/2016	16:00:08.5	    -1.580
04/09/2016	16:00:08.6	    -1.516
04/09/2016	16:00:08.7	    -1.454
04/09/2016	16:00:08.8	    -1.389
04/09/2016	16:00:08.9	    -1.326
04/09/2016	16:00:09.0	    -1.269
04/09/2016	16:00:09.1	    -1.200
04/09/2016	16:00:09.2	    -1.149
04/09/2016	16:00:09.3	    -1.077
04/09/2016	16:00:09.4	    -1.013
04/09/2016	16:00:09.5	    -0.947
04/09/2016	16:00:09.6	    -0.884
04/09/2016	16:00:09.7	    -0.875
04/09/2016	16:00:09.8	    -0.755
04/09/2016	16:00:09.9	    -0.694
04/09/2016	16:00:10.0	    -0.630
04/09/2016	16:00:10.1	    -0.564
04/09/2016	16:00:10.2	    -0.505
04/09/2016	16:00:10.3	    -0.436
04/09/2016	16:00:10.4	    -0.372
04/09/2016	16:00:10.5	    -0.310
04/09/2016	16:00:10.6	    -0.248
04/09/2016	16:00:10.7	    -0.187
04/09/2016	16:00:10.8	    -0.120
04/09/2016	16:00:10.9	    -0.059
04/09/2016	16:00:11.0	     0.006
04/09/2016	16:00:11.1	     0.066
04/09/2016	16:00:11.2	     0.099
04/09/2016	16:00:11.3	     0.072
04/09/2016	16:00:11.4	     0.028
04/09/2016	16:00:11.5	    -0.020
04/09/2016	16:00:11.6	    -0.072
04/09/2016	16:00:11.7	    -0.126
04/09/2016	16:00:11.8	    -0.185
04/09/2016	16:00:11.9	    -0.241
04/09/2016	16:00:12.0	    -0.300
04/09/2016	16:00:12.1	    -0.364
04/09/2016	16:00:12.2	    -0.427
04/09/2016	16:00:12.3	    -0.491
04/09/2016	16:00:12.4	    -0.555
04/09/2016	16:00:12.5	    -0.618
04/09/2016	16:00:12.6	    -0.681
04/09/2016	16:00:12.7	    -0.740
04/09/2016	16:00:12.8	    -0.804
04/09/2016	16:00:12.9	    -0.868
04/09/2016	16:00:13.0	    -0.931
04/09/2016	16:00:13.1	    -0.990
04/09/2016	16:00:13.2	    -1.054
04/09/2016	16:00:13.3	    -1.122
04/09/2016	16:00:13.4	    -1.178
04/09/2016	16:00:13.5	    -1.243
04/09/2016	16:00:13.6	    -1.305
04/09/2016	16:00:13.7	    -1.364
04/09/2016	16:00:13.8	    -1.423
04/09/2016	16:00:13.9	    -1.489
04/09/2016	16:00:14.0	    -1.550
04/09/2016	16:00:14.1	    -1.611
04/09/2016	16:00:14.2	    -1.675
04/09/2016	16:00:14.3	    -1.729
04/09/2016	16:00:14.4	    -1.789
04/09/2016	16:00:14.5	    -1.852
04/09/2016	16:00:14.6	    -1.909
04/09/2016	16:00:14.7	    -1.969
04/09/2016	16:00:14.8	    -2.030
04/09/2016	16:00:14.9	    -2.083
04/09/2016	16:00:15.0	    -2.140
04/09/2016	16:00:15.1	    -2.199
04/09/2016	16:00:15.2	    -2.254
04/09/2016	16:00:15.3	    -2.309
04/09/2016	16:00:15.4	    -2.363
04/09/2016	16:00:15.5	    -2.416
04/09/2016	16:00:15.6	    -2.467
04/09/2016	16:00:15.7	    -2.523
04/09/2016	16:00:15.8	    -2.570
04/09/2016	16:00:15.9	    -2.618
04/09/2016	16:00:16.0	    -2.666
04/09/2016	16:00:16.1	    -2.712
04/09/2016	16:00:16.2	    -2.743
04/09/2016	16:00:16.3	    -2.740
04/09/2016	16:00:16.4	    -2.724
04/09/2016	16:00:16.5	    -2.675
04/09/2016	16:00:16.6	    -2.635
04/09/2016	16:00:16.7	    -2.585
04/09/2016	16:00:16.8	    -2.541
04/09/2016	16:00:16.9	    -2.493
04/09/2016	16:00:17.0	    -2.441
04/09/2016	16:00:17.1	    -2.386
04/09/2016	16:00:17.2	    -2.332
04/09/2016	16:00:17.3	    -2.290
04/09/2016	16:00:17.4	    -2.221
04/09/2016	16:00:17.5	    -2.162
04/09/2016	16:00:17.6	    -2.099
04/09/2016	16:00:17.7	    -2.045
04/09/2016	16:00:17.8	    -1.987
04/09/2016	16:00:17.9	    -1.927
